        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            Re{I[4][1]} (A),            Im{I[4][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            Re{I[4][2]} (A),            Im{I[4][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A),            Re{I[4][3]} (A),            Im{I[4][3]} (A),            I_inc[4][4] (A),            Re{I[1][4]} (A),            Im{I[1][4]} (A),            Re{I[2][4]} (A),            Im{I[2][4]} (A),            Re{I[3][4]} (A),            Im{I[3][4]} (A),            Re{I[4][4]} (A),            Im{I[4][4]} (A)
 1.16800000e+02,        +1.414213562373e-01,        +9.863258239351e-02,        +4.983090435778e-02,        +2.994092924460e-02,        -5.303247835022e-02,        -4.009119873263e-02,        -7.470692523504e-02,        -1.348518874613e-03,        -5.124399054490e-02,        +1.414213562373e-01,        +2.994092924460e-02,        -5.303247835022e-02,        +9.862026393860e-02,        +4.978543328208e-02,        -1.340519999479e-03,        -5.127833328953e-02,        -4.009365819406e-02,        -7.470567317047e-02,        +1.414213562373e-01,        -4.009119873263e-02,        -7.470692523504e-02,        -1.340519999478e-03,        -5.127833328953e-02,        +9.861630792744e-02,        +4.978270275805e-02,        +2.994160139428e-02,        -5.303142039092e-02,        +1.414213562373e-01,        -1.348518874613e-03,        -5.124399054490e-02,        -4.009365819405e-02,        -7.470567317047e-02,        +2.994160139428e-02,        -5.303142039092e-02,        +9.863200781379e-02,        +4.983023654736e-02
 1.18400000e+02,        +1.414213562373e-01,        +1.007054912612e-01,        +5.007089922731e-02,        +2.968465019722e-02,        -5.370246290143e-02,        -4.286409538801e-02,        -7.393705234651e-02,        -2.592424343404e-03,        -5.061303288803e-02,        +1.414213562373e-01,        +2.968465019722e-02,        -5.370246290143e-02,        +1.006932420464e-01,        +5.002554675516e-02,        -2.586259110610e-03,        -5.064827097766e-02,        -4.286660444453e-02,        -7.393568996086e-02,        +1.414213562373e-01,        -4.286409538801e-02,        -7.393705234651e-02,        -2.586259110609e-03,        -5.064827097766e-02,        +1.006890084674e-01,        +5.002279193749e-02,        +2.968538487697e-02,        -5.370142803245e-02,        +1.414213562373e-01,        -2.592424343403e-03,        -5.061303288803e-02,        -4.286660444453e-02,        -7.393568996086e-02,        +2.968538487697e-02,        -5.370142803245e-02,        +1.007047826899e-01,        +5.007002963621e-02
 1.20000000e+02,        +1.414213562373e-01,        +1.028309052483e-01,        +5.020837091015e-02,        +2.941997909446e-02,        -5.442196676822e-02,        -4.566051147928e-02,        -7.305292199492e-02,        -3.813718077165e-03,        -4.991891224162e-02,        +1.414213562373e-01,        +2.941997909446e-02,        -5.442196676822e-02,        +1.028187958675e-01,        +5.016314549002e-02,        -3.809496621046e-03,        -4.995496149325e-02,        -4.566306962585e-02,        -7.305144176529e-02,        +1.414213562373e-01,        -4.566051147928e-02,        -7.305292199492e-02,        -3.809496621047e-03,        -4.995496149325e-02,        +1.028142686810e-01,        +5.016037713038e-02,        +2.942077543496e-02,        -5.442095868409e-02,        +1.414213562373e-01,        -3.813718077165e-03,        -4.991891224162e-02,        -4.566306962585e-02,        -7.305144176529e-02,        +2.942077543495e-02,        -5.442095868409e-02,        +1.028300467749e-01,        +5.020729108469e-02
 1.21600000e+02,        +1.414213562373e-01,        +1.050038721944e-01,        +5.023688294233e-02,        +2.914169245387e-02,        -5.519324800462e-02,        -4.847562588799e-02,        -7.204884680802e-02,        -5.007510430247e-03,        -4.916001452472e-02,        +1.414213562373e-01,        +2.914169245387e-02,        -5.519324800462e-02,        +1.049919762430e-01,        +5.019178662384e-02,        -5.005341939946e-03,        -4.919677984982e-02,        -4.847823220651e-02,        -7.204724061164e-02,        +1.414213562373e-01,        -4.847562588799e-02,        -7.204884680802e-02,        -5.005341939947e-03,        -4.919677984982e-02,        +1.049871391335e-01,        +5.018901715678e-02,        +2.914254930426e-02,        -5.519227030998e-02,        +1.414213562373e-01,        -5.007510430247e-03,        -4.916001452472e-02,        -4.847823220652e-02,        -7.204724061164e-02,        +2.914254930426e-02,        -5.519227030998e-02,        +1.050028466898e-01,        +5.023558477051e-02
 1.23200000e+02,        +1.414213562373e-01,        +1.072187040182e-01,        +5.015012319134e-02,        +2.884403873107e-02,        -5.601819456902e-02,        -5.130388990438e-02,        -7.091923874379e-02,        -6.168396652393e-03,        -4.833506556890e-02,        +1.414213562373e-01,        +2.884403873107e-02,        -5.601819456902e-02,        +1.072070975245e-01,        +5.010515104080e-02,        -6.168388428643e-03,        -4.837244041225e-02,        -5.130654297069e-02,        -7.091749783440e-02,        +1.414213562373e-01,        -5.130388990437e-02,        -7.091923874379e-02,        -6.168388428643e-03,        -4.837244041225e-02,        +1.072019340329e-01,        +5.010239472319e-02,        +2.884495466867e-02,        -5.601725074060e-02,        +1.414213562373e-01,        -6.168396652393e-03,        -4.833506556890e-02,        -5.130654297069e-02,        -7.091749783440e-02,        +2.884495466867e-02,        -5.601725074060e-02,        +1.072174930759e-01,        +5.014859899548e-02
 1.24800000e+02,        +1.414213562373e-01,        +1.094689479915e-01,        +4.994198986664e-02,        +2.852074097255e-02,        -5.689823551704e-02,        -5.413899716873e-02,        -6.965869596074e-02,        -7.290458340407e-03,        -4.744322052012e-02,        +1.414213562373e-01,        +2.852074097255e-02,        -5.689823551703e-02,        +1.094577087423e-01,        +4.989712942253e-02,        -7.292714724228e-03,        -4.748108635864e-02,        -5.414169494744e-02,        -6.965681095367e-02,        +1.414213562373e-01,        -5.413899716873e-02,        -6.965869596074e-02,        -7.292714724228e-03,        -4.748108635864e-02,        +1.094522024242e-01,        +4.989440246857e-02,        +2.852171431945e-02,        -5.689732886515e-02,        +1.414213562373e-01,        -7.290458340406e-03,        -4.744322052012e-02,        -5.414169494744e-02,        -6.965681095367e-02,        +2.852171431945e-02,        -5.689732886515e-02,        +1.094675318706e-01,        +4.994023250922e-02
 1.26400000e+02,        +1.414213562373e-01,        +1.117473680067e-01,        +4.960668731315e-02,        +2.816501234160e-02,        -5.783424482525e-02,        -5.697386369315e-02,        -6.826209949674e-02,        -8.367277849332e-03,        -4.648416060761e-02,        +1.414213562373e-01,        +2.816501234160e-02,        -5.783424482525e-02,        +1.117365747630e-01,        +4.956191810057e-02,        -8.371899020459e-03,        -4.652238653123e-02,        -5.697660342057e-02,        -6.826006036525e-02,        +1.414213562373e-01,        -5.697386369314e-02,        -6.826209949674e-02,        -8.371899020458e-03,        -4.652238653123e-02,        +1.117307093749e-01,        +4.955923880832e-02,        +2.816604118870e-02,        -5.783337845588e-02,        +1.414213562373e-01,        -8.367277849332e-03,        -4.648416060761e-02,        -5.697660342057e-02,        -6.826006036525e-02,        +2.816604118870e-02,        -5.783337845588e-02,        +1.117457255784e-01,        +4.960469031663e-02
 1.28000000e+02,        +1.414213562373e-01,        +1.140459382588e-01,        +4.913883062996e-02,        +2.776958698003e-02,        -5.882643933291e-02,        -5.980062038451e-02,        -6.672471879533e-02,        -9.391968119904e-03,        -4.545819578669e-02,        +1.414213562373e-01,        +2.776958698003e-02,        -5.882643933291e-02,        +1.140356698654e-01,        +4.909412375550e-02,        -9.399048766112e-03,        -4.549663818562e-02,        -5.980339844010e-02,        -6.672251488112e-02,        +1.414213562373e-01,        -5.980062038451e-02,        -6.672471879533e-02,        -9.399048766111e-03,        -4.549663818562e-02,        +1.140294295798e-01,        +4.909151262015e-02,        +2.777066921909e-02,        -5.882561611195e-02,        +1.414213562373e-01,        -9.391968119904e-03,        -4.545819578669e-02,        -5.980339844010e-02,        -6.672251488112e-02,        +2.777066921909e-02,        -5.882561611195e-02,        +1.140440469589e-01,        +4.913658831180e-02
 1.29600000e+02,        +1.414213562373e-01,        +1.163558517812e-01,        +4.853355758728e-02,        +2.732676862346e-02,        -5.987427292297e-02,        -6.261062050335e-02,        -6.504232454889e-02,        -1.035722033365e-02,        -4.436637112905e-02,        +1.414213562373e-01,        +2.732676862346e-02,        -5.987427292297e-02,        +1.163461861750e-01,        +4.848887543682e-02,        -1.036684819633e-02,        -4.440487351362e-02,        -6.261343227066e-02,        -6.503994458974e-02,        +1.414213562373e-01,        -6.261062050335e-02,        -6.504232454889e-02,        -1.036684819633e-02,        -4.440487351362e-02,        +1.163395558241e-01,        +4.848635524551e-02,        +2.732790198738e-02,        -5.987349544413e-02,        +1.414213562373e-01,        -1.035722033365e-02,        -4.436637112905e-02,        -6.261343227066e-02,        -6.503994458974e-02,        +2.732790198738e-02,        -5.987349544413e-02,        +1.163536875705e-01,        +4.853106521084e-02
 1.31200000e+02,        +1.414213562373e-01,        +1.186675461522e-01,        +4.778664568757e-02,        +2.682849919512e-02,        -6.097632975511e-02,        -6.539446437558e-02,        -6.321130670143e-02,        -1.125537161377e-02,        -4.321057414343e-02,        +1.414213562373e-01,        +2.682849919513e-02,        -6.097632975511e-02,        +1.186585592798e-01,        +4.774194175041e-02,        -1.126762591995e-02,        -4.324896712386e-02,        -6.539730409445e-02,        -6.320873887918e-02,        +1.414213562373e-01,        -6.539446437558e-02,        -6.321130670143e-02,        -1.126762591995e-02,        -4.324896712386e-02,        +1.186515246278e-01,        +4.773953765278e-02,        +2.682968130650e-02,        -6.097560031341e-02,        +1.414213562373e-01,        -1.125537161377e-02,        -4.321057414343e-02,        -6.539730409445e-02,        -6.320873887918e-02,        +2.682968130650e-02,        -6.097560031341e-02,        +1.186650834879e-01,        +4.778389962938e-02
 1.32800000e+02,        +1.414213562373e-01,        +1.209707484145e-01,        +4.689463156208e-02,        +2.626644923127e-02,        -6.213022008016e-02,        -6.814204339613e-02,        -6.122879479888e-02,        -1.207849461796e-02,        -4.199363949391e-02,        +1.414213562373e-01,        +2.626644923127e-02,        -6.213022008016e-02,        +1.209625130742e-01,        +4.684985040462e-02,        -1.209344441449e-02,        -4.203174094771e-02,        -6.814490400848e-02,        -6.122602681091e-02,        +1.414213562373e-01,        -6.814204339613e-02,        -6.122879479888e-02,        -1.209344441449e-02,        -4.203174094771e-02,        +1.209550611169e-01,        +4.684758995288e-02,        +2.626767765871e-02,        -6.212954065293e-02,        +1.414213562373e-01,        -1.207849461795e-02,        -4.199363949391e-02,        -6.814490400847e-02,        -6.122602681091e-02,        +2.626767765871e-02,        -6.212954065293e-02,        +1.209679602354e-01,        +4.689162949576e-02
 1.34400000e+02,        +1.414213562373e-01,        +1.232545407849e-01,        +4.585492925221e-02,        +2.563213141537e-02,        -6.333248286308e-02,        -7.084260490220e-02,        -5.909277723303e-02,        -1.281851029297e-02,        -4.071944688571e-02,        +1.414213562373e-01,        +2.563213141537e-02,        -6.333248286308e-02,        +1.232471254160e-01,        +4.581000666301e-02,        -1.283621270461e-02,        -4.075706233955e-02,        -7.084547789458e-02,        -5.908979639035e-02,        +1.414213562373e-01,        -7.084260490220e-02,        -5.909277723303e-02,        -1.283621270461e-02,        -4.075706233955e-02,        +1.232392447035e-01,        +4.580791981530e-02,        +2.563340373683e-02,        -6.333185510074e-02,        +1.414213562373e-01,        -1.281851029297e-02,        -4.071944688571e-02,        -7.084547789458e-02,        -5.908979639035e-02,        +2.563340373683e-02,        -6.333185510074e-02,        +1.232513985137e-01,        +4.585167034879e-02
 1.36000000e+02,        +1.414213562373e-01,        +1.255074480775e-01,        +4.466594334809e-02,        +2.491703770336e-02,        -6.457850006530e-02,        -7.348483883589e-02,        -5.680221534761e-02,        -1.346732426601e-02,        -3.939300726659e-02,        +1.414213562373e-01,        +2.491703770336e-02,        -6.457850006530e-02,        +1.255009155220e-01,        +4.462080667310e-02,        -1.348782270547e-02,        -3.942993051747e-02,        -7.348771408287e-02,        -5.679900870215e-02,        +1.414213562373e-01,        -7.348483883589e-02,        -5.680221534761e-02,        -1.348782270547e-02,        -3.942993051747e-02,        +1.254925965015e-01,        +4.461892575383e-02,        +2.491835157501e-02,        -6.457792529383e-02,        +1.414213562373e-01,        -1.346732426601e-02,        -3.939300726659e-02,        -7.348771408287e-02,        -5.679900870215e-02,        +2.491835157500e-02,        -6.457792529383e-02,        +1.255039216445e-01,        +4.466242849177e-02
 1.37600000e+02,        +1.414213562373e-01,        +1.277175469061e-01,        +4.332717250503e-02,        +2.411279950827e-02,        -6.586242791868e-02,        -7.605698626325e-02,        -5.435714792362e-02,        -1.401698633384e-02,        -3.802053201089e-02,        +1.414213562373e-01,        +2.411279950827e-02,        -6.586242791868e-02,        +1.277119531782e-01,        +4.328174118774e-02,        -1.404030869811e-02,        -3.805654600769e-02,        -7.605985187644e-02,        -5.435370242691e-02,        +1.414213562373e-01,        -7.605698626325e-02,        -5.435714792362e-02,        -1.404030869811e-02,        -3.805654600769e-02,        +1.277031885503e-01,        +4.328010079912e-02,        +2.411415273704e-02,        -6.586190715594e-02,        +1.414213562373e-01,        -1.401698633384e-02,        -3.802053201089e-02,        -7.605985187643e-02,        -5.435370242691e-02,        +2.411415273704e-02,        -6.586190715594e-02,        +1.277136047976e-01,        +4.332340452303e-02
 1.39200000e+02,        +1.414213562373e-01,        +1.298725957104e-01,        +4.183929859900e-02,        +2.321136920068e-02,        -6.717715079248e-02,        -7.854696879054e-02,        -5.175878130033e-02,        -1.445987129930e-02,        -3.660947948560e-02,        +1.414213562373e-01,        +2.321136920068e-02,        -6.717715079248e-02,        +1.298679888096e-01,        +4.179348493407e-02,        -1.448602819243e-02,        -3.664435748716e-02,        -7.854981097893e-02,        -5.175508399503e-02,        +1.414213562373e-01,        -7.854696879054e-02,        -5.175878130032e-02,        -1.448602819243e-02,        -3.664435748716e-02,        +1.298587738913e-01,        +4.179212181371e-02,        +2.321275981791e-02,        -6.717668478002e-02,        +1.414213562373e-01,        -1.445987129929e-02,        -3.660947948560e-02,        -7.854981097893e-02,        -5.175508399502e-02,        +2.321275981791e-02,        -6.717668478002e-02,        +1.298682050465e-01,        +4.183528250309e-02
 1.40800000e+02,        +1.414213562373e-01,        +1.319601834908e-01,        +4.020425677757e-02,        +2.220521981575e-02,        -6.851426323843e-02,        -8.094253676232e-02,        -4.900956038406e-02,        -1.478887803930e-02,        -3.516857341519e-02,        +1.414213562373e-01,        +2.220521981575e-02,        -6.851426323843e-02,        +1.319566023016e-01,        +4.015796687902e-02,        -1.481786106712e-02,        -3.520208043421e-02,        -8.094533971030e-02,        -4.900559862869e-02,        +1.414213562373e-01,        -8.094253676232e-02,        -4.900956038406e-02,        -1.481786106712e-02,        -3.520208043421e-02,        +1.319469353873e-01,        +4.015691969960e-02,        +2.220664614887e-02,        -6.851385249008e-02,        +1.414213562373e-01,        -1.478887803930e-02,        -3.516857341519e-02,        -8.094533971030e-02,        -4.900559862869e-02,        +2.220664614887e-02,        -6.851385249008e-02,        +1.319553101356e-01,        +4.020000001413e-02
 1.42400000e+02,        +1.414213562373e-01,        +1.339678939218e-01,        +3.842528196865e-02,        +2.108755840825e-02,        -6.986408543538e-02,        -8.323143290761e-02,        -4.611321610215e-02,        -1.499764224026e-02,        -3.370778782677e-02,        +1.414213562373e-01,        +2.108755840825e-02,        -6.986408543538e-02,        +1.339653672436e-01,        +3.837841694472e-02,        -1.502942242612e-02,        -3.373968236052e-02,        -8.323417867744e-02,        -4.610897782816e-02,        +1.414213562373e-01,        -8.323143290761e-02,        -4.611321610215e-02,        -1.502942242612e-02,        -3.373968236052e-02,        +1.339552499534e-01,        +3.837772605333e-02,        +2.108901914682e-02,        -6.986373030343e-02,        +1.414213562373e-01,        -1.499764224026e-02,        -3.370778782677e-02,        -8.323417867744e-02,        -4.610897782816e-02,        +2.108901914682e-02,        -6.986373030343e-02,        +1.339625026303e-01,        +3.842079467317e-02
 1.44000000e+02,        +1.414213562373e-01,        +1.358834803216e-01,        +3.650692806083e-02,        +1.985254705850e-02,        -7.121571649852e-02,        -8.540156691068e-02,        -4.307478551076e-02,        -1.508075679905e-02,        -3.223829411403e-02,        +1.414213562373e-01,        +1.985254705850e-02,        -7.121571649852e-02,        +1.358820260742e-01,        +3.645938537772e-02,        -1.511528317216e-02,        -3.226833015375e-02,        -8.540423537649e-02,        -4.307025950977e-02,        +1.414213562373e-01,        -8.540156691067e-02,        -4.307478551076e-02,        -1.511528317216e-02,        -3.226833015375e-02,        +1.358714636795e-01,        +3.645909247416e-02,        +1.985404131074e-02,        -7.121541725735e-02,        +1.414213562373e-01,        -1.508075679905e-02,        -3.223829411403e-02,        -8.540423537649e-02,        -4.307025950977e-02,        +1.985404131074e-02,        -7.121541725735e-02,        +1.358775349271e-01,        +3.650222331187e-02
 1.45600000e+02,        +1.414213562373e-01,        +1.376950459053e-01,        +3.445505697397e-02,        +1.849552421818e-02,        -7.255712895278e-02,        -8.744119532758e-02,        -3.990060177031e-02,        -1.503399257494e-02,        -3.077236692534e-02,        +1.414213562373e-01,        +1.849552421818e-02,        -7.255712895278e-02,        +1.376946705509e-01,        +3.440673197999e-02,        -1.507119098294e-02,        -3.080029622560e-02,        -8.744376414807e-02,        -3.989577800771e-02,        +1.414213562373e-01,        -8.744119532758e-02,        -3.990060177031e-02,        -1.507119098294e-02,        -3.080029622560e-02,        +1.376836722661e-01,        +3.440687973577e-02,        +1.849705155362e-02,        -7.255688589904e-02,        +1.414213562373e-01,        -1.503399257494e-02,        -3.077236692534e-02,        -8.744376414807e-02,        -3.989577800771e-02,        +1.849705155362e-02,        -7.255688589904e-02,        +1.376885095489e-01,        +3.445015104044e-02
 1.47200000e+02,        +1.414213562373e-01,        +1.393912229411e-01,        +3.227679616843e-02,        +1.701321801986e-02,        -7.387530611308e-02,        -8.933910046436e-02,        -3.659825253234e-02,        -1.485451111443e-02,        -2.932324713768e-02,        +1.414213562373e-01,        +1.701321801986e-02,        -7.387530611308e-02,        +1.393919211614e-01,        +3.222758373980e-02,        -1.489428330962e-02,        -2.934882171673e-02,        -8.934154510058e-02,        -3.659312248179e-02,        +1.414213562373e-01,        -8.933910046436e-02,        -3.659825253234e-02,        -1.489428330962e-02,        -2.934882171673e-02,        +1.393805003889e-01,        +3.222821536164e-02,        +1.701477849385e-02,        -7.387511968046e-02,        +1.414213562373e-01,        -1.485451111443e-02,        -2.932324713768e-02,        -8.934154510058e-02,        -3.659312248179e-02,        +1.701477849385e-02,        -7.387511968046e-02,        +1.393840583454e-01,        +3.227170874352e-02
 1.48800000e+02,        +1.414213562373e-01,        +1.409613439838e-01,        +2.998046472850e-02,        +1.540394247991e-02,        -7.515642222722e-02,        -9.108476138488e-02,        -3.317650686940e-02,        -1.454106027773e-02,        -2.790496206598e-02,        +1.414213562373e-01,        +1.540394247991e-02,        -7.515642222722e-02,        +1.409630986418e-01,        +2.993026098854e-02,        -1.458328332207e-02,        -2.792793689749e-02,        -9.108705516913e-02,        -3.317106386134e-02,        +1.414213562373e-01,        -9.108476138488e-02,        -3.317650686940e-02,        -1.458328332207e-02,        -2.792793689749e-02,        +1.409512731603e-01,        +2.993141973281e-02,        +1.540553663596e-02,        -7.515629311274e-02,        +1.414213562373e-01,        -1.454106027773e-02,        -2.790496206598e-02,        -9.108705516913e-02,        -3.317106386134e-02,        +1.540553663596e-02,        -7.515629311274e-02,        +1.409535137718e-01,        +2.997521914268e-02
 1.50400000e+02,        +1.414213562373e-01,        +1.423955983602e-01,        +2.757546989328e-02,        +1.366776730736e-02,        -7.638606311901e-02,        -9.266851021635e-02,        -2.964521261798e-02,        -1.409414348058e-02,        -2.653210517464e-02,        +1.414213562373e-01,        +1.366776730736e-02,        -7.638606311901e-02,        +1.423983807656e-01,        +2.752417394855e-02,        -1.413866950729e-02,        -2.655224102219e-02,        -9.267062447667e-02,        -2.963945219366e-02,        +1.414213562373e-01,        -9.266851021635e-02,        -2.964521261798e-02,        -1.413866950729e-02,        -2.655224102219e-02,        +1.423861728515e-01,        +2.752590259557e-02,        +1.366939615373e-02,        -7.638599241670e-02,        +1.414213562373e-01,        -1.409414348058e-02,        -2.653210517464e-02,        -9.267062447666e-02,        -2.963945219366e-02,        +1.366939615373e-02,        -7.638599241670e-02,        +1.423870654175e-01,        +2.757009329827e-02
 1.52000000e+02,        +1.414213562373e-01,        +1.436851675812e-01,        +2.507217765616e-02,        +1.180665236538e-02,        -7.754948285749e-02,        -9.408166742037e-02,        -2.601516775406e-02,        -1.351615359987e-02,        -2.521957976937e-02,        +1.414213562373e-01,        +1.180665236538e-02,        -7.754948285749e-02,        +1.436889380678e-01,        +2.501969328786e-02,        -1.356280996066e-02,        -2.523664610687e-02,        -9.408357166363e-02,        -2.600908801538e-02,        +1.414213562373e-01,        -9.408166742037e-02,        -2.601516775406e-02,        -1.356280996066e-02,        -2.523664610688e-02,        +1.436763745415e-01,        +2.502203358699e-02,        +1.180831732308e-02,        -7.754947219439e-02,        +1.414213562373e-01,        -1.351615359987e-02,        -2.521957976937e-02,        -9.408357166363e-02,        -2.600908801538e-02,        +1.180831732308e-02,        -7.754947219440e-02,        +1.436758954615e-01,        +2.506670117176e-02
 1.53600000e+02,        +1.414213562373e-01,        +1.448223343646e-01,        +2.248176265497e-02,        +9.824538747239e-03,        -7.863188983317e-02,        -9.531665070402e-02,        -2.229797102268e-02,        -1.281146350849e-02,        -2.398231329144e-02,        +1.414213562373e-01,        +9.824538747239e-03,        -7.863188983317e-02,        +1.448270431713e-01,        +2.242799990149e-02,        -1.286005332432e-02,        -2.399609124715e-02,        -9.531831285885e-02,        -2.229157296748e-02,        +1.414213562373e-01,        -9.531665070402e-02,        -2.229797102268e-02,        -1.286005332432e-02,        -2.399609124714e-02,        +1.448141553619e-01,        +2.243099199972e-02,        +9.826241567848e-03,        -7.863194150160e-02,        +1.414213562373e-01,        -1.281146350849e-02,        -2.398231329144e-02,        -9.531831285885e-02,        -2.229157296748e-02,        +9.826241567848e-03,        -7.863194150160e-02,        +1.448122877315e-01,        +2.247622147033e-02
 1.55200000e+02,        +1.414213562373e-01,        +1.458005614130e-01,        +1.981604386605e-02,        +7.727389903729e-03,        -7.961875371215e-02,        -9.636705371005e-02,        -1.850585833629e-02,        -1.198646668016e-02,        -2.283495074502e-02,        +1.414213562373e-01,        +7.727389903729e-03,        -7.961875371215e-02,        +1.458061498481e-01,        +1.976092043351e-02,        -1.203676980159e-02,        -2.284523600330e-02,        -9.636844042847e-02,        -1.849914616805e-02,        +1.414213562373e-01,        -9.636705371005e-02,        -1.850585833629e-02,        -1.203676980159e-02,        -2.284523600330e-02,        +1.457929734730e-01,        +1.976460230177e-02,        +7.729132556480e-03,        -7.961887079172e-02,        +1.414213562373e-01,        -1.198646668016e-02,        -2.283495074502e-02,        -9.636844042847e-02,        -1.849914616805e-02,        +7.729132556478e-03,        -7.961887079172e-02,        +1.457897065157e-01,        +1.981047728775e-02
 1.56800000e+02,        +1.414213562373e-01,        +1.466145379127e-01,        +1.708731345586e-02,        +5.523178216543e-03,        -8.049612322358e-02,        -9.722769244298e-02,        -1.465153229817e-02,        -1.104956326340e-02,        -2.179153730254e-02,        +1.414213562373e-01,        +5.523178216543e-03,        -8.049612322358e-02,        +1.466209397641e-01,        +1.703075589861e-02,        -1.110133763391e-02,        -2.179814289723e-02,        -9.722876945761e-02,        -1.464451369926e-02,        +1.414213562373e-01,        -9.722769244298e-02,        -1.465153229817e-02,        -1.110133763391e-02,        -2.179814289722e-02,        +1.466075147235e-01,        +1.703516277031e-02,        +5.524962745867e-03,        -8.049630968607e-02,        +1.414213562373e-01,        -1.104956326339e-02,        -2.179153730254e-02,        -9.722876945761e-02,        -1.464451369926e-02,        +5.524962745866e-03,        -8.049630968607e-02,        +1.466028430864e-01,        +1.708176489571e-02
 1.58400000e+02,        +1.414213562373e-01,        +1.472601937371e-01,        +1.430816642836e-02,        +3.221814729082e-03,        -8.125094374252e-02,        -9.789461940870e-02,        -1.074799249351e-02,        -1.001108934043e-02,        -2.086520112465e-02,        +1.414213562373e-01,        +3.221814729082e-03,        -8.125094374252e-02,        +1.472673368794e-01,        +1.425011104974e-02,        -1.006407274411e-02,        -2.086796005993e-02,        -9.789535194019e-02,        -1.074067885180e-02,        +1.414213562373e-01,        -9.789461940870e-02,        -1.074799249351e-02,        -1.006407274411e-02,        -2.086796005993e-02,        +1.472537069676e-01,        +1.425527488628e-02,        +3.223643085273e-03,        -8.125120453282e-02,        +1.414213562373e-01,        -1.001108934043e-02,        -2.086520112465e-02,        -9.789535194019e-02,        -1.074067885180e-02,        +3.223643085270e-03,        -8.125120453282e-02,        +1.472476299208e-01,        +1.430268332481e-02
 1.60000000e+02,        +1.414213562373e-01,        +1.477346833775e-01,        +1.149133838587e-02,        +8.350222620650e-04,        -8.187136324391e-02,        -9.836510748493e-02,        -6.808373871873e-03,        -8.883189602706e-03,        -2.006784781648e-02,        +1.414213562373e-01,        +8.350222620652e-04,        -8.187136324391e-02,        +1.477424915159e-01,        +1.143173182151e-02,        -8.937101765904e-03,        -2.006661545597e-02,        -9.836546069218e-02,        -6.800780451362e-03,        +1.414213562373e-01,        -9.836510748493e-02,        -6.808373871873e-03,        -8.937101765903e-03,        -2.006661545597e-02,        +1.477287040538e-01,        +1.143768081855e-02,        +8.368961093406e-04,        -8.187170433073e-02,        +1.414213562373e-01,        -8.883189602706e-03,        -2.006784781648e-02,        -9.836546069218e-02,        -6.800780451361e-03,        +8.368961093396e-04,        -8.187170433073e-02,        +1.477212246392e-01,        +1.148597205465e-02
 1.61600000e+02,        +1.414213562373e-01,        +1.480363434880e-01,        +8.649557811049e-03,        -1.623845320768e-03,        -8.234701545346e-02,        -9.863760740588e-02,        -2.845799635202e-03,        -7.679636211494e-03,        -1.940987769060e-02,        +1.414213562373e-01,        -1.623845320768e-03,        -8.234701545346e-02,        +1.480447379701e-01,        +8.588357271244e-03,        -7.734181218633e-03,        -1.940453386226e-02,        -9.863754686990e-02,        -2.837945683001e-03,        +1.414213562373e-01,        -9.863760740588e-02,        -2.845799635201e-03,        -7.734181218633e-03,        -1.940453386226e-02,        +1.480308433673e-01,        +8.595115418358e-03,        -1.621924812950e-03,        -8.234744384429e-02,        +1.414213562373e-01,        -7.679636211494e-03,        -1.940987769060e-02,        -9.863754686990e-02,        -2.837945683001e-03,        -1.621924812949e-03,        -8.234744384429e-02,        +1.480219675465e-01,        +8.644363221751e-03
 1.63200000e+02,        +1.414213562373e-01,        +1.481646294406e-01,        +5.795417856831e-03,        -4.140032546432e-03,        -8.266926988071e-02,        -9.871168425504e-02,        +1.126746374293e-03,        -6.415598996614e-03,        -1.889993614660e-02,        +1.414213562373e-01,        -4.140032546432e-03,        -8.266926988071e-02,        +1.481735310645e-01,        +5.732591020457e-03,        -6.470467971993e-03,        -1.889038691974e-02,        -9.871117648615e-02,        +1.134837590669e-03,        +1.414213562373e-01,        -9.871168425504e-02,        +1.126746374294e-03,        -6.470467971993e-03,        -1.889038691974e-02,        +1.481595823212e-01,        +5.740177724861e-03,        -4.138064921718e-03,        -8.266979359687e-02,        +1.414213562373e-01,        -6.415598996613e-03,        -1.889993614660e-02,        -9.871117648615e-02,        +1.134837590667e-03,        -4.138064921720e-03,        -8.266979359687e-02,        +1.481493181733e-01,        +5.790453334285e-03
