        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            Re{V[3][1]} (V),            Im{V[3][1]} (V),            Re{V[4][1]} (V),            Im{V[4][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V),            Re{V[3][2]} (V),            Im{V[3][2]} (V),            Re{V[4][2]} (V),            Im{V[4][2]} (V),            V_inc[3][3] (V),            Re{V[1][3]} (V),            Im{V[1][3]} (V),            Re{V[2][3]} (V),            Im{V[2][3]} (V),            Re{V[3][3]} (V),            Im{V[3][3]} (V),            Re{V[4][3]} (V),            Im{V[4][3]} (V),            V_inc[4][4] (V),            Re{V[1][4]} (V),            Im{V[1][4]} (V),            Re{V[2][4]} (V),            Im{V[2][4]} (V),            Re{V[3][4]} (V),            Im{V[3][4]} (V),            Re{V[4][4]} (V),            Im{V[4][4]} (V)
 1.40800000e+02,        +7.071067811865e+00,        +6.598009174542e+00,        +2.010212838879e+00,        +1.110260990787e+00,        -3.425713161922e+00,        -4.047126838116e+00,        -2.450478019203e+00,        -7.394439019648e-01,        -1.758428670760e+00,        +7.071067811865e+00,        +1.110260990788e+00,        -3.425713161922e+00,        +6.597830115079e+00,        +2.007898343951e+00,        -7.408930533559e-01,        -1.760104021710e+00,        -4.047266985515e+00,        -2.450279931434e+00,        +7.071067811865e+00,        -4.047126838116e+00,        -2.450478019203e+00,        -7.408930533559e-01,        -1.760104021710e+00,        +6.597346769365e+00,        +2.007845984980e+00,        +1.110332307443e+00,        -3.425692624504e+00,        +7.071067811865e+00,        -7.394439019648e-01,        -1.758428670760e+00,        -4.047266985515e+00,        -2.450279931434e+00,        +1.110332307443e+00,        -3.425692624504e+00,        +6.597765506778e+00,        +2.010000000706e+00
 1.42400000e+02,        +7.071067811865e+00,        +6.698394696092e+00,        +1.921264098432e+00,        +1.054377920413e+00,        -3.493204271769e+00,        -4.161571645381e+00,        -2.305660805108e+00,        -7.498821120131e-01,        -1.685389391338e+00,        +7.071067811865e+00,        +1.054377920413e+00,        -3.493204271769e+00,        +6.698268362182e+00,        +1.918920847236e+00,        -7.514711213060e-01,        -1.686984118026e+00,        -4.161708933872e+00,        -2.305448891408e+00,        +7.071067811865e+00,        -4.161571645381e+00,        -2.305660805108e+00,        -7.514711213060e-01,        -1.686984118026e+00,        +6.697762497670e+00,        +1.918886302666e+00,        +1.054450957341e+00,        -3.493186515171e+00,        +7.071067811865e+00,        -7.498821120131e-01,        -1.685389391338e+00,        -4.161708933872e+00,        -2.305448891408e+00,        +1.054450957341e+00,        -3.493186515171e+00,        +6.698125131515e+00,        +1.921039733659e+00
 1.44000000e+02,        +7.071067811865e+00,        +6.794174016079e+00,        +1.825346403041e+00,        +9.926273529252e-01,        -3.560785824926e+00,        -4.270078345534e+00,        -2.153739275538e+00,        -7.540378399523e-01,        -1.611914705702e+00,        +7.071067811865e+00,        +9.926273529252e-01,        -3.560785824926e+00,        +6.794101303709e+00,        +1.822969268886e+00,        -7.557641586080e-01,        -1.613416507687e+00,        -4.270211768825e+00,        -2.153512975489e+00,        +7.071067811865e+00,        -4.270078345534e+00,        -2.153739275538e+00,        -7.557641586080e-01,        -1.613416507687e+00,        +6.793573183976e+00,        +1.822954623708e+00,        +9.927020655372e-01,        -3.560770862868e+00,        +7.071067811865e+00,        -7.540378399523e-01,        -1.611914705701e+00,        -4.270211768824e+00,        -2.153512975489e+00,        +9.927020655372e-01,        -3.560770862868e+00,        +6.793876746356e+00,        +1.825111165593e+00
 1.45600000e+02,        +7.071067811865e+00,        +6.884752295263e+00,        +1.722752848699e+00,        +9.247762109092e-01,        -3.627856447639e+00,        -4.372059766379e+00,        -1.995030088515e+00,        -7.516996287472e-01,        -1.538618346267e+00,        +7.071067811865e+00,        +9.247762109092e-01,        -3.627856447639e+00,        +6.884733527543e+00,        +1.720336598999e+00,        -7.535595491472e-01,        -1.540014811280e+00,        -4.372188207403e+00,        -1.994788900385e+00,        +7.071067811865e+00,        -4.372059766379e+00,        -1.995030088515e+00,        -7.535595491472e-01,        -1.540014811280e+00,        +6.884183613305e+00,        +1.720343986789e+00,        +9.248525776812e-01,        -3.627844294952e+00,        +7.071067811865e+00,        -7.516996287472e-01,        -1.538618346267e+00,        -4.372188207403e+00,        -1.994788900385e+00,        +9.248525776811e-01,        -3.627844294952e+00,        +6.884425477445e+00,        +1.722507552022e+00
 1.47200000e+02,        +7.071067811865e+00,        +6.969561147055e+00,        +1.613839808421e+00,        +8.506609009932e-01,        -3.693765305654e+00,        -4.466955023218e+00,        -1.829912626617e+00,        -7.427255557216e-01,        -1.466162356884e+00,        +7.071067811865e+00,        +8.506609009932e-01,        -3.693765305654e+00,        +6.969596058072e+00,        +1.611379186990e+00,        -7.447141654812e-01,        -1.467441085836e+00,        -4.467077255029e+00,        -1.829656124089e+00,        +7.071067811865e+00,        -4.466955023218e+00,        -1.829912626617e+00,        -7.447141654812e-01,        -1.467441085836e+00,        +6.969025019447e+00,        +1.611410768082e+00,        +8.507389246925e-01,        -3.693755984023e+00,        +7.071067811865e+00,        -7.427255557216e-01,        -1.466162356884e+00,        -4.467077255029e+00,        -1.829656124089e+00,        +8.507389246925e-01,        -3.693755984023e+00,        +6.969202917272e+00,        +1.613585437176e+00
 1.48800000e+02,        +7.071067811865e+00,        +7.048067199192e+00,        +1.499023236425e+00,        +7.701971239954e-01,        -3.757821111361e+00,        -4.554238069244e+00,        -1.658825343470e+00,        -7.270530138867e-01,        -1.395248103299e+00,        +7.071067811865e+00,        +7.701971239954e-01,        -3.757821111361e+00,        +7.048154932092e+00,        +1.496513049427e+00,        -7.291641661034e-01,        -1.396396844874e+00,        -4.554352758456e+00,        -1.658553193067e+00,        +7.071067811865e+00,        -4.554238069244e+00,        -1.658825343470e+00,        -7.291641661034e-01,        -1.396396844874e+00,        +7.047563658015e+00,        +1.496570986641e+00,        +7.702768317978e-01,        -3.757814655637e+00,        +7.071067811865e+00,        -7.270530138867e-01,        -1.395248103299e+00,        -4.554352758456e+00,        -1.658553193067e+00,        +7.702768317978e-01,        -3.757814655637e+00,        +7.047675688588e+00,        +1.498760957134e+00
 1.50400000e+02,        +7.071067811865e+00,        +7.119779918008e+00,        +1.378773494664e+00,        +6.833883653682e-01,        -3.819303155950e+00,        -4.633425510818e+00,        -1.482260630899e+00,        -7.047071740292e-01,        -1.326605258732e+00,        +7.071067811865e+00,        +6.833883653682e-01,        -3.819303155950e+00,        +7.119919038280e+00,        +1.376208697427e+00,        -7.069334753645e-01,        -1.327612051109e+00,        -4.633531223833e+00,        -1.481972609683e+00,        +7.071067811865e+00,        -4.633425510818e+00,        -1.482260630899e+00,        -7.069334753645e-01,        -1.327612051109e+00,        +7.119308642576e+00,        +1.376295129779e+00,        +6.834698076863e-01,        -3.819299620835e+00,        +7.071067811865e+00,        -7.047071740292e-01,        -1.326605258732e+00,        -4.633531223833e+00,        -1.481972609683e+00,        +6.834698076863e-01,        -3.819299620835e+00,        +7.119353270875e+00,        +1.378504664914e+00
 1.52000000e+02,        +7.071067811865e+00,        +7.184258379059e+00,        +1.253608882808e+00,        +5.903326182690e-01,        -3.877474142875e+00,        -4.704083371018e+00,        -1.300758387703e+00,        -6.758076799936e-01,        -1.260978988469e+00,        +7.071067811865e+00,        +5.903326182690e-01,        -3.877474142875e+00,        +7.184446903388e+00,        +1.250984664393e+00,        -6.781404980331e-01,        -1.261832305344e+00,        -4.704178583181e+00,        -1.300454400769e+00,        +7.071067811865e+00,        -4.704083371018e+00,        -1.300758387703e+00,        -6.781404980331e-01,        -1.261832305344e+00,        +7.183818727075e+00,        +1.251101679350e+00,        +5.904158661540e-01,        -3.877473609720e+00,        +7.071067811865e+00,        -6.758076799936e-01,        -1.260978988469e+00,        -4.704178583182e+00,        -1.300454400769e+00,        +5.904158661540e-01,        -3.877473609720e+00,        +7.183794773073e+00,        +1.253335058588e+00
 1.53600000e+02,        +7.071067811865e+00,        +7.241116718229e+00,        +1.124088132749e+00,        +4.912269373619e-01,        -3.931594491658e+00,        -4.765832535201e+00,        -1.114898551134e+00,        -6.405731754245e-01,        -1.199115664572e+00,        +7.071067811865e+00,        +4.912269373619e-01,        -3.931594491658e+00,        +7.241352158567e+00,        +1.121399995074e+00,        -6.430026662162e-01,        -1.199804562357e+00,        -4.765915642943e+00,        -1.114578648374e+00,        +7.071067811865e+00,        -4.765832535201e+00,        -1.114898551134e+00,        -6.430026662161e-01,        -1.199804562357e+00,        +7.240707768095e+00,        +1.121549599986e+00,        +4.913120783924e-01,        -3.931597075080e+00,        +7.071067811865e+00,        -6.405731754244e-01,        -1.199115664572e+00,        -4.765915642943e+00,        -1.114578648374e+00,        +4.913120783924e-01,        -3.931597075080e+00,        +7.240614386577e+00,        +1.123811073517e+00
 1.55200000e+02,        +7.071067811865e+00,        +7.290028070649e+00,        +9.908021933023e-01,        +3.863694951865e-01,        -3.980937685607e+00,        -4.818352685503e+00,        -9.252929168146e-01,        -5.993233340081e-01,        -1.141747537251e+00,        +7.071067811865e+00,        +3.863694951865e-01,        -3.980937685607e+00,        +7.290307492407e+00,        +9.880460216755e-01,        -6.018384900793e-01,        -1.142261800165e+00,        -4.818422021423e+00,        -9.249573084025e-01,        +7.071067811865e+00,        -4.818352685503e+00,        -9.252929168146e-01,        -6.018384900793e-01,        -1.142261800165e+00,        +7.289648673650e+00,        +9.882301150886e-01,        +3.864566278240e-01,        -3.980943539586e+00,        +7.071067811865e+00,        -5.993233340080e-01,        -1.141747537251e+00,        -4.818422021423e+00,        -9.249573084026e-01,        +3.864566278239e-01,        -3.980943539586e+00,        +7.289485325786e+00,        +9.905238643877e-01
 1.56800000e+02,        +7.071067811865e+00,        +7.330726895633e+00,        +8.543656727930e-01,        +2.761589108271e-01,        -4.024806161179e+00,        -4.861384622149e+00,        -7.325766149086e-01,        -5.524781631698e-01,        -1.089576865127e+00,        +7.071067811865e+00,        +2.761589108271e-01,        -4.024806161179e+00,        +7.331046988204e+00,        +8.515377949307e-01,        -5.550668816954e-01,        -1.089907144861e+00,        -4.861438472880e+00,        -7.322256849631e-01,        +7.071067811865e+00,        -4.861384622149e+00,        -7.325766149086e-01,        -5.550668816954e-01,        -1.089907144861e+00,        +7.330375736177e+00,        +8.517581385157e-01,        +2.762481372934e-01,        -4.024815484303e+00,        +7.071067811865e+00,        -5.524781631697e-01,        -1.089576865127e+00,        -4.861438472880e+00,        -7.322256849632e-01,        +2.762481372933e-01,        -4.024815484303e+00,        +7.330142154321e+00,        +8.540882447853e-01
 1.58400000e+02,        +7.071067811865e+00,        +7.363009686854e+00,        +7.154083214180e-01,        +1.610907364541e-01,        -4.062547187126e+00,        -4.894730970435e+00,        -5.373996246756e-01,        -5.005544670217e-01,        -1.043260056233e+00,        +7.071067811865e+00,        +1.610907364541e-01,        -4.062547187126e+00,        +7.363366843971e+00,        +7.125055524871e-01,        -5.032036372054e-01,        -1.043398002997e+00,        -4.894767597009e+00,        -5.370339425899e-01,        +7.071067811865e+00,        -4.894730970435e+00,        -5.373996246755e-01,        -5.032036372055e-01,        -1.043398002997e+00,        +7.362685348382e+00,        +7.127637443140e-01,        +1.611821542636e-01,        -4.062560226641e+00,        +7.071067811865e+00,        -5.005544670216e-01,        -1.043260056233e+00,        -4.894767597009e+00,        -5.370339425899e-01,        +1.611821542635e-01,        -4.062560226641e+00,        +7.362381496042e+00,        +7.151341662406e-01
 1.60000000e+02,        +7.071067811865e+00,        +7.386734168876e+00,        +5.745669192934e-01,        +4.175111310325e-02,        -4.093568162195e+00,        -4.918255374247e+00,        -3.404186935937e-01,        -4.441594801353e-01,        -1.003392390824e+00,        +7.071067811865e+00,        +4.175111310326e-02,        -4.093568162195e+00,        +7.387124575796e+00,        +5.715865910757e-01,        -4.468550882952e-01,        -1.003330772799e+00,        -4.918273034609e+00,        -3.400390225681e-01,        +7.071067811865e+00,        -4.918255374246e+00,        -3.404186935936e-01,        -4.468550882952e-01,        -1.003330772798e+00,        +7.386435202688e+00,        +5.718840409275e-01,        +4.184480546703e-02,        -4.093585216536e+00,        +7.071067811865e+00,        -4.441594801353e-01,        -1.003392390824e+00,        -4.918273034609e+00,        -3.400390225681e-01,        +4.184480546698e-02,        -4.093585216536e+00,        +7.386061231962e+00,        +5.742986027323e-01
 1.61600000e+02,        +7.071067811865e+00,        +7.401817174401e+00,        +4.324778905524e-01,        -8.119226603842e-02,        -4.117350772673e+00,        -4.931880370294e+00,        -1.422899817601e-01,        -3.839818105747e-01,        -9.704938845300e-01,        +7.071067811865e+00,        -8.119226603842e-02,        -4.117350772673e+00,        +7.402236898506e+00,        +4.294178635622e-01,        -3.867090609317e-01,        -9.702266931132e-01,        -4.931877343495e+00,        -1.418972841500e-01,        +7.071067811865e+00,        -4.931880370294e+00,        -1.422899817601e-01,        -3.867090609317e-01,        -9.702266931132e-01,        +7.401542168366e+00,        +4.297557709179e-01,        -8.109624064750e-02,        -4.117372192215e+00,        +7.071067811865e+00,        -3.839818105747e-01,        -9.704938845301e-01,        -4.931877343495e+00,        -1.418972841500e-01,        -8.109624064745e-02,        -4.117372192214e+00,        +7.401098377327e+00,        +4.322181610876e-01
 1.63200000e+02,        +7.071067811865e+00,        +7.408231472029e+00,        +2.897708928415e-01,        -2.070016273216e-01,        -4.133463494036e+00,        -4.935584212752e+00,        +5.633731871467e-02,        -3.207799498307e-01,        -9.449968073302e-01,        +7.071067811865e+00,        -2.070016273216e-01,        -4.133463494036e+00,        +7.408676553226e+00,        +2.866295510229e-01,        -3.235233985997e-01,        -9.445193459871e-01,        -4.935558824307e+00,        +5.674187953344e-02,        +7.071067811865e+00,        -4.935584212752e+00,        +5.633731871469e-02,        -3.235233985996e-01,        -9.445193459871e-01,        +7.407979116058e+00,        +2.870088862430e-01,        -2.069032460859e-01,        -4.133489679843e+00,        +7.071067811865e+00,        -3.207799498307e-01,        -9.449968073302e-01,        -4.935558824307e+00,        +5.674187953336e-02,        -2.069032460860e-01,        -4.133489679843e+00,        +7.407465908663e+00,        +2.895226667142e-01
 1.64800000e+02,        +7.071067811865e+00,        +7.406001864826e+00,        +1.470635418719e-01,        -3.348826618250e-01,        -4.141571990571e+00,        -4.929396968596e+00,        +2.548262292842e-01,        -2.553687111912e-01,        -9.272353042306e-01,        +7.071067811865e+00,        -3.348826618250e-01,        -4.141571990571e+00,        +7.406468402129e+00,        +1.438397703276e-01,        -2.581124112829e-01,        -9.265442592413e-01,        -4.929347616435e+00,        +2.552412907363e-01,        +7.071067811865e+00,        -4.929396968596e+00,        +2.548262292842e-01,        -2.581124112828e-01,        -9.265442592414e-01,        +7.405771010039e+00,        +1.442612594760e-01,        -3.347819485758e-01,        -4.141603391028e+00,        +7.071067811865e+00,        -2.553687111912e-01,        -9.272353042306e-01,        -4.929347616435e+00,        +2.552412907363e-01,        -3.347819485757e-01,        -4.141603391028e+00,        +7.405188861039e+00,        +1.468298844119e-01
 1.66400000e+02,        +7.071067811865e+00,        +7.395200900906e+00,        +4.957331220546e-03,        -4.639996997886e-01,        -4.141447057275e+00,        -4.913396224949e+00,        +4.525560349608e-01,        -1.886040408061e-01,        -9.174374730442e-01,        +7.071067811865e+00,        -4.639996997886e-01,        -4.141447057275e+00,        +7.395685131804e+00,        +1.650478224397e-03,        -1.913316942676e-01,        -9.165309649519e-01,        -4.913321405364e+00,        +4.529800408774e-01,        +7.071067811865e+00,        -4.913396224949e+00,        +4.525560349608e-01,        -1.913316942675e-01,        -9.165309649519e-01,        +7.394990609723e+00,        +2.114591839564e-03,        -4.638967356368e-01,        -4.141484162538e+00,        +7.071067811865e+00,        -1.886040408061e-01,        -9.174374730442e-01,        -4.913321405364e+00,        +4.529800408775e-01,        -4.638967356369e-01,        -4.141484162538e+00,        +7.394340036782e+00,        +4.741434543770e-03
 1.68000000e+02,        +7.071067811865e+00,        +7.375944527404e+00,        -1.359652918201e-01,        -5.934920120486e-01,        -4.132969852734e+00,        -4.887702739970e+00,        +6.489251776052e-01,        -1.213667036266e-01,        -9.157201502709e-01,        +7.071067811865e+00,        -5.934920120485e-01,        -4.132969852734e+00,        +7.376442896965e+00,        -1.393554665547e-01,        -1.240618188699e-01,        -9.145977653426e-01,        -4.887601072960e+00,        +6.493563876164e-01,        +7.071067811865e+00,        -4.887702739970e+00,        +6.489251776052e-01,        -1.240618188698e-01,        -9.145977653425e-01,        +7.375754112145e+00,        -1.388485205316e-01,        -5.933869452100e-01,        -4.133013187076e+00,        +7.071067811865e+00,        -1.213667036266e-01,        -9.157201502709e-01,        -4.887601072960e+00,        +6.493563876163e-01,        -5.933869452100e-01,        -4.133013187076e+00,        +7.375035656994e+00,        -1.361601345428e-01
 1.69600000e+02,        +7.071067811865e+00,        +7.348387980402e+00,        -2.751428232462e-01,        -7.224907044030e-01,        -4.116134282975e+00,        -4.852476330122e+00,        +8.433531211471e-01,        -5.454537817363e-02,        -9.220865448320e-01,        +7.071067811865e+00,        -7.224907044030e-01,        -4.116134282975e+00,        +7.348897197659e+00,        -2.786162114656e-01,        -5.719142905873e-02,        -9.207493463226e-01,        -4.852346583536e+00,        +8.437896237627e-01,        +7.071067811865e+00,        -4.852476330122e+00,        +8.433531211471e-01,        -5.719142905872e-02,        -9.207493463225e-01,        +7.348217028589e+00,        -2.780664905136e-01,        -7.223837587822e-01,        -4.116184395170e+00,        +7.071067811865e+00,        -5.454537817360e-02,        -9.220865448320e-01,        -4.852346583536e+00,        +8.437896237627e-01,        -7.223837587821e-01,        -4.116184395170e+00,        +7.347431248488e+00,        -2.753132466596e-01
 1.71200000e+02,        +7.071067811865e+00,        +7.312722140849e+00,        -4.120357728141e-01,        -8.501356644771e-01,        -4.091046507725e+00,        -4.807912224144e+00,        +1.035281389160e+00,        +1.098029960039e-02,        -9.364267479535e-01,        +7.071067811865e+00,        -8.501356644771e-01,        -4.091046507725e+00,        +7.313239220611e+00,        -4.155919887734e-01,        +8.399715669792e-03,        -9.348772674131e-01,        -4.807753336047e+00,        +1.035721118352e+00,        +7.071067811865e+00,        -4.807912224144e+00,        +1.035281389160e+00,        +8.399715669793e-03,        -9.348772674130e-01,        +7.312570526000e+00,        -4.149998143672e-01,        -8.500271466195e-01,        -4.091103959729e+00,        +7.071067811865e+00,        +1.098029960040e-02,        -9.364267479536e-01,        -4.807753336047e+00,        +1.035721118351e+00,        -8.500271466195e-01,        -4.091103959729e+00,        +7.311717996173e+00,        -4.121783710143e-01
 1.72800000e+02,        +7.071067811865e+00,        +7.269170507242e+00,        -5.461271562553e-01,        -9.755920375295e-01,        -4.057921646652e+00,        -4.754238034874e+00,        +1.224174022957e+00,        +7.435622000023e-02,        -9.585210414212e-01,        +7.071067811865e+00,        -9.755920375295e-01,        -4.057921646652e+00,        +7.269692796261e+00,        -5.497656126206e-01,        +7.185722766029e-02,        -9.567632506808e-01,        -4.754049133584e+00,        +1.224614777958e+00,        +7.071067811865e+00,        -4.754238034874e+00,        +1.224174022957e+00,        +7.185722766040e-02,        -9.567632506807e-01,        +7.269038384690e+00,        -5.491315646534e-01,        -9.754823416057e-01,        -4.057987000897e+00,        +7.071067811865e+00,        +7.435622000025e-02,        -9.585210414212e-01,        -4.754049133584e+00,        +1.224614777958e+00,        -9.754823416057e-01,        -4.057987000896e+00,        +7.268119711741e+00,        -5.462385167220e-01
 1.74400000e+02,        +7.071067811865e+00,        +7.217986848764e+00,        -6.769226778347e-01,        -1.098065744523e+00,        -4.017077859569e+00,        -4.691711412937e+00,        +1.409517728781e+00,        +1.347693243849e-01,        -9.880458300392e-01,        +7.071067811865e+00,        -1.098065744523e+00,        -4.017077859569e+00,        +7.218512035906e+00,        -6.806426630486e-01,        +1.323676220670e-01,        -9.860850948571e-01,        -4.691491834240e+00,        +1.409957196746e+00,        +7.071067811865e+00,        -4.691711412937e+00,        +1.409517728781e+00,        +1.323676220671e-01,        -9.860850948570e-01,        +7.217874636757e+00,        -6.799675702867e-01,        -1.097955355086e+00,        -4.017151665272e+00,        +7.071067811865e+00,        +1.347693243849e-01,        -9.880458300392e-01,        -4.691491834240e+00,        +1.409957196746e+00,        -1.097955355086e+00,        -4.017151665272e+00,        +7.216890482364e+00,        -6.769994171014e-01
 1.76000000e+02,        +7.071067811865e+00,        +7.159453516382e+00,        -8.039508645491e-01,        -1.216817609015e+00,        -3.968928058315e+00,        -4.620618360200e+00,        +1.590821975467e+00,        +1.914617378825e-01,        -1.024581940422e+00,        +7.071067811865e+00,        -1.216817609015e+00,        -3.968928058315e+00,        +7.159979627215e+00,        -8.077516183525e-01,        +1.891724580119e-01,        -1.022424957072e+00,        -4.620367661281e+00,        +1.591257756524e+00,        +7.071067811865e+00,        -4.620618360200e+00,        +1.590821975467e+00,        +1.891724580119e-01,        -1.022424957072e+00,        +7.159361863417e+00,        -8.070365451814e-01,        -1.216707101361e+00,        -3.969010837257e+00,        +7.071067811865e+00,        +1.914617378825e-01,        -1.024581940422e+00,        -4.620367661281e+00,        +1.591257756524e+00,        -1.216707101361e+00,        -3.969010837257e+00,        +7.158312977021e+00,        -8.039896649619e-01
 1.77600000e+02,        +7.071067811865e+00,        +7.093880312654e+00,        -9.267633808719e-01,        -1.331175725341e+00,        -3.913969577223e+00,        -4.541272104045e+00,        +1.767619271606e+00,        +2.437431427612e-01,        -1.067624959117e+00,        +7.071067811865e+00,        -1.331175725341e+00,        -3.913969577223e+00,        +7.094405689538e+00,        -9.306441649152e-01,        +2.415807224225e-01,        -1.065279675459e+00,        -4.540990073766e+00,        +1.768048905786e+00,        +7.071067811865e+00,        -4.541272104045e+00,        +1.767619271606e+00,        +2.415807224225e-01,        -1.065279675459e+00,        +7.093810052644e+00,        -9.298903947189e-01,        -1.331065763405e+00,        -3.914061809447e+00,        +7.071067811865e+00,        +2.437431427613e-01,        -1.067624959117e+00,        -4.540990073766e+00,        +1.768048905785e+00,        -1.331065763405e+00,        -3.914061809447e+00,        +7.092697311272e+00,        -9.267610277034e-01
 1.79200000e+02,        +7.071067811865e+00,        +7.021603760319e+00,        -1.044935700356e+00,        -1.440545775723e+00,        -3.852772182576e+00,        -4.454012372810e+00,        +1.939465798772e+00,        +2.910011003631e-01,        -1.116597229568e+00,        +7.071067811865e+00,        -1.440545775723e+00,        -3.852772182576e+00,        +7.022127029686e+00,        -1.048895861216e+00,        +2.889791641947e-01,        -1.114072752342e+00,        -4.453699038052e+00,        +1.939886794192e+00,        +7.071067811865e+00,        -4.454012372810e+00,        +1.939465798772e+00,        +2.889791641948e-01,        -1.114072752342e+00,        +7.021555857727e+00,        -1.048104876809e+00,        -1.440437107528e+00,        -3.852874292487e+00,        +7.071067811865e+00,        +2.910011003630e-01,        -1.116597229568e+00,        -4.453699038052e+00,        +1.939886794192e+00,        -1.440437107528e+00,        -3.852874292487e+00,        +7.020380310697e+00,        -1.044889118475e+00
 1.80800000e+02,        +7.071067811865e+00,        +6.942986569964e+00,        -1.158068244192e+00,        -1.544419085196e+00,        -3.785964838866e+00,        -4.359204872952e+00,        +2.105942511148e+00,        +3.327091107801e-01,        -1.170861090056e+00,        +7.071067811865e+00,        -1.544419085196e+00,        -3.785964838866e+00,        +6.943506598959e+00,        -1.162107266606e+00,        +3.308403675892e-01,        -1.168167580350e+00,        -4.358860500836e+00,        +2.106352372814e+00,        +7.071067811865e+00,        -4.359204872952e+00,        +2.105942511148e+00,        +3.308403675892e-01,        -1.168167580349e+00,        +6.942962057449e+00,        -1.161280728192e+00,        -1.544312535990e+00,        -3.786077182184e+00,        +7.071067811865e+00,        +3.327091107801e-01,        -1.170861090056e+00,        -4.358860500836e+00,        +2.106352372814e+00,        -1.544312535990e+00,        -3.786077182183e+00,        +6.941724973451e+00,        -1.157974533446e+00
 1.82400000e+02,        +7.071067811865e+00,        +6.858417090473e+00,        -1.265788024398e+00,        -1.642378287774e+00,        -3.714221670744e+00,        -4.257240751739e+00,        +2.266656739565e+00,        +3.684322839589e-01,        -1.229732913714e+00,        +7.071067811865e+00,        -1.642378287774e+00,        -3.714221670744e+00,        +6.858932935452e+00,        -1.269905573098e+00,        +3.667284382572e-01,        -1.226881472675e+00,        -4.256865847687e+00,        +2.267052998080e+00,        +7.071067811865e+00,        -4.257240751739e+00,        +2.266656739565e+00,        +3.667284382573e-01,        -1.226881472675e+00,        +6.858417001842e+00,        -1.269045294302e+00,        -1.642274751051e+00,        -3.714344522720e+00,        +7.071067811865e+00,        +3.684322839589e-01,        -1.229732913714e+00,        -4.256865847687e+00,        +2.267052998080e+00,        -1.642274751051e+00,        -3.714344522721e+00,        +6.857119915779e+00,        -1.265644492864e+00
 1.84000000e+02,        +7.071067811865e+00,        +6.768308532303e+00,        -1.367750758189e+00,        -1.734100562186e+00,        -3.638247564391e+00,        -4.148535835645e+00,        +2.421244266805e+00,        +3.978305808721e-01,        -1.292497506902e+00,        +7.071067811865e+00,        -1.734100562186e+00,        -3.638247564391e+00,        +6.768819381913e+00,        -1.371946707330e+00,        +3.963022602346e-01,        -1.289500053904e+00,        -4.148131137354e+00,        +2.421624506306e+00,        +7.071067811865e+00,        -4.148535835645e+00,        +2.421244266805e+00,        +3.963022602346e-01,        -1.289500053904e+00,        +6.768333833682e+00,        -1.371054629875e+00,        -1.734000988895e+00,        -3.638381109650e+00,        +7.071067811865e+00,        +3.978305808721e-01,        -1.292497506902e+00,        -4.148131137354e+00,        +2.421624506306e+00,        -1.734000988895e+00,        -3.638381109650e+00,        +6.766978590729e+00,        -1.367554952469e+00
 1.85600000e+02,        +7.071067811865e+00,        +6.673097780623e+00,        -1.463643356892e+00,        -1.819358478210e+00,        -3.558763840983e+00,        -4.033529461448e+00,        +2.569371777878e+00,        +4.206596660449e-01,        -1.358422433290e+00,        +7.071067811865e+00,        -1.819358478210e+00,        -3.558763840983e+00,        +6.673602896204e+00,        -1.467917806700e+00,        +4.193163648730e-01,        -1.355291578836e+00,        -4.033095928993e+00,        +2.569733662521e+00,        +7.071067811865e+00,        -4.033529461448e+00,        +2.569371777878e+00,        +4.193163648730e-01,        -1.355291578836e+00,        +6.673149302678e+00,        -1.466995974318e+00,        -1.819263864488e+00,        -3.558908165269e+00,        +7.071067811865e+00,        +4.206596660449e-01,        -1.358422433290e+00,        -4.033095928993e+00,        +2.569733662521e+00,        -1.819263864488e+00,        -3.558908165269e+00,        +6.671738097248e+00,        -1.463393088716e+00
 1.87200000e+02,        +7.071067811865e+00,        +6.573243658592e+00,        -1.553186643015e+00,        -1.898018572111e+00,        -3.476494408715e+00,        -3.912682760282e+00,        +2.710739539160e+00,        +4.367694902401e-01,        -1.426771857269e+00,        +7.071067811865e+00,        -1.898018572111e+00,        -3.476494408715e+00,        +6.573742314580e+00,        -1.557539923870e+00,        +4.356195301797e-01,        -1.423520772958e+00,        -3.912221562690e+00,        +2.711080837558e+00,        +7.071067811865e+00,        -3.912682760282e+00,        +2.710739539160e+00,        +4.356195301797e-01,        -1.423520772958e+00,        +6.573322032471e+00,        -1.556590456052e+00,        -1.897929945932e+00,        -3.476649492754e+00,        +7.071067811865e+00,        +4.367694902401e-01,        -1.426771857269e+00,        -3.912221562690e+00,        +2.711080837557e+00,        -1.897929945932e+00,        -3.476649492754e+00,        +6.571857440080e+00,        -1.552880011522e+00
