        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J),              E_elec[4] (J),               E_mag[4] (J),               E_cap[4] (J),               E_ind[4] (J)
 1.84000000e+02,        +1.695103540543e-12,        +1.478619287664e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.695520348103e-12,        +1.478543930890e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.696036911145e-12,        +1.478984690813e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.695575682535e-12,        +1.478923371483e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.85600000e+02,        +1.685932890243e-12,        +1.460032076774e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.686328487237e-12,        +1.459928314927e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.686843618635e-12,        +1.460356847824e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.686392621384e-12,        +1.460318898879e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.87200000e+02,        +1.675382585373e-12,        +1.441010300386e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.675757313037e-12,        +1.440878321010e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.676270353348e-12,        +1.441294993889e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.675829729402e-12,        +1.441280782219e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88800000e+02,        +1.663519549777e-12,        +1.421623721601e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.663873862522e-12,        +1.421463808396e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.664384207114e-12,        +1.421869021226e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.663954038038e-12,        +1.421878816487e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.90400000e+02,        +1.650416223720e-12,        +1.401942815540e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.650750673987e-12,        +1.401755339141e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.651257772566e-12,        +1.402149517896e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.650838085441e-12,        +1.402183495473e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +1.636150169616e-12,        +1.382038319958e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.636465392516e-12,        +1.381823728978e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.636968748160e-12,        +1.382207319073e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.636559521671e-12,        +1.382265563454e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.93600000e+02,        +1.620803544313e-12,        +1.361980716298e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.621100242382e-12,        +1.361739528721e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.621599410165e-12,        +1.362112988915e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.621200580753e-12,        +1.362195497465e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.95200000e+02,        +1.604462445811e-12,        +1.341839660669e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.604741374211e-12,        +1.341572455630e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.605235959482e-12,        +1.341936252441e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.604847427398e-12,        +1.342042939557e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96800000e+02,        +1.587216151346e-12,        +1.321683387608e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.587478103782e-12,        +1.321390797593e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.587967760160e-12,        +1.321745400268e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.587589395323e-12,        +1.321876101901e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98400000e+02,        +1.569156270850e-12,        +1.301578110896e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.569402066422e-12,        +1.301260814392e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.569886493553e-12,        +1.301606690424e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.569518141124e-12,        +1.301761168926e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +1.550375844381e-12,        +1.281587445119e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.550606315543e-12,        +1.281246159713e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.551085256676e-12,        +1.281583770917e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.550726742272e-12,        +1.281761720183e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.01600000e+02,        +1.530968414334e-12,        +1.261771869494e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.531184396089e-12,        +1.261407345440e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.531657635505e-12,        +1.261737144566e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.531308770007e-12,        +1.261938195415e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.03200000e+02,        +1.511027103123e-12,        +1.242188252075e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.511229423522e-12,        +1.241801266324e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.511696783859e-12,        +1.242123694173e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.511357367780e-12,        +1.242347419913e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.04800000e+02,        +1.490643724914e-12,        +1.222889448237e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.490833196878e-12,        +1.222480798927e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.491294536393e-12,        +1.222796281954e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.490964363795e-12,        +1.223042204061e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.06400000e+02,        +1.469907956369e-12,        +1.203923982749e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.470085370850e-12,        +1.203494484152e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.470540580644e-12,        +1.203803432508e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.470219442593e-12,        +1.204071026363e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.08000000e+02,        +1.448906586727e-12,        +1.185335820194e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.449072707135e-12,        +1.184886298119e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.449521708378e-12,        +1.185189104091e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.449209395951e-12,        +1.185477804695e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.09600000e+02,        +1.427722862281e-12,        +1.167164224259e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427878420127e-12,        +1.166695511879e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428321161306e-12,        +1.166992548703e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428017468169e-12,        +1.167301756309e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.11200000e+02,        +1.406435935021e-12,        +1.149443702699e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.406581626674e-12,        +1.148956636816e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.407018080901e-12,        +1.149248257804e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.406722805470e-12,        +1.149577343407e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.12800000e+02,        +1.385120420128e-12,        +1.132204031858e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385256904592e-12,        +1.131699449568e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385687066968e-12,        +1.131985987516e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385400014196e-12,        +1.132334298144e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.14400000e+02,        +1.363846062421e-12,        +1.115470352342e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.363973960011e-12,        +1.114949088100e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.364397845101e-12,        +1.115230854945e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.364118827914e-12,        +1.115597718699e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +1.342677508060e-12,        +1.099263326021e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.342797399867e-12,        +1.098726209077e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.343215039262e-12,        +1.099003495748e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.342943879678e-12,        +1.099388226565e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.17600000e+02,        +1.321674174689e-12,        +1.083599343735e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.321786602715e-12,        +1.083047195919e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.322198042721e-12,        +1.083320272369e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.321934572692e-12,        +1.083722174463e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.19200000e+02,        +1.300890210996e-12,        +1.068490772920e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.300995678858e-12,        +1.067924406759e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.301400978300e-12,        +1.068193522129e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.301145040303e-12,        +1.068611894102e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.20800000e+02,        +1.280374535184e-12,        +1.053946234683e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.280473509270e-12,        +1.053366451836e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.280872737427e-12,        +1.053631834722e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.280624184847e-12,        +1.054065973326e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.22400000e+02,        +1.260170941045e-12,        +1.039970900587e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.260263852041e-12,        +1.039378490547e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.260657086710e-12,        +1.039640349358e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.260415784033e-12,        +1.040089552911e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +1.240318260167e-12,        +1.026566800303e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.240405504858e-12,        +1.025962539377e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.240792830542e-12,        +1.026221062745e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.240558653396e-12,        +1.026684634189e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.25600000e+02,        +1.220850569040e-12,        +1.013733132478e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.220932512320e-12,        +1.013117782994e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.221314018541e-12,        +1.013373140214e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.221086853611e-12,        +1.013850389845e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.27200000e+02,        +1.201797430511e-12,        +1.001466572289e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.201874407530e-12,        +1.000840882024e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.202250187263e-12,        +1.001093223520e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.202029932094e-12,        +1.001583471383e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28800000e+02,        +1.183184159882e-12,        +9.897615703895e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.183256478277e-12,        +9.891262721915e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.183626626490e-12,        +9.893757299739e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.183413189212e-12,        +9.898783079531e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.30400000e+02,        +1.165032107022e-12,        +9.786106390774e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.165100049186e-12,        +9.779664506540e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.165464661492e-12,        +9.782131387684e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.165257960472e-12,        +9.787273923846e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +1.147358946964e-12,        +9.680046225512e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.147422772317e-12,        +9.673522464179e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.147781943711e-12,        +9.675962613626e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.147581907161e-12,        +9.681215513034e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.33600000e+02,        +1.130178972608e-12,        +9.579329490867e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.130238919833e-12,        +9.572730726447e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.130592743525e-12,        +9.575144937526e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.130399309069e-12,        +9.580501971571e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.35200000e+02,        +1.113503384240e-12,        +9.483838637584e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.113559673472e-12,        +9.477171594902e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.113908239785e-12,        +9.479560492634e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.113721353999e-12,        +9.485015607833e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.36800000e+02,        +1.097340571623e-12,        +9.393446410321e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.097393406564e-12,        +9.386717667979e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.097736801904e-12,        +9.389081711866e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.097556419841e-12,        +9.394629038478e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.38400000e+02,        +1.081696385345e-12,        +9.308017771159e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.081745955294e-12,        +9.301233765367e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.082084261171e-12,        +9.303573251555e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.081910345878e-12,        +9.309207110425e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +1.066574394948e-12,        +9.227411624127e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.066620876747e-12,        +9.220578653258e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.066954168837e-12,        +9.222893716016e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.066786690870e-12,        +9.228608623854e-13,        +0.000000000000e+00,        +0.000000000000e+00
