       frequency          s11_db          s12_db          s21_db          s22_db         s11_deg         s12_deg         s21_deg         s22_deg
  1.30949051e+11 -6.69804975e-01 -4.03811969e+01 -4.03811968e+01 -6.74319480e-01 -1.71762625e+02 -1.07207251e+02 -1.07207251e+02 -1.77150158e+02
  1.31028971e+11 -6.72341283e-01 -4.02994797e+01 -4.02994797e+01 -6.76818646e-01 -1.71871948e+02 -1.07420643e+02 -1.07420643e+02 -1.77263535e+02
  1.31108891e+11 -6.74899761e-01 -4.02173846e+01 -4.02173846e+01 -6.79339477e-01 -1.71981578e+02 -1.07634979e+02 -1.07634979e+02 -1.77377213e+02
  1.31188811e+11 -6.77480736e-01 -4.01349099e+01 -4.01349099e+01 -6.81882293e-01 -1.72091517e+02 -1.07850270e+02 -1.07850270e+02 -1.77491194e+02
  1.31268731e+11 -6.80084540e-01 -4.00520540e+01 -4.00520539e+01 -6.84447418e-01 -1.72201767e+02 -1.08066527e+02 -1.08066527e+02 -1.77605480e+02
  1.31348651e+11 -6.82711513e-01 -3.99688152e+01 -3.99688151e+01 -6.87035182e-01 -1.72312332e+02 -1.08283760e+02 -1.08283760e+02 -1.77720076e+02
  1.31428571e+11 -6.85362000e-01 -3.98851918e+01 -3.98851918e+01 -6.89645925e-01 -1.72423214e+02 -1.08501980e+02 -1.08501981e+02 -1.77834983e+02
  1.31508492e+11 -6.88036355e-01 -3.98011822e+01 -3.98011821e+01 -6.92279990e-01 -1.72534417e+02 -1.08721201e+02 -1.08721201e+02 -1.77950206e+02
  1.31588412e+11 -6.90734939e-01 -3.97167846e+01 -3.97167845e+01 -6.94937730e-01 -1.72645944e+02 -1.08941432e+02 -1.08941432e+02 -1.78065745e+02
  1.31668332e+11 -6.93458120e-01 -3.96319972e+01 -3.96319972e+01 -6.97619504e-01 -1.72757798e+02 -1.09162686e+02 -1.09162686e+02 -1.78181606e+02
  1.31748252e+11 -6.96206273e-01 -3.95468184e+01 -3.95468184e+01 -7.00325678e-01 -1.72869981e+02 -1.09384975e+02 -1.09384975e+02 -1.78297790e+02
  1.31828172e+11 -6.98979781e-01 -3.94612464e+01 -3.94612464e+01 -7.03056627e-01 -1.72982498e+02 -1.09608311e+02 -1.09608311e+02 -1.78414302e+02
  1.31908092e+11 -7.01779037e-01 -3.93752794e+01 -3.93752793e+01 -7.05812734e-01 -1.73095350e+02 -1.09832707e+02 -1.09832707e+02 -1.78531143e+02
  1.31988012e+11 -7.04604441e-01 -3.92889155e+01 -3.92889154e+01 -7.08594388e-01 -1.73208542e+02 -1.10058175e+02 -1.10058175e+02 -1.78648317e+02
  1.32067932e+11 -7.07456400e-01 -3.92021530e+01 -3.92021529e+01 -7.11401988e-01 -1.73322077e+02 -1.10284728e+02 -1.10284729e+02 -1.78765828e+02
  1.32147852e+11 -7.10335331e-01 -3.91149900e+01 -3.91149899e+01 -7.14235941e-01 -1.73435958e+02 -1.10512380e+02 -1.10512380e+02 -1.78883679e+02
