 time            vref1           vref2           vref3           vref4           vout1           vout2           vout3           vout4          
 4.41710434e-11  7.36884240e-01  7.36883894e-01  7.36894961e-01  7.36888339e-01  7.30192341e-01  7.30218569e-01  7.30163787e-01  7.30240078e-01 
 4.48479537e-11  7.36881830e-01  7.36887546e-01  7.36895130e-01  7.36885093e-01  7.30182828e-01  7.30206984e-01  7.30169300e-01  7.30227632e-01 
 4.54752854e-11  7.36882248e-01  7.36893134e-01  7.36892567e-01  7.36885324e-01  7.30171820e-01  7.30202022e-01  7.30170381e-01  7.30214234e-01 
 4.59376052e-11  7.36884558e-01  7.36897505e-01  7.36889808e-01  7.36887794e-01  7.30164067e-01  7.30202508e-01  7.30167448e-01  7.30205488e-01 
 4.63736755e-11  7.36888201e-01  7.36900900e-01  7.36887420e-01  7.36891609e-01  7.30158403e-01  7.30205811e-01  7.30161424e-01  7.30199784e-01 
 4.68407113e-11  7.36892960e-01  7.36903266e-01  7.36885912e-01  7.36896717e-01  7.30155079e-01  7.30211249e-01  7.30151933e-01  7.30197548e-01 
 4.74116505e-11  7.36898531e-01  7.36903885e-01  7.36886269e-01  7.36902915e-01  7.30155039e-01  7.30218064e-01  7.30138045e-01  7.30200225e-01 
 4.80908118e-11  7.36902877e-01  7.36901489e-01  7.36890046e-01  7.36907618e-01  7.30158792e-01  7.30222590e-01  7.30122497e-01  7.30208099e-01 
 4.86694592e-11  7.36903741e-01  7.36897786e-01  7.36895489e-01  7.36908106e-01  7.30162751e-01  7.30221233e-01  7.30113113e-01  7.30215299e-01 
 4.91325353e-11  7.36902355e-01  7.36894844e-01  7.36900396e-01  7.36906243e-01  7.30164756e-01  7.30216181e-01  7.30109321e-01  7.30219248e-01 
 4.96345002e-11  7.36899268e-01  7.36892516e-01  7.36904931e-01  7.36902601e-01  7.30164277e-01  7.30207123e-01  7.30108960e-01  7.30219843e-01 
 5.01326147e-11  7.36895576e-01  7.36891554e-01  7.36907663e-01  7.36898148e-01  7.30160368e-01  7.30195769e-01  7.30111322e-01  7.30215653e-01 
 5.07656996e-11  7.36891800e-01  7.36892736e-01  7.36908006e-01  7.36893150e-01  7.30150960e-01  7.30181338e-01  7.30115199e-01  7.30203889e-01 
 5.15350937e-11  7.36890581e-01  7.36897315e-01  7.36904650e-01  7.36890950e-01  7.30136569e-01  7.30169300e-01  7.30116412e-01  7.30184803e-01 
 5.20540337e-11  7.36892224e-01  7.36901365e-01  7.36900994e-01  7.36892602e-01  7.30127449e-01  7.30166230e-01  7.30113339e-01  7.30172339e-01 
 5.25307658e-11  7.36895465e-01  7.36904473e-01  7.36897777e-01  7.36895962e-01  7.30121349e-01  7.30167133e-01  7.30107175e-01  7.30163727e-01 
 5.30474189e-11  7.36899908e-01  7.36906572e-01  7.36895528e-01  7.36900853e-01  7.30118398e-01  7.30171104e-01  7.30097344e-01  7.30159340e-01 
 5.36246197e-11  7.36904422e-01  7.36906852e-01  7.36895194e-01  7.36906379e-01  7.30119494e-01  7.30176837e-01  7.30084300e-01  7.30160828e-01 
 5.43262199e-11  7.36907310e-01  7.36904139e-01  7.36897849e-01  7.36910461e-01  7.30124400e-01  7.30181461e-01  7.30069424e-01  7.30168468e-01 
 5.49108039e-11  7.36906893e-01  7.36900040e-01  7.36901931e-01  7.36910331e-01  7.30128663e-01  7.30180871e-01  7.30060436e-01  7.30175858e-01 
 5.53881438e-11  7.36904581e-01  7.36896534e-01  7.36905640e-01  7.36907902e-01  7.30130419e-01  7.30176570e-01  7.30056374e-01  7.30180122e-01 
 5.58963425e-11  7.36900745e-01  7.36893521e-01  7.36908786e-01  7.36903656e-01  7.30129103e-01  7.30168292e-01  7.30055223e-01  7.30180800e-01 
 5.64531715e-11  7.36896170e-01  7.36891789e-01  7.36910353e-01  7.36898071e-01  7.30123230e-01  7.30156195e-01  7.30056400e-01  7.30175560e-01 
 5.71068538e-11  7.36892145e-01  7.36892624e-01  7.36909299e-01  7.36892423e-01  7.30111522e-01  7.30141442e-01  7.30058158e-01  7.30161927e-01 
 5.77228234e-11  7.36890949e-01  7.36896074e-01  7.36905905e-01  7.36890008e-01  7.30098474e-01  7.30130528e-01  7.30057554e-01  7.30144714e-01 
 5.82160190e-11  7.36892262e-01  7.36899794e-01  7.36902226e-01  7.36890773e-01  7.30088876e-01  7.30125478e-01  7.30054260e-01  7.30130711e-01 
 5.86903965e-11  7.36895333e-01  7.36903147e-01  7.36898820e-01  7.36893641e-01  7.30082223e-01  7.30124170e-01  7.30048325e-01  7.30119643e-01 
 5.91999588e-11  7.36899729e-01  7.36905715e-01  7.36896241e-01  7.36898416e-01  7.30079133e-01  7.30126019e-01  7.30039356e-01  7.30112594e-01 
 5.98016730e-11  7.36904634e-01  7.36906503e-01  7.36895404e-01  7.36904533e-01  7.30080748e-01  7.30130282e-01  7.30027088e-01  7.30111640e-01 
 6.05016548e-11  7.36907783e-01  7.36904123e-01  7.36897574e-01  7.36909190e-01  7.30086776e-01  7.30134033e-01  7.30014006e-01  7.30117740e-01 
 6.11504789e-11  7.36907278e-01  7.36899845e-01  7.36901748e-01  7.36909347e-01  7.30092383e-01  7.30133360e-01  7.30005705e-01  7.30125439e-01 
 6.16481476e-11  7.36904634e-01  7.36896397e-01  7.36905351e-01  7.36906762e-01  7.30094414e-01  7.30129185e-01  7.30002587e-01  7.30129735e-01 
 6.21864435e-11  7.36900284e-01  7.36893525e-01  7.36908248e-01  7.36902180e-01  7.30092537e-01  7.30121089e-01  7.30002016e-01  7.30130203e-01 
 6.27197999e-11  7.36895719e-01  7.36892121e-01  7.36909277e-01  7.36896849e-01  7.30085909e-01  7.30110443e-01  7.30003017e-01  7.30124971e-01 
 6.33913890e-11  7.36891700e-01  7.36892952e-01  7.36907763e-01  7.36891164e-01  7.30072227e-01  7.30096403e-01  7.30003677e-01  7.30110543e-01 
 6.40346945e-11  7.36890943e-01  7.36896326e-01  7.36904082e-01  7.36888905e-01  7.30057040e-01  7.30085621e-01  7.30001276e-01  7.30091739e-01 
 6.45552029e-11  7.36892906e-01  7.36899958e-01  7.36900371e-01  7.36890062e-01  7.30046123e-01  7.30080339e-01  7.29996192e-01  7.30076163e-01 
 6.50219740e-11  7.36896406e-01  7.36902927e-01  7.36897395e-01  7.36893173e-01  7.30039347e-01  7.30078574e-01  7.29989182e-01  7.30064475e-01 
 6.55088654e-11  7.36900894e-01  7.36905086e-01  7.36895445e-01  7.36897887e-01  7.30036450e-01  7.30079252e-01  7.29980071e-01  7.30056627e-01 
