 time            v1              v2              v3              v4             
 2.88280000e-11 -1.49352488e-01  8.92784988e-01  9.39551128e-01  6.03981919e-01 
 2.89280000e-11 -2.22397755e-01  8.52756263e-01  9.84613332e-01  5.98250661e-01 
 2.90280000e-11 -2.88148274e-01  8.08906109e-01  1.02444345e+00  5.91238562e-01 
 2.91280000e-11 -3.45940099e-01  7.61677368e-01  1.05863924e+00  5.83016462e-01 
 2.92280000e-11 -3.95189649e-01  7.11546994e-01  1.08685533e+00  5.73667418e-01 
 2.93280000e-11 -4.35399604e-01  6.59021241e-01  1.10880676e+00  5.63285860e-01 
 2.94280000e-11 -4.66163927e-01  6.04630546e-01  1.12427183e+00  5.51976639e-01 
 2.95280000e-11 -4.87171958e-01  5.48924174e-01  1.13309433e+00  5.39853969e-01 
 2.96280000e-11 -4.98211561e-01  4.92464672e-01  1.13518514e+00  5.27040272e-01 
 2.97280000e-11 -4.99171257e-01  4.35822185e-01  1.13052314e+00  5.13664940e-01 
 2.98280000e-11 -4.90041356e-01  3.79568704e-01  1.11915537e+00  4.99863033e-01 
 2.99280000e-11 -4.70914051e-01  3.24272281e-01  1.10119663e+00  4.85773912e-01 
 3.00280000e-11 -4.41982489e-01  2.70491305e-01  1.07682824e+00  4.71539832e-01 
 3.01280000e-11 -4.03538819e-01  2.18768853e-01  1.04629628e+00  4.57304509e-01 
 3.02280000e-11 -3.55971246e-01  1.69627211e-01  1.00990908e+00  4.43211666e-01 
 3.03280000e-11 -2.99760103e-01  1.23562601e-01  9.68034064e-01  4.29403586e-01 
 3.04280000e-11 -2.35473011e-01  8.10401709e-02  9.21094110e-01  4.16019671e-01 
 3.05280000e-11 -1.63759136e-01  4.24892949e-02  8.69563228e-01  4.03195041e-01 
 3.06280000e-11 -8.53426450e-02  8.29924127e-03  8.13961794e-01  3.91059166e-01 
 3.07280000e-11 -1.01538351e-03 -2.11847588e-02  7.54851286e-01  3.79734562e-01 
 3.08280000e-11  8.83711143e-02 -4.56649966e-02  6.92828617e-01  3.69335553e-01 
 3.09280000e-11  1.81914227e-01 -6.48942920e-02  6.28520109e-01  3.59967117e-01 
 3.10280000e-11  2.78669358e-01 -7.86784881e-02  5.62575161e-01  3.51723829e-01 
 3.11280000e-11  3.77659479e-01 -8.68784122e-02  4.95659696e-01  3.44688903e-01 
 3.12280000e-11  4.77884991e-01 -8.94112803e-02  4.28449437e-01  3.38933356e-01 
 3.13280000e-11  5.78333819e-01 -8.62515326e-02  3.61623077e-01  3.34515288e-01 
 3.14280000e-11  6.77991635e-01 -7.74310917e-02  2.95855432e-01  3.31479297e-01 
 3.15280000e-11  7.75852097e-01 -6.30390397e-02  2.31810621e-01  3.29856027e-01 
 3.16280000e-11  8.70927014e-01 -4.32207189e-02  1.70135365e-01  3.29661861e-01 
 3.17280000e-11  9.62256323e-01 -1.81762637e-02  1.11452453e-01  3.30898756e-01 
 3.18280000e-11  1.04891778e+00  1.18414199e-02  5.63544537e-02  3.33554218e-01 
 3.19280000e-11  1.13003629e+00  4.65292085e-02  5.39773265e-03  3.37601433e-01 
 3.20280000e-11  1.20479271e+00  8.55368217e-02 -4.09031653e-02  3.42999537e-01 
 3.21280000e-11  1.27243216e+00  1.28470359e-01 -8.20807120e-02  3.49694025e-01 
 3.22280000e-11  1.33227162e+00  1.74896278e-01 -1.17719117e-01  3.57617303e-01 
 3.23280000e-11  1.38370682e+00  2.24345771e-01 -1.47458523e-01  3.66689371e-01 
 3.24280000e-11  1.42621838e+00  2.76319499e-01 -1.70998645e-01  3.76818629e-01 
 3.25280000e-11  1.45937703e+00  3.30292633e-01 -1.88101796e-01  3.87902801e-01 
 3.26280000e-11  1.48284791e+00  3.85720157e-01 -1.98595290e-01  3.99829971e-01 
 3.27280000e-11  1.49639403e+00  4.42042367e-01 -2.02373183e-01  4.12479708e-01 
 3.28280000e-11  1.49987860e+00  4.98690523e-01 -1.99397346e-01  4.25724284e-01 
 3.29280000e-11  1.49326643e+00  5.55092596e-01 -1.89697845e-01  4.39429963e-01 
 3.30280000e-11  1.47662428e+00  6.10679040e-01 -1.73372644e-01  4.53458352e-01 
 3.31280000e-11  1.45012022e+00  6.64888544e-01 -1.50586606e-01  4.67667800e-01 
 3.32280000e-11  1.41402187e+00  7.17173701e-01 -1.21569837e-01  4.81914822e-01 
 3.33280000e-11  1.36869377e+00  7.67006537e-01 -8.66153575e-02  4.96055555e-01 
 3.34280000e-11  1.31459362e+00  8.13883837e-01 -4.60761437e-02  5.09947207e-01 
 3.35280000e-11  1.25226774e+00  8.57332234e-01 -3.61565437e-04  5.23449499e-01 
 3.36280000e-11  1.18234548e+00  8.96912982e-01  5.00667495e-02  5.36426083e-01 
 3.37280000e-11  1.10553292e+00  9.32226392e-01  1.04699576e-01  5.48745918e-01 
 3.38280000e-11  1.02260571e+00  9.62915865e-01  1.62985233e-01  5.60284593e-01 
 3.39280000e-11  9.34401240e-01  9.88671495e-01  2.24335157e-01  5.70925585e-01 
 3.40280000e-11  8.41810205e-01  1.00923319e+00  2.88129839e-01  5.80561433e-01 
 3.41280000e-11  7.45767583e-01  1.02439333e+00  3.53725088e-01  5.89094829e-01 
 3.42280000e-11  6.47243207e-01  1.03399880e+00  4.20458530e-01  5.96439594e-01 
 3.43280000e-11  5.47231975e-01  1.03795261e+00  4.87656296e-01  6.02521553e-01 
 3.44280000e-11  4.46743795e-01  1.03621483e+00  5.54639833e-01  6.07279281e-01 
 3.45280000e-11  3.46793395e-01  1.02880301e+00  6.20732748e-01  6.10664728e-01 
 3.46280000e-11  2.48390070e-01  1.01579197e+00  6.85267641e-01  6.12643699e-01 
 3.47280000e-11  1.52527494e-01  9.97313101e-01  7.47592847e-01  6.13196204e-01 
 3.48280000e-11  6.01736831e-02  9.73553002e-01  8.07079013e-01  6.12316658e-01 
 3.49280000e-11 -2.77387765e-02  9.44751596e-01  8.63125451e-01  6.10013937e-01 
 3.50280000e-11 -1.10322148e-01  9.11199717e-01  9.15166210e-01  6.06311288e-01 
 3.51280000e-11 -1.86742507e-01  8.73236169e-01  9.62675786e-01  6.01246098e-01 
 3.52280000e-11 -2.56228163e-01  8.31244308e-01  1.00517443e+00  5.94869511e-01 
 3.53280000e-11 -3.18077454e-01  7.85648166e-01  1.04223299e+00  5.87245916e-01 
 3.54280000e-11 -3.71665826e-01  7.36908172e-01  1.07347726e+00  5.78452295e-01 
 3.55280000e-11 -4.16452146e-01  6.85516504e-01  1.09859172e+00  5.68577445e-01 
 3.56280000e-11 -4.51984163e-01  6.31992115e-01  1.11732277e+00  5.57721083e-01 
 3.57280000e-11 -4.77903076e-01  5.76875495e-01  1.12948127e+00  5.45992836e-01 
 3.58280000e-11 -4.93947158e-01  5.20723213e-01  1.13494442e+00  5.33511139e-01 
 3.59280000e-11 -4.99954395e-01  4.64102297e-01  1.13365707e+00  5.20402033e-01 
 3.60280000e-11 -4.95864126e-01  4.07584506e-01  1.12563221e+00  5.06797896e-01 
 3.61280000e-11 -4.81717656e-01  3.51740559e-01  1.11095087e+00  4.92836103e-01 
 3.62280000e-11 -4.57657833e-01  2.97134370e-01  1.08976130e+00  4.78657645e-01 
 3.63280000e-11 -4.23927615e-01  2.44317354e-01  1.06227746e+00  4.64405697e-01 
 3.64280000e-11 -3.80867606e-01  1.93822858e-01  1.02877689e+00  4.50224178e-01 
 3.65280000e-11 -3.28912627e-01  1.46160778e-01  9.89597863e-01  4.36256294e-01 
 3.66280000e-11 -2.68587316e-01  1.01812406e-01  9.45136015e-01  4.22643096e-01 
 3.67280000e-11 -2.00500836e-01  6.12255730e-02  8.95840315e-01  4.09522051e-01 
 3.68280000e-11 -1.25340723e-01  2.48101259e-02  8.42208547e-01  3.97025656e-01 
 3.69280000e-11 -4.38659406e-02 -7.06621193e-03  7.84782283e-01  3.85280101e-01 
 3.70280000e-11  4.31007819e-02 -3.40815532e-02  7.24141410e-01  3.74403994e-01 
 3.71280000e-11  1.34681257e-01 -5.59630970e-02  6.60898279e-01  3.64507161e-01 
 3.72280000e-11  2.29950709e-01 -7.24898839e-02  5.95691518e-01  3.55689541e-01 
 3.73280000e-11  3.27947109e-01 -8.34950269e-02  5.29179582e-01  3.48040174e-01 
 3.74280000e-11  4.27680893e-01 -8.88673968e-02  4.62034110e-01  3.41636304e-01 
 3.75280000e-11  5.28144953e-01 -8.85527441e-02  3.94933137e-01  3.36542595e-01 
 3.76280000e-11  6.28324806e-01 -8.25542470e-02  3.28554247e-01  3.32810484e-01 
 3.77280000e-11  7.27208840e-01 -7.09324792e-02  2.63567735e-01  3.30477656e-01 
 3.78280000e-11  8.23798527e-01 -5.38047981e-02  2.00629837e-01  3.29567667e-01 
 3.79280000e-11  9.17118507e-01 -3.13441597e-02  1.40376098e-01  3.30089707e-01 
 3.80280000e-11  1.00622644e+00 -3.77737209e-03  8.34149629e-02  3.32038502e-01 
 3.81280000e-11  1.09022251e+00  2.86171950e-02  3.03216256e-02  3.35394373e-01 
 3.82280000e-11  1.16825854e+00  6.55124209e-02 -1.83677765e-02  3.40123433e-01 
 3.83280000e-11  1.23954652e+00  1.06535738e-01 -6.21615769e-02  3.46177927e-01 
 3.84280000e-11  1.30336658e+00  1.51272893e-01 -1.00617545e-01  3.53496716e-01 
 3.85280000e-11  1.35907427e+00  1.99272130e-01 -1.33347351e-01  3.62005896e-01 
 3.86280000e-11  1.40610706e+00  2.50048755e-01 -1.60020490e-01  3.71619542e-01 
 3.87280000e-11  1.44399001e+00  3.03090026e-01 -1.80367615e-01  3.82240575e-01 
 3.88280000e-11  1.47234058e+00  3.57860334e-01 -1.94183260e-01  3.93761747e-01 
 3.89280000e-11  1.49087249e+00  4.13806610e-01 -2.01327915e-01  4.06066716e-01 
 3.90280000e-11  1.49939860e+00  4.70363910e-01 -2.01729432e-01  4.19031229e-01 
 3.91280000e-11  1.49783282e+00  5.26961120e-01 -1.95383757e-01  4.32524372e-01 
 3.92280000e-11  1.48619096e+00  5.83026726e-01 -1.82354967e-01  4.46409892e-01 
 3.93280000e-11  1.46459057e+00  6.37994577e-01 -1.62774628e-01  4.60547576e-01 
 3.94280000e-11  1.43324978e+00  6.91309613e-01 -1.36840460e-01  4.74794663e-01 
 3.95280000e-11  1.39248507e+00  7.42433459e-01 -1.04814346e-01  4.89007288e-01 
 3.96280000e-11  1.34270807e+00  7.90849869e-01 -6.70196864e-02  5.03041934e-01 
 3.97280000e-11  1.28442144e+00  8.36069939e-01 -2.38381298e-02  5.16756881e-01 
 3.98280000e-11  1.21821374e+00  8.77637036e-01  2.42942770e-02  5.30013638e-01 
 3.99140000e-11  1.15544763e+00  9.10160136e-01  6.92982913e-02  5.40952694e-01 
 4.00000000e-11  1.08778525e+00  9.39434303e-01  1.17283291e-01  5.51375198e-01 
