       frequency          s11_db          s12_db          s13_db          s14_db          s15_db          s16_db          s17_db          s21_db          s22_db          s23_db          s24_db          s25_db          s26_db          s27_db          s31_db          s32_db          s33_db          s34_db          s35_db          s36_db          s37_db          s41_db          s42_db          s43_db          s44_db          s45_db          s46_db          s47_db          s51_db          s52_db          s53_db          s54_db          s55_db          s56_db          s57_db          s61_db          s62_db          s63_db          s64_db          s65_db          s66_db          s67_db          s71_db          s72_db          s73_db          s74_db          s75_db          s76_db          s77_db         s11_deg         s12_deg         s13_deg         s14_deg         s15_deg         s16_deg         s17_deg         s21_deg         s22_deg         s23_deg         s24_deg         s25_deg         s26_deg         s27_deg         s31_deg         s32_deg         s33_deg         s34_deg         s35_deg         s36_deg         s37_deg         s41_deg         s42_deg         s43_deg         s44_deg         s45_deg         s46_deg         s47_deg         s51_deg         s52_deg         s53_deg         s54_deg         s55_deg         s56_deg         s57_deg         s61_deg         s62_deg         s63_deg         s64_deg         s65_deg         s66_deg         s67_deg         s71_deg         s72_deg         s73_deg         s74_deg         s75_deg         s76_deg         s77_deg
  1.45574426e+11 -3.06781291e+00 -3.35376534e+01 -2.64265620e+01 -2.44315708e+01 -2.44210196e+01 -2.64962046e+01 -3.38911248e+01 -3.35376534e+01 -1.20953060e+01 -8.45025994e+00 -1.34222821e+01 -1.18433701e+01 -5.32153938e+00 -6.70410901e+00 -2.64265620e+01 -8.45025995e+00 -8.83671538e+00 -7.67433154e+00 -1.77390826e+01 -2.14127871e+01 -5.50730267e+00 -2.44315708e+01 -1.34222821e+01 -7.67433153e+00 -4.42982401e+00 -2.40489797e+01 -1.77902216e+01 -1.20725789e+01 -2.44210196e+01 -1.18433701e+01 -1.77390825e+01 -2.40489797e+01 -4.46229751e+00 -7.70470156e+00 -1.35293469e+01 -2.64962046e+01 -5.32153938e+00 -2.14127871e+01 -1.77902216e+01 -7.70470157e+00 -9.24984891e+00 -8.50884207e+00 -3.38911248e+01 -6.70410901e+00 -5.50730266e+00 -1.20725789e+01 -1.35293469e+01 -8.50884207e+00 -1.07581866e+01 -2.03168059e+02 -1.49495554e+02  1.28978433e+01 -6.52827507e+01 -6.55539299e+01  1.35739872e+01 -1.51953358e+02 -1.49495554e+02  1.21176080e+02  1.25411201e+02 -1.49215112e+02  1.42360843e+02  4.96081996e+01 -1.21750591e+02  1.28978433e+01  1.25411201e+02  1.43163599e+02 -1.65693931e+02  1.71614311e+01 -7.33480730e+01  4.55167698e+01 -6.52827507e+01 -1.49215112e+02 -1.65693931e+02  7.02555566e+01 -3.88693939e+01  1.76266719e+01  1.38192436e+02 -6.55539299e+01  1.42360843e+02  1.71614310e+01 -3.88693939e+01  7.07912299e+01 -1.67238831e+02 -1.50061149e+02  1.35739872e+01  4.96081996e+01 -7.33480731e+01  1.76266718e+01 -1.67238831e+02  1.40525779e+02  1.25005717e+02 -1.51953358e+02 -1.21750591e+02  4.55167698e+01  1.38192436e+02 -1.50061149e+02  1.25005717e+02  1.05907888e+02
  1.45654346e+11 -3.11167199e+00 -3.33996674e+01 -2.62713618e+01 -2.42754586e+01 -2.42649544e+01 -2.63405290e+01 -3.37525961e+01 -3.33996674e+01 -1.21151215e+01 -8.44580680e+00 -1.34012219e+01 -1.18177415e+01 -5.31885372e+00 -6.72448448e+00 -2.62713618e+01 -8.44580680e+00 -8.85105003e+00 -7.69998292e+00 -1.77012096e+01 -2.14639668e+01 -5.50448142e+00 -2.42754586e+01 -1.34012219e+01 -7.69998291e+00 -4.44614841e+00 -2.40076749e+01 -1.77518610e+01 -1.20470999e+01 -2.42649544e+01 -1.18177415e+01 -1.77012096e+01 -2.40076749e+01 -4.47896520e+00 -7.73076339e+00 -1.35078508e+01 -2.63405290e+01 -5.31885372e+00 -2.14639668e+01 -1.77518611e+01 -7.73076340e+00 -9.26688443e+00 -8.50293284e+00 -3.37525961e+01 -6.72448447e+00 -5.50448141e+00 -1.20470999e+01 -1.35078508e+01 -8.50293284e+00 -1.07728546e+01 -2.03207645e+02 -1.50962335e+02  1.14859398e+01 -6.67564507e+01 -6.70277164e+01  1.21636872e+01 -1.53417506e+02 -1.50962335e+02  1.20954511e+02  1.25309970e+02 -1.49329787e+02  1.42270235e+02  4.93831931e+01 -1.21909123e+02  1.14859398e+01  1.25309970e+02  1.43011668e+02 -1.65907791e+02  1.67707129e+01 -7.32884010e+01  4.52934034e+01 -6.67564507e+01 -1.49329787e+02 -1.65907791e+02  6.99775550e+01 -4.00215375e+01  1.72402147e+01  1.38106786e+02 -6.70277164e+01  1.42270235e+02  1.67707128e+01 -4.00215375e+01  7.05165518e+01 -1.67462112e+02 -1.50177795e+02  1.21636872e+01  4.93831931e+01 -7.32884011e+01  1.72402146e+01 -1.67462112e+02  1.40376687e+02  1.24899035e+02 -1.53417506e+02 -1.21909123e+02  4.52934034e+01  1.38106786e+02 -1.50177795e+02  1.24899034e+02  1.05707325e+02
  1.45734266e+11 -3.15550952e+00 -3.32636150e+01 -2.61180494e+01 -2.41212523e+01 -2.41107951e+01 -2.61867396e+01 -3.36159959e+01 -3.32636150e+01 -1.21352308e+01 -8.44113054e+00 -1.33805615e+01 -1.17920283e+01 -5.31619088e+00 -6.74500324e+00 -2.61180494e+01 -8.44113055e+00 -8.86592019e+00 -7.72539319e+00 -1.76646677e+01 -2.15137056e+01 -5.50168168e+00 -2.41212523e+01 -1.33805615e+01 -7.72539318e+00 -4.46249480e+00 -2.39684445e+01 -1.77148198e+01 -1.20215164e+01 -2.41107951e+01 -1.17920283e+01 -1.76646677e+01 -2.39684445e+01 -4.49564855e+00 -7.75660226e+00 -1.34867488e+01 -2.61867396e+01 -5.31619088e+00 -2.15137056e+01 -1.77148198e+01 -7.75660228e+00 -9.28448974e+00 -8.49681253e+00 -3.36159959e+01 -6.74500324e+00 -5.50168167e+00 -1.20215164e+01 -1.34867488e+01 -8.49681253e+00 -1.07877326e+01 -2.03237784e+02 -1.52443879e+02  1.00590638e+01 -6.82451236e+01 -6.85164767e+01  1.07383966e+01 -1.54896431e+02 -1.52443879e+02  1.20731482e+02  1.25208872e+02 -1.49446664e+02  1.42176218e+02  4.91588399e+01 -1.22067254e+02  1.00590638e+01  1.25208872e+02  1.42860325e+02 -1.66120392e+02  1.63747918e+01 -7.32199365e+01  4.50706930e+01 -6.82451236e+01 -1.49446664e+02 -1.66120392e+02  6.97016221e+01 -4.11740607e+01  1.68484703e+01  1.38017793e+02 -6.85164767e+01  1.42176218e+02  1.63747917e+01 -4.11740607e+01  7.02439786e+01 -1.67684133e+02 -1.50296527e+02  1.07383966e+01  4.91588399e+01 -7.32199367e+01  1.68484702e+01 -1.67684133e+02  1.40228065e+02  1.24792380e+02 -1.54896431e+02 -1.22067254e+02  4.50706930e+01  1.38017793e+02 -1.50296527e+02  1.24792380e+02  1.05505570e+02
  1.45814186e+11 -3.19923881e+00 -3.31295857e+01 -2.59667140e+01 -2.39690409e+01 -2.39586312e+01 -2.60349258e+01 -3.34814136e+01 -3.31295857e+01 -1.21556409e+01 -8.43622611e+00 -1.33603180e+01 -1.17662546e+01 -5.31354372e+00 -6.76566235e+00 -2.59667140e+01 -8.43622611e+00 -8.88132794e+00 -7.75053718e+00 -1.76295027e+01 -2.15618951e+01 -5.49889639e+00 -2.39690409e+01 -1.33603180e+01 -7.75053717e+00 -4.47883703e+00 -2.39313448e+01 -1.76791442e+01 -1.19958521e+01 -2.39586312e+01 -1.17662546e+01 -1.76295027e+01 -2.39313448e+01 -4.51232111e+00 -7.78219264e+00 -1.34660568e+01 -2.60349258e+01 -5.31354372e+00 -2.15618951e+01 -1.76791442e+01 -7.78219265e+00 -9.30266963e+00 -8.49047668e+00 -3.34814136e+01 -6.76566235e+00 -5.49889638e+00 -1.19958521e+01 -1.34660569e+01 -8.49047668e+00 -1.08028264e+01 -2.03258310e+02 -1.53939848e+02  8.61755293e+00 -6.97484309e+01 -7.00198722e+01  9.29845289e+00 -1.56389791e+02 -1.53939848e+02  1.20507017e+02  1.25107831e+02 -1.49565594e+02  1.42078757e+02  4.89351524e+01 -1.22224973e+02  8.61755293e+00  1.25107831e+02  1.42709754e+02 -1.66331850e+02  1.59740776e+01 -7.31432718e+01  4.48486517e+01 -6.97484309e+01 -1.49565594e+02 -1.66331851e+02  6.94277884e+01 -4.23262826e+01  1.64518455e+01  1.37925416e+02 -7.00198722e+01  1.42078757e+02  1.59740775e+01 -4.23262826e+01  6.99735381e+01 -1.67905003e+02 -1.50417198e+02  9.29845289e+00  4.89351524e+01 -7.31432719e+01  1.64518455e+01 -1.67905003e+02  1.40080102e+02  1.24685682e+02 -1.56389792e+02 -1.22224973e+02  4.48486517e+01  1.37925416e+02 -1.50417198e+02  1.24685682e+02  1.05302641e+02
  1.45894106e+11 -3.24276868e+00 -3.29976673e+01 -2.58174434e+01 -2.38189122e+01 -2.38085503e+01 -2.58851753e+01 -3.33489370e+01 -3.29976673e+01 -1.21763586e+01 -8.43108918e+00 -1.33405072e+01 -1.17404454e+01 -5.31090481e+00 -6.78645869e+00 -2.58174434e+01 -8.43108918e+00 -8.89727335e+00 -7.77539043e+00 -1.75957574e+01 -2.16084321e+01 -5.49611819e+00 -2.38189122e+01 -1.33405072e+01 -7.77539042e+00 -4.49514800e+00 -2.38964282e+01 -1.76448776e+01 -1.19701312e+01 -2.38085503e+01 -1.17404454e+01 -1.75957573e+01 -2.38964282e+01 -4.52895544e+00 -7.80750958e+00 -1.34457895e+01 -2.58851753e+01 -5.31090481e+00 -2.16084321e+01 -1.76448776e+01 -7.80750959e+00 -9.32142691e+00 -8.48392157e+00 -3.33489370e+01 -6.78645869e+00 -5.49611818e+00 -1.19701312e+01 -1.34457895e+01 -8.48392157e+00 -1.08181420e+01 -2.03269098e+02 -1.55449863e+02  7.16178171e+00 -7.12659974e+01 -7.15375276e+01  7.84423047e+00 -1.57897212e+02 -1.55449863e+02  1.20281149e+02  1.25006767e+02 -1.49686418e+02  1.41977828e+02  4.87121398e+01 -1.22382269e+02  7.16178171e+00  1.25006767e+02  1.42560145e+02 -1.66542300e+02  1.55690067e+01 -7.30590773e+01  4.46272894e+01 -7.12659974e+01 -1.49686418e+02 -1.66542300e+02  6.91560719e+01 -4.34774847e+01  1.60507743e+01  1.37829624e+02 -7.15375276e+01  1.41977828e+02  1.55690066e+01 -4.34774846e+01  6.97052453e+01 -1.68124847e+02 -1.50539648e+02  7.84423048e+00  4.87121398e+01 -7.30590775e+01  1.60507742e+01 -1.68124847e+02  1.39932995e+02  1.24578865e+02 -1.57897212e+02 -1.22382269e+02  4.46272894e+01  1.37829624e+02 -1.50539648e+02  1.24578865e+02  1.05098558e+02
  1.45974026e+11 -3.28600390e+00 -3.28679459e+01 -2.56703233e+01 -2.36709520e+01 -2.36606382e+01 -2.57375738e+01 -3.32186521e+01 -3.28679459e+01 -1.21973905e+01 -8.42571625e+00 -1.33211432e+01 -1.17146263e+01 -5.30826645e+00 -6.80738895e+00 -2.56703233e+01 -8.42571625e+00 -8.91375444e+00 -7.79992942e+00 -1.75634711e+01 -2.16532205e+01 -5.49333948e+00 -2.36709520e+01 -1.33211432e+01 -7.79992941e+00 -4.51139975e+00 -2.38637420e+01 -1.76120598e+01 -1.19443791e+01 -2.36606382e+01 -1.17146263e+01 -1.75634711e+01 -2.38637420e+01 -4.54552332e+00 -7.83252898e+00 -1.34259598e+01 -2.57375738e+01 -5.30826644e+00 -2.16532205e+01 -1.76120599e+01 -7.83252900e+00 -9.34076229e+00 -8.47714424e+00 -3.32186521e+01 -6.80738895e+00 -5.49333947e+00 -1.19443791e+01 -1.34259598e+01 -8.47714424e+00 -1.08336852e+01 -2.03270068e+02 -1.56973511e+02  5.69216125e+00 -7.27974110e+01 -7.30690309e+01  6.37614036e+00 -1.59418279e+02 -1.56973511e+02  1.20053911e+02  1.24905598e+02 -1.49808965e+02  1.41873416e+02  4.84898077e+01 -1.22539135e+02  5.69216124e+00  1.24905598e+02  1.42411692e+02 -1.66751890e+02  1.51600419e+01 -7.29681008e+01  4.44066124e+01 -7.27974111e+01 -1.49808965e+02 -1.66751890e+02  6.88864774e+01 -4.46269112e+01  1.56457166e+01  1.37730399e+02 -7.30690309e+01  1.41873416e+02  1.51600419e+01 -4.46269112e+01  6.94391017e+01 -1.68343808e+02 -1.50663713e+02  6.37614036e+00  4.84898077e+01 -7.29681010e+01  1.56457165e+01 -1.68343808e+02  1.39786948e+02  1.24471849e+02 -1.59418279e+02 -1.22539135e+02  4.44066124e+01  1.37730399e+02 -1.50663713e+02  1.24471849e+02  1.04893346e+02
  1.46053946e+11 -3.32884571e+00 -3.27405050e+01 -2.55254372e+01 -2.35252438e+01 -2.35149784e+01 -2.55922050e+01 -3.30906425e+01 -3.27405050e+01 -1.22187428e+01 -8.42010469e+00 -1.33022389e+01 -1.16888232e+01 -5.30562073e+00 -6.82844971e+00 -2.55254372e+01 -8.42010469e+00 -8.93076700e+00 -7.82413188e+00 -1.75326797e+01 -2.16961726e+01 -5.49055241e+00 -2.35252438e+01 -1.33022389e+01 -7.82413187e+00 -4.52756365e+00 -2.38333285e+01 -1.75807272e+01 -1.19186213e+01 -2.35149784e+01 -1.16888232e+01 -1.75326797e+01 -2.38333285e+01 -4.56199589e+00 -7.85722788e+00 -1.34065793e+01 -2.55922050e+01 -5.30562073e+00 -2.16961726e+01 -1.75807273e+01 -7.85722789e+00 -9.36067426e+00 -8.47014258e+00 -3.30906425e+01 -6.82844971e+00 -5.49055240e+00 -1.19186213e+01 -1.34065793e+01 -8.47014258e+00 -1.08494613e+01 -2.03261185e+02 -1.58510342e+02  4.20913922e+00 -7.43422232e+01 -7.46139334e+01  4.89463011e+00 -1.60952543e+02 -1.58510342e+02  1.19825338e+02  1.24804237e+02 -1.49933056e+02  1.41765521e+02  4.82681580e+01 -1.22695563e+02  4.20913922e+00  1.24804237e+02  1.42264590e+02 -1.66960784e+02  1.47476710e+01 -7.28711637e+01  4.41866231e+01 -7.43422233e+01 -1.49933056e+02 -1.66960784e+02  6.86189955e+01 -4.57737705e+01  1.52371578e+01  1.37627730e+02 -7.46139334e+01  1.41765521e+02  1.47476709e+01 -4.57737705e+01  6.91750943e+01 -1.68562042e+02 -1.50789216e+02  4.89463011e+00  4.82681580e+01 -7.28711639e+01  1.52371577e+01 -1.68562042e+02  1.39642166e+02  1.24364552e+02 -1.60952543e+02 -1.22695563e+02  4.41866231e+01  1.37627730e+02 -1.50789216e+02  1.24364552e+02  1.04687033e+02
  1.46133866e+11 -3.37119244e+00 -3.26154255e+01 -2.53828659e+01 -2.33818683e+01 -2.33716516e+01 -2.54491495e+01 -3.29649891e+01 -3.26154255e+01 -1.22404213e+01 -8.41425283e+00 -1.32838049e+01 -1.16630624e+01 -5.30295959e+00 -6.84963742e+00 -2.53828659e+01 -8.41425283e+00 -8.94830451e+00 -7.84797702e+00 -1.75034145e+01 -2.17372106e+01 -5.48774896e+00 -2.33818683e+01 -1.32838049e+01 -7.84797701e+00 -4.54361059e+00 -2.38052239e+01 -1.75509118e+01 -1.18928839e+01 -2.33716516e+01 -1.16630624e+01 -1.75034145e+01 -2.38052239e+01 -4.57834382e+00 -7.88158464e+00 -1.33876575e+01 -2.54491495e+01 -5.30295959e+00 -2.17372106e+01 -1.75509118e+01 -7.88158465e+00 -9.38115894e+00 -8.46291540e+00 -3.29649891e+01 -6.84963741e+00 -5.48774896e+00 -1.18928839e+01 -1.33876575e+01 -8.46291540e+00 -1.08654758e+01 -2.03242469e+02 -1.60059870e+02  2.71319936e+00 -7.58999494e+01 -7.61717507e+01  3.40018334e+00 -1.62499516e+02 -1.60059870e+02  1.19595472e+02  1.24702595e+02 -1.50058506e+02  1.41654153e+02  4.80471882e+01 -1.22851550e+02  2.71319936e+00  1.24702595e+02  1.42119037e+02 -1.67169163e+02  1.43324054e+01 -7.27691569e+01  4.39673202e+01 -7.58999495e+01 -1.50058506e+02 -1.67169163e+02  6.83536014e+01 -4.69172362e+01  1.48256070e+01  1.37521624e+02 -7.61717507e+01  1.41654153e+02  1.43324054e+01 -4.69172361e+01  6.89131949e+01 -1.68779721e+02 -1.50915973e+02  3.40018334e+00  4.80471882e+01 -7.27691571e+01  1.48256069e+01 -1.68779721e+02  1.39498862e+02  1.24256889e+02 -1.62499516e+02 -1.22851550e+02  4.39673202e+01  1.37521624e+02 -1.50915973e+02  1.24256889e+02  1.04479648e+02
  1.46213786e+11 -3.41294020e+00 -3.24927849e+01 -2.52426866e+01 -2.32409028e+01 -2.32307352e+01 -2.53084846e+01 -3.28417695e+01 -3.24927849e+01 -1.22624312e+01 -8.40816000e+00 -1.32658503e+01 -1.16373703e+01 -5.30027485e+00 -6.87094843e+00 -2.52426866e+01 -8.40816001e+00 -8.96635808e+00 -7.87144575e+00 -1.74757024e+01 -2.17762677e+01 -5.48492103e+00 -2.32409028e+01 -1.32658503e+01 -7.87144574e+00 -4.55951118e+00 -2.37794579e+01 -1.75226411e+01 -1.18671930e+01 -2.32307352e+01 -1.16373703e+01 -1.74757024e+01 -2.37794579e+01 -4.59453756e+00 -7.90557925e+00 -1.33692022e+01 -2.53084846e+01 -5.30027485e+00 -2.17762677e+01 -1.75226411e+01 -7.90557926e+00 -9.40221000e+00 -8.45546246e+00 -3.28417695e+01 -6.87094843e+00 -5.48492102e+00 -1.18671930e+01 -1.33692022e+01 -8.45546246e+00 -1.08817335e+01 -2.03213995e+02 -1.61621573e+02  1.20486070e+00 -7.74700697e+01 -7.77419626e+01  1.89331896e+00 -1.64058679e+02 -1.61621573e+02  1.19364354e+02  1.24600580e+02 -1.50185118e+02  1.41539337e+02  4.78268918e+01 -1.23007093e+02  1.20486070e+00  1.24600580e+02  1.41975233e+02 -1.67377221e+02  1.39147790e+01 -7.26630351e+01  4.37486980e+01 -7.74700697e+01 -1.50185118e+02 -1.67377221e+02  6.80902552e+01 -4.80564490e+01  1.44115957e+01  1.37412097e+02 -7.77419626e+01  1.41539337e+02  1.39147789e+01 -4.80564490e+01  6.86533595e+01 -1.68997034e+02 -1.51043796e+02  1.89331897e+00  4.78268918e+01 -7.26630352e+01  1.44115957e+01 -1.68997034e+02  1.39357247e+02  1.24148774e+02 -1.64058679e+02 -1.23007093e+02  4.37486980e+01  1.37412097e+02 -1.51043796e+02  1.24148774e+02  1.04271224e+02
  1.46293706e+11 -3.45398373e+00 -3.23726572e+01 -2.51049731e+01 -2.31024211e+01 -2.30923029e+01 -2.51702842e+01 -3.27210574e+01 -3.23726572e+01 -1.22847775e+01 -8.40182661e+00 -1.32483818e+01 -1.16117734e+01 -5.29755827e+00 -6.89237906e+00 -2.51049731e+01 -8.40182661e+00 -8.98491635e+00 -7.89452100e+00 -1.74495653e+01 -2.18132899e+01 -5.48206040e+00 -2.31024211e+01 -1.32483818e+01 -7.89452099e+00 -4.57523598e+00 -2.37560532e+01 -1.74959376e+01 -1.18415749e+01 -2.30923029e+01 -1.16117734e+01 -1.74495653e+01 -2.37560532e+01 -4.61054757e+00 -7.92919358e+00 -1.33512192e+01 -2.51702842e+01 -5.29755827e+00 -2.18132899e+01 -1.74959376e+01 -7.92919360e+00 -9.42381856e+00 -8.44778454e+00 -3.27210574e+01 -6.89237906e+00 -5.48206039e+00 -1.18415749e+01 -1.33512192e+01 -8.44778454e+00 -1.08982391e+01 -2.03175896e+02 -1.63194894e+02 -3.15323474e-01 -7.90520299e+01 -7.93240152e+01  3.74590156e-01 -1.65629475e+02 -1.63194894e+02  1.19132031e+02  1.24498099e+02 -1.50312692e+02  1.41421109e+02  4.76072580e+01 -1.23162193e+02 -3.15323475e-01  1.24498100e+02  1.41833374e+02 -1.67585167e+02  1.34953455e+01 -7.25538095e+01  4.35307464e+01 -7.90520300e+01 -1.50312692e+02 -1.67585167e+02  6.78289003e+01 -4.91905190e+01  1.39956759e+01  1.37299178e+02 -7.93240152e+01  1.41421109e+02  1.34953454e+01 -4.91905190e+01  6.83955276e+01 -1.69214183e+02 -1.51172486e+02  3.74590159e-01  4.76072580e+01 -7.25538097e+01  1.39956759e+01 -1.69214182e+02  1.39217534e+02  1.24040118e+02 -1.65629475e+02 -1.23162193e+02  4.35307464e+01  1.37299178e+02 -1.51172486e+02  1.24040118e+02  1.04061796e+02
  1.46373626e+11 -3.49421721e+00 -3.22551119e+01 -2.49697949e+01 -2.29664926e+01 -2.29564242e+01 -2.50346177e+01 -3.26029226e+01 -3.22551119e+01 -1.23074645e+01 -8.39525414e+00 -1.32314039e+01 -1.15862978e+01 -5.29480165e+00 -6.91392560e+00 -2.49697949e+01 -8.39525415e+00 -9.00396549e+00 -7.91718791e+00 -1.74250200e+01 -2.18482368e+01 -5.47915890e+00 -2.29664926e+01 -1.32314039e+01 -7.91718790e+00 -4.59075575e+00 -2.37350248e+01 -1.74708186e+01 -1.18160557e+01 -2.29564242e+01 -1.15862978e+01 -1.74250200e+01 -2.37350248e+01 -4.62634453e+00 -7.95241162e+00 -1.33337118e+01 -2.50346177e+01 -5.29480165e+00 -2.18482368e+01 -1.74708186e+01 -7.95241163e+00 -9.44597313e+00 -8.43988346e+00 -3.26029226e+01 -6.91392560e+00 -5.47915889e+00 -1.18160557e+01 -1.33337118e+01 -8.43988346e+00 -1.09149969e+01 -2.03128369e+02 -1.64779246e+02 -1.84676700e+00 -8.06452431e+01 -8.09173212e+01 -1.15541703e+00 -1.67211316e+02 -1.64779246e+02  1.18898550e+02  1.24395060e+02 -1.50441020e+02  1.41299520e+02  4.73882711e+01 -1.23316853e+02 -1.84676700e+00  1.24395060e+02  1.41693655e+02 -1.67793220e+02  1.30746770e+01 -7.24425396e+01  4.33134510e+01 -8.06452431e+01 -1.50441020e+02 -1.67793220e+02  6.75694637e+01 -5.03185281e+01  1.35784177e+01  1.37182912e+02 -8.09173212e+01  1.41299520e+02  1.30746769e+01 -5.03185281e+01  6.81396220e+01 -1.69431381e+02 -1.51301843e+02 -1.15541703e+00  4.73882711e+01 -7.24425398e+01  1.35784177e+01 -1.69431381e+02  1.39079935e+02  1.23930834e+02 -1.67211316e+02 -1.23316853e+02  4.33134510e+01  1.37182912e+02 -1.51301843e+02  1.23930834e+02  1.03851401e+02
  1.46453546e+11 -3.53353529e+00 -3.21402143e+01 -2.48372171e+01 -2.28331824e+01 -2.28231641e+01 -2.49015503e+01 -3.24874303e+01 -3.21402143e+01 -1.23304958e+01 -8.38844524e+00 -1.32149190e+01 -1.15609694e+01 -5.29199683e+00 -6.93558435e+00 -2.48372171e+01 -8.38844525e+00 -9.02348913e+00 -7.93943408e+00 -1.74020773e+01 -2.18810827e+01 -5.47620839e+00 -2.28331824e+01 -1.32149190e+01 -7.93943407e+00 -4.60604166e+00 -2.37163796e+01 -1.74472957e+01 -1.17906613e+01 -2.28231641e+01 -1.15609693e+01 -1.74020773e+01 -2.37163796e+01 -4.64189960e+00 -7.97521969e+00 -1.33166813e+01 -2.49015503e+01 -5.29199683e+00 -2.18810827e+01 -1.74472958e+01 -7.97521970e+00 -9.46865958e+00 -8.43176212e+00 -3.24874303e+01 -6.93558435e+00 -5.47620838e+00 -1.17906613e+01 -1.33166813e+01 -8.43176212e+00 -1.09320105e+01 -2.03071670e+02 -1.66374008e+02 -3.38885246e+00 -8.22490908e+01 -8.25212624e+01 -2.69608527e+00 -1.68803582e+02 -1.66374008e+02  1.18663961e+02  1.24291366e+02 -1.50569892e+02  1.41174633e+02  4.71699111e+01 -1.23471077e+02 -3.38885246e+00  1.24291366e+02  1.41556268e+02 -1.68001614e+02  1.26533609e+01 -7.23303234e+01  4.30967928e+01 -8.22490908e+01 -1.50569892e+02 -1.68001614e+02  6.73118557e+01 -5.14395331e+01  1.31604069e+01  1.37063353e+02 -8.25212624e+01  1.41174633e+02  1.26533608e+01 -5.14395331e+01  6.78855486e+01 -1.69648856e+02 -1.51431663e+02 -2.69608527e+00  4.71699111e+01 -7.23303235e+01  1.31604069e+01 -1.69648856e+02  1.38944661e+02  1.23820830e+02 -1.68803582e+02 -1.23471077e+02  4.30967927e+01  1.37063353e+02 -1.51431663e+02  1.23820830e+02  1.03640080e+02
  1.46533467e+11 -3.57183406e+00 -3.20280245e+01 -2.47072995e+01 -2.27025505e+01 -2.26925825e+01 -2.47711418e+01 -3.23746404e+01 -3.20280245e+01 -1.23538745e+01 -8.38140369e+00 -1.31989269e+01 -1.15358131e+01 -5.28913583e+00 -6.95735165e+00 -2.47072995e+01 -8.38140369e+00 -9.04346845e+00 -7.96124977e+00 -1.73807422e+01 -2.19118175e+01 -5.47320090e+00 -2.27025505e+01 -1.31989269e+01 -7.96124976e+00 -4.62106561e+00 -2.37001156e+01 -1.74253748e+01 -1.17654169e+01 -2.26925825e+01 -1.15358131e+01 -1.73807422e+01 -2.37001156e+01 -4.65718473e+00 -7.99760670e+00 -1.33001266e+01 -2.47711418e+01 -5.28913583e+00 -2.19118175e+01 -1.74253748e+01 -7.99760671e+00 -9.49186109e+00 -8.42342450e+00 -3.23746404e+01 -6.95735165e+00 -5.47320089e+00 -1.17654169e+01 -1.33001266e+01 -8.42342450e+00 -1.09492833e+01 -2.03006123e+02 -1.67978531e+02 -4.94093310e+00 -8.38629255e+01 -8.41351912e+01 -4.24676795e+00 -1.70405624e+02 -1.67978531e+02  1.18428315e+02  1.24186924e+02 -1.50699093e+02  1.41046525e+02  4.69521534e+01 -1.23624875e+02 -4.94093310e+00  1.24186924e+02  1.41421397e+02 -1.68210591e+02  1.22319974e+01 -7.22182866e+01  4.28807480e+01 -8.38629255e+01 -1.50699093e+02 -1.68210591e+02  6.70559696e+01 -5.25525692e+01  1.27422424e+01  1.36940571e+02 -8.41351912e+01  1.41046525e+02  1.22319974e+01 -5.25525691e+01  6.76331965e+01 -1.69866845e+02 -1.51561737e+02 -4.24676795e+00  4.69521534e+01 -7.22182868e+01  1.27422424e+01 -1.69866845e+02  1.38811915e+02  1.23710020e+02 -1.70405624e+02 -1.23624875e+02  4.28807480e+01  1.36940571e+02 -1.51561737e+02  1.23710020e+02  1.03427874e+02
