 frequency       s11_db          s22_db          s12_db          s21_db          s11_deg         s22_deg         s12_deg         s21_deg        
 1.27520000e+11 -5.78131316e-01 -5.83853072e-01 -4.35520750e+01 -4.35520749e+01 -1.67324587e+02 -1.72533680e+02 -9.88140363e+01 -9.88140365e+01 
 1.27600000e+11 -5.79953348e-01 -5.85653994e-01 -4.34851635e+01 -4.34851635e+01 -1.67423170e+02 -1.72636512e+02 -9.89951355e+01 -9.89951357e+01 
 1.27680000e+11 -5.81788057e-01 -5.87467314e-01 -4.34179313e+01 -4.34179312e+01 -1.67521962e+02 -1.72739551e+02 -9.91768503e+01 -9.91768504e+01 
 1.27760000e+11 -5.83635592e-01 -5.89293177e-01 -4.33503770e+01 -4.33503769e+01 -1.67620966e+02 -1.72842797e+02 -9.93591861e+01 -9.93591863e+01 
 1.27840000e+11 -5.85496106e-01 -5.91131734e-01 -4.32824996e+01 -4.32824996e+01 -1.67720183e+02 -1.72946254e+02 -9.95421485e+01 -9.95421487e+01 
 1.27920000e+11 -5.87369756e-01 -5.92983136e-01 -4.32142980e+01 -4.32142979e+01 -1.67819615e+02 -1.73049921e+02 -9.97257431e+01 -9.97257433e+01 
 1.28000000e+11 -5.89256699e-01 -5.94847538e-01 -4.31457709e+01 -4.31457709e+01 -1.67919264e+02 -1.73153802e+02 -9.99099758e+01 -9.99099760e+01 
 1.28080000e+11 -5.91157097e-01 -5.96725097e-01 -4.30769173e+01 -4.30769172e+01 -1.68019133e+02 -1.73257898e+02 -1.00094852e+02 -1.00094852e+02 
 1.28160000e+11 -5.93071112e-01 -5.98615974e-01 -4.30077359e+01 -4.30077358e+01 -1.68119222e+02 -1.73362211e+02 -1.00280378e+02 -1.00280378e+02 
 1.28240000e+11 -5.94998912e-01 -6.00520329e-01 -4.29382255e+01 -4.29382254e+01 -1.68219533e+02 -1.73466743e+02 -1.00466560e+02 -1.00466560e+02 
 1.28320000e+11 -5.96940665e-01 -6.02438329e-01 -4.28683850e+01 -4.28683849e+01 -1.68320070e+02 -1.73571496e+02 -1.00653404e+02 -1.00653404e+02 
 1.28400000e+11 -5.98896543e-01 -6.04370141e-01 -4.27982131e+01 -4.27982130e+01 -1.68420832e+02 -1.73676471e+02 -1.00840915e+02 -1.00840915e+02 
 1.28480000e+11 -6.00866722e-01 -6.06315936e-01 -4.27277086e+01 -4.27277086e+01 -1.68521823e+02 -1.73781670e+02 -1.01029101e+02 -1.01029101e+02 
 1.28560000e+11 -6.02851380e-01 -6.08275889e-01 -4.26568704e+01 -4.26568704e+01 -1.68623045e+02 -1.73887096e+02 -1.01217967e+02 -1.01217967e+02 
 1.28640000e+11 -6.04850698e-01 -6.10250175e-01 -4.25856972e+01 -4.25856971e+01 -1.68724499e+02 -1.73992750e+02 -1.01407520e+02 -1.01407520e+02 
 1.28720000e+11 -6.06864859e-01 -6.12238975e-01 -4.25141877e+01 -4.25141876e+01 -1.68826187e+02 -1.74098635e+02 -1.01597766e+02 -1.01597767e+02 
 1.28800000e+11 -6.08894052e-01 -6.14242472e-01 -4.24423407e+01 -4.24423406e+01 -1.68928112e+02 -1.74204751e+02 -1.01788713e+02 -1.01788714e+02 
 1.28880000e+11 -6.10938467e-01 -6.16260852e-01 -4.23701549e+01 -4.23701549e+01 -1.69030275e+02 -1.74311103e+02 -1.01980367e+02 -1.01980367e+02 
 1.28960000e+11 -6.12998299e-01 -6.18294305e-01 -4.22976291e+01 -4.22976291e+01 -1.69132679e+02 -1.74417690e+02 -1.02172735e+02 -1.02172735e+02 
 1.29040000e+11 -6.15073745e-01 -6.20343024e-01 -4.22247620e+01 -4.22247620e+01 -1.69235326e+02 -1.74524516e+02 -1.02365824e+02 -1.02365824e+02 
 1.29120000e+11 -6.17165005e-01 -6.22407204e-01 -4.21515523e+01 -4.21515522e+01 -1.69338217e+02 -1.74631582e+02 -1.02559640e+02 -1.02559640e+02 
 1.29200000e+11 -6.19272286e-01 -6.24487046e-01 -4.20779987e+01 -4.20779986e+01 -1.69441356e+02 -1.74738891e+02 -1.02754192e+02 -1.02754192e+02 
 1.29280000e+11 -6.21395795e-01 -6.26582753e-01 -4.20040998e+01 -4.20040998e+01 -1.69544744e+02 -1.74846445e+02 -1.02949486e+02 -1.02949486e+02 
 1.29360000e+11 -6.23535744e-01 -6.28694533e-01 -4.19298544e+01 -4.19298544e+01 -1.69648383e+02 -1.74954246e+02 -1.03145530e+02 -1.03145530e+02 
 1.29440000e+11 -6.25692349e-01 -6.30822596e-01 -4.18552611e+01 -4.18552611e+01 -1.69752275e+02 -1.75062296e+02 -1.03342331e+02 -1.03342331e+02 
 1.29520000e+11 -6.27865831e-01 -6.32967156e-01 -4.17803186e+01 -4.17803185e+01 -1.69856424e+02 -1.75170597e+02 -1.03539897e+02 -1.03539898e+02 
 1.29600000e+11 -6.30056413e-01 -6.35128433e-01 -4.17050255e+01 -4.17050254e+01 -1.69960831e+02 -1.75279152e+02 -1.03738237e+02 -1.03738237e+02 
 1.29680000e+11 -6.32264323e-01 -6.37306649e-01 -4.16293804e+01 -4.16293804e+01 -1.70065498e+02 -1.75387963e+02 -1.03937356e+02 -1.03937357e+02 
 1.29760000e+11 -6.34489793e-01 -6.39502031e-01 -4.15533820e+01 -4.15533819e+01 -1.70170428e+02 -1.75497031e+02 -1.04137265e+02 -1.04137265e+02 
 1.29840000e+11 -6.36733061e-01 -6.41714809e-01 -4.14770288e+01 -4.14770288e+01 -1.70275623e+02 -1.75606361e+02 -1.04337971e+02 -1.04337971e+02 
 1.29920000e+11 -6.38994366e-01 -6.43945220e-01 -4.14003195e+01 -4.14003195e+01 -1.70381085e+02 -1.75715953e+02 -1.04539482e+02 -1.04539482e+02 
 1.30000000e+11 -6.41273955e-01 -6.46193502e-01 -4.13232526e+01 -4.13232526e+01 -1.70486818e+02 -1.75825810e+02 -1.04741806e+02 -1.04741807e+02 
