t_ns,out1_mv,out2_mv,out3_mv,out4_mv
2.000000e-01,-3.246524e-01,3.529723e-01,-4.705904e-01,4.585649e-01
2.010000e-01,-3.197511e-01,3.494604e-01,-4.762912e-01,4.628007e-01
2.020000e-01,-3.147932e-01,3.458611e-01,-4.818800e-01,4.669281e-01
2.030000e-01,-3.097779e-01,3.422172e-01,-4.873700e-01,4.709691e-01
2.040000e-01,-3.047108e-01,3.385674e-01,-4.927968e-01,4.749629e-01
2.050000e-01,-2.995982e-01,3.348981e-01,-4.981774e-01,4.789187e-01
2.060000e-01,-2.944437e-01,3.311679e-01,-5.035051e-01,4.828092e-01
2.070000e-01,-2.892461e-01,3.273512e-01,-5.087512e-01,4.866049e-01
2.080000e-01,-2.840002e-01,3.234449e-01,-5.138851e-01,4.902877e-01
2.090000e-01,-2.787014e-01,3.194843e-01,-5.189089e-01,4.938704e-01
2.100000e-01,-2.733527e-01,3.155152e-01,-5.238555e-01,4.973932e-01
2.110000e-01,-2.679610e-01,3.115393e-01,-5.287479e-01,5.008781e-01
2.120000e-01,-2.625316e-01,3.075169e-01,-5.335847e-01,5.043036e-01
2.130000e-01,-2.570665e-01,3.034165e-01,-5.383436e-01,5.076374e-01
2.140000e-01,-2.515615e-01,2.992277e-01,-5.429922e-01,5.108565e-01
2.150000e-01,-2.460103e-01,2.949758e-01,-5.475227e-01,5.139638e-01
2.160000e-01,-2.404119e-01,2.907093e-01,-5.519622e-01,5.169968e-01
2.170000e-01,-2.347728e-01,2.864453e-01,-5.563387e-01,5.199882e-01
2.180000e-01,-2.290998e-01,2.821500e-01,-5.606560e-01,5.229263e-01
2.190000e-01,-2.233974e-01,2.777866e-01,-5.648977e-01,5.257770e-01
2.200000e-01,-2.176639e-01,2.733392e-01,-5.690327e-01,5.285139e-01
2.210000e-01,-2.118921e-01,2.688226e-01,-5.730448e-01,5.311308e-01
2.220000e-01,-2.060772e-01,2.642833e-01,-5.769531e-01,5.336586e-01
2.230000e-01,-2.002237e-01,2.597521e-01,-5.807883e-01,5.361382e-01
2.240000e-01,-1.943397e-01,2.552056e-01,-5.845599e-01,5.385701e-01
2.250000e-01,-1.884317e-01,2.506027e-01,-5.882571e-01,5.409209e-01
2.260000e-01,-1.825011e-01,2.459227e-01,-5.918522e-01,5.431609e-01
2.270000e-01,-1.765414e-01,2.411701e-01,-5.953228e-01,5.452758e-01
2.280000e-01,-1.705446e-01,2.363859e-01,-5.986792e-01,5.472877e-01
2.290000e-01,-1.645117e-01,2.316109e-01,-6.019517e-01,5.492414e-01
2.300000e-01,-1.584511e-01,2.268356e-01,-6.051557e-01,5.511512e-01
2.310000e-01,-1.523712e-01,2.220184e-01,-6.082853e-01,5.529882e-01
2.320000e-01,-1.462765e-01,2.171324e-01,-6.113171e-01,5.547189e-01
2.330000e-01,-1.401625e-01,2.121738e-01,-6.142260e-01,5.563228e-01
2.340000e-01,-1.340191e-01,2.071753e-01,-6.170128e-01,5.578119e-01
2.350000e-01,-1.278430e-01,2.021833e-01,-6.197048e-01,5.592302e-01
2.360000e-01,-1.216415e-01,1.972036e-01,-6.223225e-01,5.606057e-01
2.370000e-01,-1.154246e-01,1.921974e-01,-6.248646e-01,5.619170e-01
2.380000e-01,-1.091999e-01,1.871319e-01,-6.273131e-01,5.631277e-01
2.390000e-01,-1.029657e-01,1.819969e-01,-6.296420e-01,5.642129e-01
2.400000e-01,-9.671127e-02,1.768151e-01,-6.318441e-01,5.651743e-01
2.410000e-01,-9.042877e-02,1.716341e-01,-6.339411e-01,5.660512e-01
2.420000e-01,-8.412325e-02,1.664745e-01,-6.359573e-01,5.668827e-01
2.430000e-01,-7.780567e-02,1.613051e-01,-6.378962e-01,5.676590e-01
2.440000e-01,-7.148600e-02,1.560875e-01,-6.397448e-01,5.683422e-01
2.450000e-01,-6.516639e-02,1.508062e-01,-6.414785e-01,5.689038e-01
2.460000e-01,-5.883707e-02,1.454736e-01,-6.430840e-01,5.693357e-01
2.470000e-01,-5.248618e-02,1.401343e-01,-6.445758e-01,5.696696e-01
2.480000e-01,-4.611468e-02,1.348212e-01,-6.459795e-01,5.699517e-01
2.490000e-01,-3.973380e-02,1.295147e-01,-6.473035e-01,5.701864e-01
2.500000e-01,-3.335542e-02,1.241731e-01,-6.485394e-01,5.703376e-01
2.510000e-01,-2.698558e-02,1.187756e-01,-6.496658e-01,5.703728e-01
2.520000e-01,-2.061704e-02,1.133253e-01,-6.506649e-01,5.702762e-01
2.530000e-01,-1.423515e-02,1.078603e-01,-6.515439e-01,5.700695e-01
2.540000e-01,-7.835759e-03,1.024225e-01,-6.523271e-01,5.698015e-01
2.550000e-01,-1.428983e-03,9.700612e-02,-6.530277e-01,5.694916e-01
2.560000e-01,4.971617e-03,9.157020e-02,-6.536415e-01,5.691096e-01
2.570000e-01,1.135633e-02,8.608723e-02,-6.541511e-01,5.686186e-01
2.580000e-01,1.772865e-02,8.055278e-02,-6.545369e-01,5.679967e-01
2.590000e-01,2.410427e-02,7.499631e-02,-6.547989e-01,5.672548e-01
2.600000e-01,3.049293e-02,6.946344e-02,-6.549579e-01,5.664393e-01
2.610000e-01,3.688708e-02,6.396370e-02,-6.550312e-01,5.655837e-01
2.620000e-01,4.327220e-02,5.846081e-02,-6.550183e-01,5.646676e-01
2.630000e-01,4.963561e-02,5.292102e-02,-6.549058e-01,5.636510e-01
2.640000e-01,5.597626e-02,4.733429e-02,-6.546746e-01,5.625079e-01
2.650000e-01,6.230889e-02,4.172031e-02,-6.543185e-01,5.612384e-01
2.660000e-01,6.864848e-02,3.612448e-02,-6.538534e-01,5.598829e-01
2.670000e-01,7.499192e-02,3.057016e-02,-6.532984e-01,5.584855e-01
2.680000e-01,8.132422e-02,2.502956e-02,-6.526574e-01,5.570391e-01
2.690000e-01,8.763039e-02,1.946400e-02,-6.519210e-01,5.555028e-01
2.700000e-01,9.390457e-02,1.385798e-02,-6.510716e-01,5.538463e-01
2.710000e-01,1.001587e-01,8.221685e-03,-6.500988e-01,5.520605e-01
2.720000e-01,1.064119e-01,2.596501e-03,-6.490127e-01,5.501767e-01
2.730000e-01,1.126667e-01,-2.983357e-03,-6.478325e-01,5.482452e-01
2.740000e-01,1.189089e-01,-8.533554e-03,-6.465661e-01,5.462742e-01
2.750000e-01,1.251217e-01,-1.409463e-02,-6.452076e-01,5.442262e-01
2.760000e-01,1.312948e-01,-1.968829e-02,-6.437425e-01,5.420659e-01
2.770000e-01,1.374357e-01,-2.531267e-02,-6.421578e-01,5.397767e-01
2.780000e-01,1.435654e-01,-3.093329e-02,-6.404578e-01,5.373792e-01
2.790000e-01,1.496936e-01,-3.650907e-02,-6.386599e-01,5.349247e-01
2.800000e-01,1.558084e-01,-4.204155e-02,-6.367751e-01,5.324373e-01
2.810000e-01,1.618916e-01,-4.756963e-02,-6.348009e-01,5.298866e-01
2.820000e-01,1.679292e-01,-5.312140e-02,-6.327260e-01,5.272328e-01
2.830000e-01,1.739232e-01,-5.870129e-02,-6.305371e-01,5.244540e-01
2.840000e-01,1.798945e-01,-6.428352e-02,-6.282330e-01,5.215597e-01
2.850000e-01,1.858592e-01,-6.982468e-02,-6.258280e-01,5.185974e-01
2.860000e-01,1.918103e-01,-7.531195e-02,-6.233351e-01,5.156048e-01
2.870000e-01,1.977286e-01,-8.077822e-02,-6.207551e-01,5.125636e-01
2.880000e-01,2.035970e-01,-8.625755e-02,-6.180800e-01,5.094307e-01
2.890000e-01,2.094118e-01,-9.175988e-02,-6.152972e-01,5.061795e-01
