t_ns,out1_mv,out2_mv,out3_mv,out4_mv
2.150000e-01,-2.126497e-01,2.963935e-01,-3.494071e-01,3.209578e-01
2.160000e-01,-2.090183e-01,2.937207e-01,-3.544201e-01,3.231756e-01
2.170000e-01,-2.053474e-01,2.910772e-01,-3.594149e-01,3.253978e-01
2.180000e-01,-2.016506e-01,2.884260e-01,-3.644067e-01,3.276198e-01
2.190000e-01,-1.979359e-01,2.857001e-01,-3.693676e-01,3.297903e-01
2.200000e-01,-1.941992e-01,2.828643e-01,-3.742441e-01,3.318636e-01
2.210000e-01,-1.904268e-01,2.799351e-01,-3.790046e-01,3.338290e-01
2.220000e-01,-1.866079e-01,2.769788e-01,-3.836746e-01,3.357275e-01
2.230000e-01,-1.827474e-01,2.740514e-01,-3.883090e-01,3.376193e-01
2.240000e-01,-1.788599e-01,2.711351e-01,-3.929342e-01,3.395183e-01
2.250000e-01,-1.749577e-01,2.681629e-01,-3.975328e-01,3.413793e-01
2.260000e-01,-1.710418e-01,2.650885e-01,-4.020564e-01,3.431500e-01
2.270000e-01,-1.671001e-01,2.619136e-01,-4.064649e-01,3.448076e-01
2.280000e-01,-1.631173e-01,2.586949e-01,-4.107686e-01,3.463809e-01
2.290000e-01,-1.590916e-01,2.554987e-01,-4.150185e-01,3.479323e-01
2.300000e-01,-1.550369e-01,2.523288e-01,-4.192504e-01,3.494940e-01
2.310000e-01,-1.509687e-01,2.491243e-01,-4.234572e-01,3.510321e-01
2.320000e-01,-1.468940e-01,2.458289e-01,-4.275980e-01,3.524897e-01
2.330000e-01,-1.428038e-01,2.424303e-01,-4.316278e-01,3.538335e-01
2.340000e-01,-1.386800e-01,2.389724e-01,-4.355425e-01,3.550778e-01
2.350000e-01,-1.345142e-01,2.355263e-01,-4.393855e-01,3.562826e-01
2.360000e-01,-1.303167e-01,2.321169e-01,-4.431995e-01,3.574958e-01
2.370000e-01,-1.261058e-01,2.286945e-01,-4.469876e-01,3.586988e-01
2.380000e-01,-1.218937e-01,2.251953e-01,-4.507177e-01,3.598334e-01
2.390000e-01,-1.176763e-01,2.215946e-01,-4.543436e-01,3.608572e-01
2.400000e-01,-1.134353e-01,2.179217e-01,-4.578488e-01,3.617701e-01
2.410000e-01,-1.091553e-01,2.142466e-01,-4.612660e-01,3.626247e-01
2.420000e-01,-1.048412e-01,2.106128e-01,-4.646410e-01,3.634804e-01
2.430000e-01,-1.005124e-01,2.069873e-01,-4.679872e-01,3.643375e-01
2.440000e-01,-9.618558e-02,2.033023e-01,-4.712814e-01,3.651409e-01
2.450000e-01,-9.186315e-02,1.995215e-01,-4.744800e-01,3.658398e-01
2.460000e-01,-8.752847e-02,1.956591e-01,-4.775565e-01,3.664204e-01
2.470000e-01,-8.316059e-02,1.917789e-01,-4.805313e-01,3.669243e-01
2.480000e-01,-7.875737e-02,1.879387e-01,-4.834498e-01,3.674173e-01
2.490000e-01,-7.433702e-02,1.841252e-01,-4.863347e-01,3.679193e-01
2.500000e-01,-6.992024e-02,1.802725e-01,-4.891715e-01,3.683838e-01
2.510000e-01,-6.551580e-02,1.763331e-01,-4.919215e-01,3.687532e-01
2.520000e-01,-6.111118e-02,1.723068e-01,-4.945519e-01,3.690016e-01
2.530000e-01,-5.668208e-02,1.682474e-01,-4.970704e-01,3.691568e-01
2.540000e-01,-5.221799e-02,1.642211e-01,-4.995181e-01,3.692854e-01
2.550000e-01,-4.773356e-02,1.602363e-01,-5.019252e-01,3.694260e-01
2.560000e-01,-4.325235e-02,1.562344e-01,-5.042859e-01,3.695457e-01
2.570000e-01,-3.878941e-02,1.521581e-01,-5.065681e-01,3.695827e-01
2.580000e-01,-3.433813e-02,1.479941e-01,-5.087358e-01,3.695003e-01
2.590000e-01,-2.987334e-02,1.437829e-01,-5.107852e-01,3.693111e-01
2.600000e-01,-2.537629e-02,1.395940e-01,-5.127504e-01,3.690772e-01
2.610000e-01,-2.085562e-02,1.354557e-01,-5.146659e-01,3.688528e-01
2.620000e-01,-1.633627e-02,1.313225e-01,-5.165350e-01,3.686227e-01
2.630000e-01,-1.183888e-02,1.271302e-01,-5.183324e-01,3.683247e-01
2.640000e-01,-7.363991e-03,1.228534e-01,-5.200226e-01,3.679126e-01
2.650000e-01,-2.888308e-03,1.185183e-01,-5.215920e-01,3.673842e-01
2.660000e-01,1.613965e-03,1.141920e-01,-5.230655e-01,3.667928e-01
2.670000e-01,6.142473e-03,1.099197e-01,-5.244792e-01,3.662029e-01
2.680000e-01,1.067287e-02,1.056734e-01,-5.258445e-01,3.656196e-01
2.690000e-01,1.517988e-02,1.013867e-01,-5.271436e-01,3.649860e-01
2.700000e-01,1.965522e-02,9.702242e-02,-5.283434e-01,3.642472e-01
2.710000e-01,2.411779e-02,9.259262e-02,-5.294236e-01,3.633871e-01
2.720000e-01,2.859832e-02,8.815720e-02,-5.303988e-01,3.624466e-01
2.730000e-01,3.310610e-02,8.377382e-02,-5.313036e-01,3.614955e-01
2.740000e-01,3.761995e-02,7.943419e-02,-5.321565e-01,3.605591e-01
2.750000e-01,4.211099e-02,7.507534e-02,-5.329468e-01,3.595911e-01
2.760000e-01,4.656338e-02,7.064907e-02,-5.336461e-01,3.585297e-01
2.770000e-01,5.098947e-02,6.615371e-02,-5.342298e-01,3.573465e-01
2.780000e-01,5.542190e-02,6.163856e-02,-5.347028e-01,3.560678e-01
2.790000e-01,5.988010e-02,5.716814e-02,-5.350956e-01,3.547623e-01
2.800000e-01,6.434905e-02,5.275466e-02,-5.354312e-01,3.534744e-01
2.810000e-01,6.879767e-02,4.834396e-02,-5.357062e-01,3.521730e-01
2.820000e-01,7.320330e-02,4.387877e-02,-5.358977e-01,3.507927e-01
2.830000e-01,7.757013e-02,3.934517e-02,-5.359797e-01,3.492945e-01
2.840000e-01,8.192968e-02,3.477960e-02,-5.359488e-01,3.476892e-01
2.850000e-01,8.631052e-02,3.024797e-02,-5.358288e-01,3.460396e-01
2.860000e-01,9.070648e-02,2.578118e-02,-5.356455e-01,3.444045e-01
2.870000e-01,9.508619e-02,2.133891e-02,-5.354021e-01,3.427724e-01
2.880000e-01,9.942119e-02,1.685850e-02,-5.350814e-01,3.410791e-01
2.890000e-01,1.037067e-01,1.231400e-02,-5.346587e-01,3.392754e-01
2.900000e-01,1.079701e-01,7.728231e-03,-5.341239e-01,3.373571e-01
2.910000e-01,1.122469e-01,3.163500e-03,-5.334935e-01,3.353769e-01
2.920000e-01,1.165419e-01,-1.334412e-03,-5.327931e-01,3.334029e-01
2.930000e-01,1.208261e-01,-5.788076e-03,-5.320317e-01,3.314447e-01
2.940000e-01,1.250664e-01,-1.026066e-02,-5.311979e-01,3.294451e-01
2.950000e-01,1.292488e-01,-1.478965e-02,-5.302698e-01,3.273459e-01
2.960000e-01,1.333942e-01,-1.936554e-02,-5.292333e-01,3.251295e-01
2.970000e-01,1.375419e-01,-2.393367e-02,-5.280975e-01,3.228353e-01
2.980000e-01,1.417086e-01,-2.843799e-02,-5.268852e-01,3.205346e-01
2.990000e-01,1.458708e-01,-3.288185e-02,-5.256098e-01,3.182580e-01
3.000000e-01,1.499920e-01,-3.732358e-02,-5.242653e-01,3.159605e-01
3.010000e-01,1.540500e-01,-4.181103e-02,-5.228342e-01,3.135774e-01
3.020000e-01,1.580566e-01,-4.634736e-02,-5.213004e-01,3.110787e-01
3.030000e-01,1.620519e-01,-5.088862e-02,-5.196661e-01,3.084887e-01
3.040000e-01,1.660641e-01,-5.537383e-02,-5.179502e-01,3.058766e-01
3.050000e-01,1.700781e-01,-5.978733e-02,-5.161683e-01,3.032908e-01
3.060000e-01,1.740560e-01,-6.417754e-02,-5.143194e-01,3.007034e-01
3.070000e-01,1.779681e-01,-6.860017e-02,-5.123906e-01,2.980470e-01
3.080000e-01,1.818165e-01,-7.306988e-02,-5.103662e-01,2.952809e-01
3.090000e-01,1.856378e-01,-7.755504e-02,-5.082434e-01,2.924138e-01
3.100000e-01,1.894700e-01,-8.199479e-02,-5.060355e-01,2.895079e-01
3.110000e-01,1.933098e-01,-8.635693e-02,-5.037583e-01,2.866247e-01
3.120000e-01,1.971199e-01,-9.067527e-02,-5.014152e-01,2.837570e-01
3.130000e-01,2.008649e-01,-9.500925e-02,-4.989975e-01,2.808403e-01
3.140000e-01,2.045361e-01,-9.938521e-02,-4.964920e-01,2.778231e-01
3.150000e-01,2.081641e-01,-1.037841e-01,-4.938923e-01,2.746999e-01
3.160000e-01,2.117934e-01,-1.081497e-01,-4.912063e-01,2.715215e-01
3.170000e-01,2.154340e-01,-1.124371e-01,-4.884480e-01,2.683575e-01
3.180000e-01,2.190528e-01,-1.166628e-01,-4.856239e-01,2.652219e-01
3.190000e-01,2.226097e-01,-1.208853e-01,-4.827294e-01,2.620586e-01
3.200000e-01,2.260859e-01,-1.251419e-01,-4.797544e-01,2.588073e-01
3.210000e-01,2.295032e-01,-1.294258e-01,-4.766915e-01,2.554492e-01
3.220000e-01,2.329089e-01,-1.336886e-01,-4.735436e-01,2.520215e-01
3.230000e-01,2.363268e-01,-1.378775e-01,-4.703215e-01,2.485954e-01
3.240000e-01,2.397315e-01,-1.419911e-01,-4.670329e-01,2.452054e-01
3.250000e-01,2.430797e-01,-1.460815e-01,-4.636770e-01,2.418093e-01
3.260000e-01,2.463437e-01,-1.501950e-01,-4.602473e-01,2.383409e-01
3.270000e-01,2.495346e-01,-1.543366e-01,-4.567370e-01,2.347692e-01
3.280000e-01,2.526985e-01,-1.584685e-01,-4.531455e-01,2.311162e-01
3.290000e-01,2.558717e-01,-1.625348e-01,-4.494795e-01,2.274497e-01
