 frequency       s11_db          s22_db          s12_db          s21_db          s11_deg         s22_deg         s12_deg         s21_deg        
 1.28000000e+11 -6.35355930e-01 -6.28454571e-01 -4.32930384e+01 -4.32930383e+01 -1.72290522e+02 -1.77192513e+02 -1.04212035e+02 -1.04212035e+02 
 1.28080000e+11 -6.37193274e-01 -6.30190567e-01 -4.32233295e+01 -4.32233295e+01 -1.72392629e+02 -1.77297943e+02 -1.04418300e+02 -1.04418300e+02 
 1.28160000e+11 -6.39043908e-01 -6.31939404e-01 -4.31533152e+01 -4.31533151e+01 -1.72494953e+02 -1.77403590e+02 -1.04624958e+02 -1.04624958e+02 
 1.28240000e+11 -6.40907992e-01 -6.33701237e-01 -4.30829940e+01 -4.30829940e+01 -1.72597497e+02 -1.77509453e+02 -1.04832017e+02 -1.04832017e+02 
 1.28320000e+11 -6.42785689e-01 -6.35476226e-01 -4.30123647e+01 -4.30123647e+01 -1.72700262e+02 -1.77615535e+02 -1.05039482e+02 -1.05039482e+02 
 1.28400000e+11 -6.44677162e-01 -6.37264532e-01 -4.29414259e+01 -4.29414259e+01 -1.72803250e+02 -1.77721838e+02 -1.05247360e+02 -1.05247360e+02 
 1.28480000e+11 -6.46582580e-01 -6.39066318e-01 -4.28701763e+01 -4.28701763e+01 -1.72906463e+02 -1.77828364e+02 -1.05455657e+02 -1.05455657e+02 
 1.28560000e+11 -6.48502114e-01 -6.40881750e-01 -4.27986144e+01 -4.27986144e+01 -1.73009903e+02 -1.77935114e+02 -1.05664381e+02 -1.05664381e+02 
 1.28640000e+11 -6.50435938e-01 -6.42710999e-01 -4.27267389e+01 -4.27267389e+01 -1.73113572e+02 -1.78042091e+02 -1.05873538e+02 -1.05873539e+02 
 1.28720000e+11 -6.52384227e-01 -6.44554236e-01 -4.26545485e+01 -4.26545484e+01 -1.73217472e+02 -1.78149296e+02 -1.06083136e+02 -1.06083136e+02 
 1.28800000e+11 -6.54347162e-01 -6.46411638e-01 -4.25820416e+01 -4.25820416e+01 -1.73321605e+02 -1.78256731e+02 -1.06293181e+02 -1.06293181e+02 
 1.28880000e+11 -6.56324926e-01 -6.48283383e-01 -4.25092169e+01 -4.25092168e+01 -1.73425973e+02 -1.78364400e+02 -1.06503681e+02 -1.06503681e+02 
 1.28960000e+11 -6.58317704e-01 -6.50169652e-01 -4.24360729e+01 -4.24360729e+01 -1.73530578e+02 -1.78472302e+02 -1.06714642e+02 -1.06714642e+02 
 1.29040000e+11 -6.60325686e-01 -6.52070630e-01 -4.23626082e+01 -4.23626082e+01 -1.73635422e+02 -1.78580441e+02 -1.06926074e+02 -1.06926074e+02 
 1.29120000e+11 -6.62349065e-01 -6.53986506e-01 -4.22888214e+01 -4.22888214e+01 -1.73740506e+02 -1.78688819e+02 -1.07137982e+02 -1.07137982e+02 
 1.29200000e+11 -6.64388036e-01 -6.55917470e-01 -4.22147110e+01 -4.22147110e+01 -1.73845834e+02 -1.78797437e+02 -1.07350375e+02 -1.07350376e+02 
 1.29280000e+11 -6.66442800e-01 -6.57863718e-01 -4.21402754e+01 -4.21402754e+01 -1.73951408e+02 -1.78906297e+02 -1.07563262e+02 -1.07563262e+02 
 1.29360000e+11 -6.68513558e-01 -6.59825448e-01 -4.20655133e+01 -4.20655133e+01 -1.74057229e+02 -1.79015403e+02 -1.07776648e+02 -1.07776649e+02 
 1.29440000e+11 -6.70600519e-01 -6.61802862e-01 -4.19904231e+01 -4.19904231e+01 -1.74163300e+02 -1.79124756e+02 -1.07990544e+02 -1.07990544e+02 
 1.29520000e+11 -6.72703892e-01 -6.63796165e-01 -4.19150033e+01 -4.19150032e+01 -1.74269622e+02 -1.79234357e+02 -1.08204957e+02 -1.08204957e+02 
 1.29600000e+11 -6.74823892e-01 -6.65805567e-01 -4.18392523e+01 -4.18392522e+01 -1.74376199e+02 -1.79344211e+02 -1.08419896e+02 -1.08419896e+02 
 1.29680000e+11 -6.76960737e-01 -6.67831280e-01 -4.17631686e+01 -4.17631685e+01 -1.74483032e+02 -1.79454317e+02 -1.08635369e+02 -1.08635369e+02 
 1.29760000e+11 -6.79114649e-01 -6.69873523e-01 -4.16867506e+01 -4.16867506e+01 -1.74590124e+02 -1.79564680e+02 -1.08851384e+02 -1.08851384e+02 
 1.29840000e+11 -6.81285855e-01 -6.71932516e-01 -4.16099969e+01 -4.16099968e+01 -1.74697477e+02 -1.79675300e+02 -1.09067951e+02 -1.09067951e+02 
 1.29920000e+11 -6.83474584e-01 -6.74008484e-01 -4.15329057e+01 -4.15329057e+01 -1.74805093e+02 -1.79786181e+02 -1.09285079e+02 -1.09285079e+02 
 1.30000000e+11 -6.85681073e-01 -6.76101656e-01 -4.14554755e+01 -4.14554754e+01 -1.74912975e+02 -1.79897325e+02 -1.09502777e+02 -1.09502777e+02 
 1.30080000e+11 -6.87905560e-01 -6.78212267e-01 -4.13777046e+01 -4.13777046e+01 -1.75021126e+02 -1.80008734e+02 -1.09721053e+02 -1.09721053e+02 
