        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            Re{I[3][1]} (A),            Im{I[3][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A),            Re{I[3][2]} (A),            Im{I[3][2]} (A),            I_inc[3][3] (A),            Re{I[1][3]} (A),            Im{I[1][3]} (A),            Re{I[2][3]} (A),            Im{I[2][3]} (A),            Re{I[3][3]} (A),            Im{I[3][3]} (A)
 1.56800000e+02,        +1.414213562373e-01,        +1.272150814890e-01,        -3.331730059030e-05,        +1.403526302510e-03,        -8.506585065619e-02,        +1.421590343506e-03,        -8.504905590214e-02,        +1.414213562373e-01,        +1.403526302510e-03,        -8.506585065619e-02,        +2.183320394962e-01,        -3.038043886052e-03,        -5.667259272777e-02,        -4.119967513996e-03,        +1.414213562373e-01,        +1.421590343506e-03,        -8.504905590214e-02,        -5.667259272777e-02,        -4.119967513996e-03,        +2.183587869148e-01,        -2.930743029759e-03
 1.58400000e+02,        +1.414213562373e-01,        +1.271980712454e-01,        -2.635083730568e-04,        +4.027430790397e-05,        -8.506454373132e-02,        +5.922019775424e-05,        -8.504765518684e-02,        +1.414213562373e-01,        +4.027430790402e-05,        -8.506454373132e-02,        +2.183157888501e-01,        -4.224704138778e-03,        -5.674972712817e-02,        -2.420691037239e-03,        +1.414213562373e-01,        +5.922019775428e-05,        -8.504765518684e-02,        -5.674972712816e-02,        -2.420691037240e-03,        +2.183437647063e-01,        -4.116498878064e-03
 1.60000000e+02,        +1.414213562373e-01,        +1.271737919300e-01,        -4.936402505838e-04,        -1.322652142922e-03,        -8.504071252900e-02,        -1.302797440243e-03,        -8.502376100077e-02,        +1.414213562373e-01,        -1.322652142922e-03,        -8.504071252900e-02,        +2.182675057298e-01,        -5.409914031351e-03,        -5.677770580612e-02,        -7.204024913286e-04,        +1.414213562373e-01,        -1.302797440243e-03,        -8.502376100077e-02,        -5.677770580612e-02,        -7.204024913286e-04,        +2.182967249944e-01,        -5.300833793276e-03
 1.61600000e+02,        +1.414213562373e-01,        +1.271422395045e-01,        -7.235012800143e-04,        -2.684852012109e-03,        -8.499436188813e-02,        -2.664062314501e-03,        -8.497738019359e-02,        +1.414213562373e-01,        -2.684852012109e-03,        -8.499436188813e-02,        +2.181872378144e-01,        -6.592891719985e-03,        -5.675650840107e-02,        +9.795739655609e-04,        +1.414213562373e-01,        -2.664062314501e-03,        -8.497738019359e-02,        -5.675650840107e-02,        +9.795739655609e-04,        +2.182177144673e-01,        -6.482966485097e-03
 1.63200000e+02,        +1.414213562373e-01,        +1.271034161808e-01,        -9.528795817991e-04,        -4.045924080865e-03,        -8.492550504261e-02,        -4.024174110302e-03,        -8.490852802657e-02,        +1.414213562373e-01,        -4.045924080865e-03,        -8.492550504261e-02,        +2.180750440374e-01,        -7.772853717925e-03,        -5.668614342203e-02,        +2.677910632153e-03,        +1.414213562373e-01,        -4.024174110302e-03,        -8.490852802657e-02,        -5.668614342203e-02,        +2.677910632153e-03,        +2.181067910464e-01,        -7.662113986076e-03
 1.64800000e+02,        +1.414213562373e-01,        +1.270573304330e-01,        -1.181563247150e-03,        -5.405467175358e-03,        -8.483416363758e-02,        -5.382732686149e-03,        -8.481722818432e-02,        +1.414213562373e-01,        -5.405467175358e-03,        -8.483416363758e-02,        +2.179309948418e-01,        -8.949014247816e-03,        -5.656664855911e-02,        +4.373276215734e-03,        +1.414213562373e-01,        -5.382732686149e-03,        -8.481722818432e-02,        -5.656664855911e-02,        +4.373276215734e-03,        +2.179640241426e-01,        -8.837491004538e-03
 1.66400000e+02,        +1.414213562373e-01,        +1.270039970016e-01,        -1.409340535714e-03,        -6.763080393212e-03,        -8.472036773778e-02,        -6.739338306764e-03,        -8.470351277814e-02,        +1.414213562373e-01,        -6.763080393212e-03,        -8.472036773778e-02,        +2.177551725343e-01,        -1.012058456811e-02,        -5.639809107207e-02,        +6.064335759758e-03,        +1.414213562373e-01,        -6.739338306764e-03,        -8.470351277814e-02,        -5.639809107207e-02,        +6.064335759758e-03,        +2.177894950112e-01,        -1.000830925178e-02
 1.68000000e+02,        +1.414213562373e-01,        +1.269434368907e-01,        -1.636000073418e-03,        -8.118363330271e-03,        -8.458415582822e-02,        -8.093591876875e-03,        -8.456742234093e-02,        +1.414213562373e-01,        -8.118363330271e-03,        -8.458415582822e-02,        +2.175476717516e-01,        -1.128677227656e-02,        -5.618056826817e-02,        +7.749750549491e-03,        +1.414213562373e-01,        -8.093591876875e-03,        -8.456742234093e-02,        -5.618056826817e-02,        +7.749750549491e-03,        +2.175832972182e-01,        -1.117377674659e-02
 1.69600000e+02,        +1.414213562373e-01,        +1.268756773580e-01,        -1.861331050129e-03,        -9.470916307332e-03,        -8.442557480709e-02,        -9.445095175506e-03,        -8.440900581363e-02,        +1.414213562373e-01,        -9.470916307331e-03,        -8.442557480709e-02,        +2.173086000506e-01,        -1.244678059520e-02,        -5.591420808323e-02,        +9.428177999191e-03,        +1.414213562373e-01,        -9.445095175506e-03,        -8.440900581363e-02,        -5.591420808323e-02,        +9.428177999191e-03,        +2.173455372305e-01,        -1.233309710133e-02
 1.71200000e+02,        +1.414213562373e-01,        +1.268007518979e-01,        -2.085123416741e-03,        -1.082034059651e-02,        -8.424467997096e-02,        -1.079345109047e-02,        -8.422832052274e-02,        +1.414213562373e-01,        -1.082034059651e-02,        -8.424467997096e-02,        +2.170380786414e-01,        -1.359980764305e-02,        -5.559916978224e-02,        +1.109827152615e-02,        +1.414213562373e-01,        -1.079345109047e-02,        -8.422832052274e-02,        -5.559916978224e-02,        +1.109827152615e-02,        +2.170763351481e-01,        -1.348546879586e-02
 1.72800000e+02,        +1.414213562373e-01,        +1.267187002172e-01,        -2.307168081285e-03,        -1.216623864689e-02,        -8.404153499220e-02,        -1.213826385277e-02,        -8.402543214903e-02,        +1.414213562373e-01,        -1.216623864689e-02,        -8.404153499220e-02,        +2.167362432801e-01,        -1.474504570524e-02,        -5.523564479883e-02,        +1.275868041948e-02,        +1.414213562373e-01,        -1.213826385277e-02,        -8.402543214903e-02,        -5.523564479883e-02,        +1.275868041948e-02,        +2.167758255952e-01,        -1.463008444781e-02
 1.74400000e+02,        +1.414213562373e-01,        +1.266295682037e-01,        -2.527257103711e-03,        -1.350821430921e-02,        -8.381621188876e-02,        -1.347913927043e-02,        -8.380041468690e-02,        +1.414213562373e-01,        -1.350821430921e-02,        -8.381621188876e-02,        +2.164032453446e-01,        -1.588168051065e-02,        -5.482385773550e-02,        +1.440804971503e-02,        +1.414213562373e-01,        -1.347913927043e-02,        -8.380041468690e-02,        -5.482385773550e-02,        +1.440804971503e-02,        +2.164441587938e-01,        -1.576613009109e-02
 1.76000000e+02,        +1.414213562373e-01,        +1.265334078887e-01,        -2.745183888983e-03,        -1.484587305891e-02,        -8.356879098636e-02,        -1.481568496140e-02,        -8.355335039439e-02,        +1.414213562373e-01,        -1.484587305891e-02,        -8.356879098636e-02,        +2.160392531173e-01,        -1.700889053477e-02,        -5.436406754973e-02,        +1.604502009234e-02,        +1.414213562373e-01,        -1.481568496140e-02,        -8.355335039439e-02,        -5.436406754973e-02,        +1.604502009234e-02,        +2.160815018435e-01,        -1.689278447923e-02
 1.77600000e+02,        +1.414213562373e-01,        +1.264302774029e-01,        -2.960743378258e-03,        -1.617882221747e-02,        -8.329936087306e-02,        -1.614751058479e-02,        -8.328432973344e-02,        +1.414213562373e-01,        -1.617882221747e-02,        -8.329936087306e-02,        +2.156444533044e-01,        -1.812584635016e-02,        -5.385656895451e-02,        +1.766822781551e-02,        +1.414213562373e-01,        -1.614751058479e-02,        -8.328432973344e-02,        -5.385656895451e-02,        +1.766822781551e-02,        +2.156880402363e-01,        -1.800921843568e-02
 1.79200000e+02,        +1.414213562373e-01,        +1.263202409259e-01,        -3.173732238051e-03,        -1.750667117110e-02,        -8.300801834657e-02,        -1.747422806983e-02,        -8.299345130034e-02,        +1.414213562373e-01,        -1.750667117110e-02,        -8.300801834657e-02,        +2.152190528213e-01,        -1.923171005511e-02,        -5.330169406459e-02,        +1.927630474796e-02,        +1.414213562373e-01,        -1.747422806983e-02,        -8.299345130034e-02,        -5.330169406459e-02,        +1.927630474796e-02,        +2.152639796382e-01,        -1.911459428146e-02
 1.80800000e+02,        +1.414213562373e-01,        +1.262033686306e-01,        -3.383949047414e-03,        -1.882903158664e-02,        -8.269486835463e-02,        -1.879545184173e-02,        -8.268082174644e-02,        +1.414213562373e-01,        -1.882903158664e-02,        -8.269486835463e-02,        +2.147632808810e-01,        -2.032563482093e-02,        -5.269981432265e-02,        +2.086787848080e-02,        +1.414213562373e-01,        -1.879545184173e-02,        -8.268082174644e-02,        -5.269981432265e-02,        +2.086787848080e-02,        +2.148095479719e-01,        -2.020806538057e-02
 1.82400000e+02,        +1.414213562373e-01,        +1.260797366213e-01,        -3.591194483299e-03,        -2.014551762387e-02,        -8.236002392897e-02,        -2.011079904372e-02,        -8.234655568912e-02,        +1.414213562373e-01,        -2.014551762387e-02,        -8.236002392897e-02,        +2.142773914194e-01,        -2.140676461167e-02,        -5.205134274119e-02,        +2.244157262768e-02,        +1.414213562373e-01,        -2.011079904372e-02,        -8.234655568912e-02,        -5.205134274119e-02,        +2.244157262768e-02,        +2.143249978364e-01,        -2.128877585666e-02
 1.84000000e+02,        +1.414213562373e-01,        +1.259494268669e-01,        -3.795271504325e-03,        -2.145574614415e-02,        -8.200360611380e-02,        -2.141988975458e-02,        -8.199077561356e-02,        +1.414213562373e-01,        -2.145574614415e-02,        -8.200360611380e-02,        +2.137616658950e-01,        -2.247423414630e-02,        -5.135673649614e-02,        +2.399600735492e-02,        +1.414213562373e-01,        -2.141988975458e-02,        -8.199077561356e-02,        -5.135673649614e-02,        +2.399600735492e-02,        +2.138106093013e-01,        -2.235586055126e-02
 1.85600000e+02,        +1.414213562373e-01,        +1.258125271278e-01,        -3.995985533055e-03,        -2.275933691531e-02,        -8.162574388945e-02,        -2.272234720122e-02,        -8.161361176544e-02,        +1.414213562373e-01,        -2.275933691531e-02,        -8.162574388945e-02,        +2.132164164967e-01,        -2.352716919429e-02,        -5.061649990539e-02,        +2.552980023639e-02,        +1.414213562373e-01,        -2.272234720122e-02,        -8.161361176544e-02,        -5.061649990539e-02,        +2.552980023639e-02,        +2.132666931070e-01,        -2.340844531415e-02
 1.87200000e+02,        +1.414213562373e-01,        +1.256691308757e-01,        -4.193144636684e-03,        -2.405591281299e-02,        -8.122657409255e-02,        -2.401779796594e-02,        -8.121520203501e-02,        +1.414213562373e-01,        -2.405591281299e-02,        -8.122657409255e-02,        +2.126419897847e-01,        -2.456468732045e-02,        -4.983118781873e-02,        +2.704156754692e-02,        +1.414213562373e-01,        -2.401779796594e-02,        -8.121520203501e-02,        -4.983118781873e-02,        +2.704156754692e-02,        +2.126935942987e-01,        -2.444564774168e-02
 1.88800000e+02,        +1.414213562373e-01,        +1.255193372081e-01,        -4.386559705732e-03,        -2.534510001931e-02,        -8.080624133313e-02,        -2.530587218814e-02,        -8.079569183234e-02,        +1.414213562373e-01,        -2.534510001931e-02,        -8.080624133313e-02,        +2.120387707774e-01,        -2.558589922466e-02,        -4.900140943168e-02,        +2.852992613816e-02,        +1.414213562373e-01,        -2.530587218814e-02,        -8.079569183234e-02,        -4.900140943168e-02,        +2.852992613816e-02,        +2.120916963049e-01,        -2.546657850830e-02
 1.90400000e+02,        +1.414213562373e-01,        +1.253632507535e-01,        -4.576044630053e-03,        -2.662652821963e-02,        -8.036489790965e-02,        -2.658620376009e-02,        -8.035523395362e-02,        +1.414213562373e-01,        -2.662652821963e-02,        -8.036489790965e-02,        +2.114071874729e-01,        -2.658991085668e-02,        -4.812783251282e-02,        +2.999349607518e-02,        +1.414213562373e-01,        -2.658620376009e-02,        -8.035523395362e-02,        -4.812783251282e-02,        +2.999349607518e-02,        +2.114614254486e-01,        -2.647034347045e-02
 1.92000000e+02,        +1.414213562373e-01,        +1.252009815715e-01,        -4.761416471324e-03,        -2.789983079881e-02,        -7.990270372207e-02,        -2.785843051593e-02,        -7.989398843786e-02,        +1.414213562373e-01,        -2.789983079881e-02,        -7.990270372207e-02,        +2.107477157547e-01,        -2.757582652384e-02,        -4.721118799725e-02,        +3.143090425011e-02,        +1.414213562373e-01,        -2.785843051593e-02,        -7.989398843786e-02,        -4.721118799725e-02,        +3.143090425011e-02,        +2.108032558428e-01,        -2.745604675986e-02
 1.93600000e+02,        +1.414213562373e-01,        +1.250326450442e-01,        -4.942495631167e-03,        -2.916464503822e-02,        -7.941982618302e-02,        -2.912219441251e-02,        -7.941212241356e-02,        +1.414213562373e-01,        -2.916464503822e-02,        -7.941982618302e-02,        +2.100608845791e-01,        -2.854275324847e-02,        -4.625227484349e-02,        +3.284078922884e-02,        +1.414213562373e-01,        -2.912219441251e-02,        -7.941212241356e-02,        -4.625227484349e-02,        +3.284078922884e-02,        +2.101177145659e-01,        -2.842279512154e-02
 1.95200000e+02,        +1.414213562373e-01,        +1.248583617619e-01,        -5.119106014278e-03,        -3.042061231500e-02,        -7.891644012689e-02,        -3.037714170024e-02,        -7.890980993491e-02,        +1.414213562373e-01,        -3.042061231500e-02,        -7.891644012689e-02,        +2.093472812598e-01,        -2.948980666729e-02,        -4.525196497256e-02,        +3.422180762202e-02,        +1.414213562373e-01,        -3.037714170024e-02,        -7.890980993491e-02,        -4.525196497256e-02,        +3.422180762202e-02,        +2.094053869356e-01,        -2.936970378746e-02
 1.96800000e+02,        +1.414213562373e-01,        +1.246782574036e-01,        -5.291075186124e-03,        -3.166737830527e-02,        -7.839272771610e-02,        -3.162292308114e-02,        -7.838723180803e-02,        +1.414213562373e-01,        -3.166737830527e-02,        -7.839272771610e-02,        +2.086075565590e-01,        -3.041611878913e-02,        -4.421120799911e-02,        +3.557264229627e-02,        +1.414213562373e-01,        -3.162292308114e-02,        -7.838723180803e-02,        -4.421120799911e-02,        +3.557264229627e-02,        +2.086669215912e-01,        -3.029590420080e-02
 1.98400000e+02,        +1.414213562373e-01,        +1.244924626110e-01,        -5.458234525070e-03,        -3.290459319322e-02,        -7.784887834351e-02,        -3.285919385132e-02,        -7.784457540807e-02,        +1.414213562373e-01,        -3.290459319322e-02,        -7.784887834351e-02,        +2.078424291504e-01,        -3.132084792771e-02,        -4.313103532230e-02,        +3.689201274212e-02,        +1.414213562373e-01,        -3.285919385132e-02,        -7.784457540807e-02,        -4.313103532230e-02,        +3.689201274212e-02,        +2.079030349520e-01,        -3.120055390671e-02
 2.00000000e+02,        +1.414213562373e-01,        +1.243011128591e-01,        -5.620419368919e-03,        -3.413191188815e-02,        -7.728508852932e-02,        -3.408561402443e-02,        -7.728203448951e-02,        +1.414213562373e-01,        -3.413191188815e-02,        -7.728508852932e-02,        +2.070526888398e-01,        -3.220319108586e-02,        -4.201256296456e-02,        +3.817868787423e-02,        +1.414213562373e-01,        -3.408561402443e-02,        -7.728203448951e-02,        -4.201256296456e-02,        +3.817868787423e-02,        +2.071145144421e-01,        -3.208284888504e-02
 2.01600000e+02,        +1.414213562373e-01,        +1.241043483224e-01,        -5.777469155958e-03,        -3.534899425186e-02,        -7.670156180938e-02,        -3.530184843293e-02,        -7.669980899317e-02,        +1.414213562373e-01,        -3.534899425186e-02,        -7.670156180938e-02,        +2.062391977208e-01,        -3.306239896096e-02,        -4.085699233567e-02,        +3.943150143389e-02,        +1.414213562373e-01,        -3.530184843293e-02,        -7.669980899317e-02,        -4.085699233567e-02,        +3.943150143389e-02,        +2.063022196606e-01,        -3.294203849555e-02
 2.03200000e+02,        +1.414213562373e-01,        +1.239023137367e-01,        -5.929227560591e-03,        -3.655550533829e-02,        -7.609850861100e-02,        -3.650756680444e-02,        -7.609810485476e-02,        +1.414213562373e-01,        -3.655550533829e-02,        -7.609850861100e-02,        +2.054028882078e-01,        -3.389779354082e-02,        -3.966560787013e-02,        +4.064936996289e-02,        +1.414213562373e-01,        -3.650756680444e-02,        -7.609810485476e-02,        -3.966560787013e-02,        +4.064936996289e-02,        +2.054670804470e-01,        -3.377744300579e-02
 2.04800000e+02,        +1.414213562373e-01,        +1.236951582579e-01,        -6.075542623609e-03,        -3.775111564670e-02,        -7.547614611030e-02,        -3.770244381130e-02,        -7.547713382200e-02,        +1.414213562373e-01,        -3.775111564670e-02,        -7.547614611030e-02,        +2.045447566794e-01,        -3.470878793046e-02,        -3.843977027082e-02,        +4.183131299050e-02,        +1.414213562373e-01,        -3.770244381130e-02,        -7.547713382200e-02,        -3.843977027082e-02,        +4.183131299050e-02,        +2.046100905768e-01,        -3.458847334560e-02
 2.06400000e+02,        +1.414213562373e-01,        +1.234830353168e-01,        -6.216266877069e-03,        -3.893550138807e-02,        -7.483469806340e-02,        -3.888615909328e-02,        -7.483711328848e-02,        +1.414213562373e-01,        -3.893550138807e-02,        -7.483469806340e-02,        +2.036658513128e-01,        -3.549490756781e-02,        -3.718090394482e-02,        +4.297647459318e-02,        +1.414213562373e-01,        -3.888615909328e-02,        -7.483711328848e-02,        -3.718090394482e-02,        +4.297647459318e-02,        +2.037322956754e-01,        -3.537465225119e-02
 2.08000000e+02,        +1.414213562373e-01,        +1.232661024704e-01,        -6.351257463746e-03,        -4.010834476171e-02,        -7.417439460233e-02,        -4.005839725648e-02,        -7.417826615467e-02,        +1.414213562373e-01,        -4.010834476171e-02,        -7.417439460233e-02,        +2.027672526972e-01,        -3.625581133866e-02,        -3.589047722102e-02,        +4.408414484120e-02,        +1.414213562373e-01,        -4.005839725648e-02,        -7.417826615467e-02,        -3.589047722102e-02,        +4.408414484120e-02,        +2.028347739419e-01,        -3.613563531753e-02
 2.09600000e+02,        +1.414213562373e-01,        +1.230445212510e-01,        -6.480376251058e-03,        -4.126933423485e-02,        -7.349547198561e-02,        -4.121884785494e-02,        -7.350082072651e-02,        +1.414213562373e-01,        -4.126933423485e-02,        -7.349547198561e-02,        +2.018500460755e-01,        -3.699131031872e-02,        -3.456997420123e-02,        +4.515377886471e-02,        +1.414213562373e-01,        -4.121884785494e-02,        -7.350082072651e-02,        -3.456997420123e-02,        +4.515377886471e-02,        +2.019186085338e-01,        -3.687122969781e-02
 2.11200000e+02,        +1.414213562373e-01,        +1.228184570110e-01,        -6.603489939400e-03,        -4.241816481351e-02,        -7.279817229423e-02,        -4.236720536701e-02,        -7.280501066172e-02,        +1.414213562373e-01,        -4.241816481351e-02,        -7.279817229423e-02,        +2.009152847077e-01,        -3.770138104239e-02,        -3.322085773830e-02,        +4.618501044549e-02,        +1.414213562373e-01,        -4.236720536701e-02,        -7.280501066172e-02,        -3.322085773830e-02,        +4.618501044549e-02,        +2.009848511056e-01,        -3.758140736343e-02
 2.12800000e+02,        +1.414213562373e-01,        +1.225880787660e-01,        -6.720470164820e-03,        -4.355453828669e-02,        -7.208274306676e-02,        -4.350316918407e-02,        -7.209107497074e-02,        +1.414213562373e-01,        -4.355453828669e-02,        -7.208274306676e-02,        +1.999639449717e-01,        -3.838616949949e-02,        -3.184452415353e-02,        +4.717765634304e-02,        +1.414213562373e-01,        -4.350316918407e-02,        -7.209107497074e-02,        -3.184452415353e-02,        +4.717765634304e-02,        +2.000344771092e-01,        -3.826630914154e-02
 2.14400000e+02,        +1.414213562373e-01,        +1.223535590354e-01,        -6.831193596034e-03,        -4.467816342107e-02,        -7.134943687355e-02,        -4.462644363427e-02,        -7.135925807298e-02,        +1.414213562373e-01,        -4.467816342107e-02,        -7.134943687355e-02,        +1.989968754377e-01,        -3.904598175821e-02,        -3.044225192432e-02,        +4.813170726038e-02,        +1.414213562373e-01,        -4.462644363427e-02,        -7.135925807298e-02,        -3.044225192432e-02,        +4.813170726038e-02,        +1.990683350778e-01,        -3.892623544324e-02
 2.16000000e+02,        +1.414213562373e-01,        +1.221150736800e-01,        -6.935542025809e-03,        -4.578875608030e-02,        -7.059851083932e-02,        -4.573673806710e-02,        -7.060980989965e-02,        +1.414213562373e-01,        -4.578875608030e-02,        -7.059851083932e-02,        +1.980147441483e-01,        -3.968125752701e-02,        -2.901514856386e-02,        +4.904730176767e-02,        +1.414213562373e-01,        -4.573673806710e-02,        -7.060980989965e-02,        -2.901514856386e-02,        +4.904730176767e-02,        +1.980870941056e-01,        -3.956162000637e-02
 2.17600000e+02,        +1.414213562373e-01,        +1.218728017386e-01,        -7.033402456788e-03,        -4.688603924402e-02,        -6.983022613570e-02,        -4.683376702368e-02,        -6.984298602237e-02,        +1.414213562373e-01,        -4.688603924402e-02,        -6.983022613570e-02,        +1.970179903716e-01,        -4.029252439660e-02,        -2.756410194428e-02,        +4.992468092576e-02,        +1.414213562373e-01,        -4.683376702368e-02,        -6.984298602237e-02,        -2.756410194428e-02,        +4.992468092576e-02,        +1.970911957559e-01,        -4.017298439644e-02
 2.19200000e+02,        +1.414213562373e-01,        +1.216269252627e-01,        -7.124667181853e-03,        -4.796974290907e-02,        -6.904484747785e-02,        -4.791725050995e-02,        -6.905904777424e-02,        +1.414213562373e-01,        -4.796974290907e-02,        -6.904484747785e-02,        +1.960067886054e-01,        -4.088033307115e-02,        -2.608974382923e-02,        +5.076412391362e-02,        +1.414213562373e-01,        -4.791725050995e-02,        -6.905904777424e-02,        -2.608974382923e-02,        +5.076412391362e-02,        +1.960808181493e-01,        -4.076087356482e-02
 2.20800000e+02,        +1.414213562373e-01,        +1.213776291483e-01,        -7.209233859082e-03,        -4.903960386952e-02,        -6.824264266907e-02,        -4.898691437645e-02,        -6.825826231985e-02,        +1.414213562373e-01,        -4.903960386952e-02,        -6.824264266907e-02,        +1.949810329430e-01,        -4.144517740147e-02,        -2.459243370770e-02,        +5.156586845949e-02,        +1.414213562373e-01,        -4.898691437645e-02,        -6.825826231985e-02,        -2.459243370770e-02,        +5.156586845949e-02,        +1.950558603059e-01,        -4.132577625135e-02
 2.22400000e+02,        +1.414213562373e-01,        +1.211251009677e-01,        -7.287005581325e-03,        -5.009536539179e-02,        -6.742388224039e-02,        -5.004249078823e-02,        -6.744090262814e-02,        +1.414213562373e-01,        -5.009536539179e-02,        -6.742388224039e-02,        +1.939403484545e-01,        -4.198740683715e-02,        -2.307226957778e-02,        +5.233002367266e-02,        +1.414213562373e-01,        -5.004249078823e-02,        -6.744090262814e-02,        -2.307226957778e-02,        +5.233002367266e-02,        +1.940159533793e-01,        -4.186803780826e-02
 2.24000000e+02,        +1.414213562373e-01,        +1.208695307979e-01,        -7.357890940305e-03,        -5.113677682237e-02,        -6.658883922535e-02,        -5.108371874754e-02,        -6.660724730871e-02,        +1.414213562373e-01,        -5.113677682237e-02,        -6.658883922535e-02,        +1.928841328323e-01,        -4.250714201368e-02,        -2.152912892636e-02,        +5.305648596675e-02,        +1.414213562373e-01,        -5.108371874754e-02,        -6.660724730871e-02,        -2.152912892636e-02,        +5.305648596675e-02,        +1.929605020284e-01,        -4.238777611155e-02
 2.25600000e+02,        +1.414213562373e-01,        +1.206111110486e-01,        -7.421804085065e-03,        -5.216359318352e-02,        -6.573778909190e-02,        -5.211034461422e-02,        -6.575758028992e-02,        +1.414213562373e-01,        -5.216359318352e-02,        -6.573778909190e-02,        +1.918116266153e-01,        -4.300420548251e-02,        -1.996273823128e-02,        +5.374487005797e-02,        +1.414213562373e-01,        -5.211034461422e-02,        -6.575758028992e-02,        -1.996273823128e-02,        +5.374487005797e-02,        +1.918887542608e-01,        -4.288481251849e-02
 2.27200000e+02,        +1.414213562373e-01,        +1.203500362876e-01,        -7.478664774488e-03,        -5.317557481938e-02,        -6.487100982791e-02,        -5.312212256139e-02,        -6.489219034315e-02,        +1.414213562373e-01,        -5.317557481938e-02,        -6.487100982791e-02,        +1.907220049573e-01,        -4.347807831771e-02,        -1.837276397368e-02,        +5.439446575270e-02,        +1.414213562373e-01,        -5.312212256139e-02,        -6.489219034315e-02,        -1.837276397368e-02,        +5.439446575270e-02,        +1.907998927577e-01,        -4.335862856651e-02
 2.28800000e+02,        +1.414213562373e-01,        +1.200865030654e-01,        -7.528398423600e-03,        -5.417248714922e-02,        -6.398878214905e-02,        -5.411881490995e-02,        -6.401137048479e-02,        +1.414213562373e-01,        -5.417248714922e-02,        -6.398878214905e-02,        +1.896144796028e-01,        -4.392788947542e-02,        -1.675891385226e-02,        +5.500422739243e-02,        +1.414213562373e-01,        -5.411881490995e-02,        -6.401137048479e-02,        -1.675891385226e-02,        +5.500422739243e-02,        +1.896931363980e-01,        -4.380835527313e-02
 2.30400000e+02,        +1.414213562373e-01,        +1.198207097386e-01,        -7.570936143393e-03,        -5.515410056557e-02,        -6.309138977593e-02,        -5.510019230441e-02,        -6.311541730968e-02,        +1.414213562373e-01,        -5.515410056557e-02,        -6.309138977593e-02,        +1.884883977652e-01,        -4.435243920780e-02,        -1.512103492477e-02,        +5.557279726268e-02,        +1.414213562373e-01,        -5.510019230441e-02,        -6.311541730968e-02,        -1.512103492477e-02,        +5.557279726268e-02,        +1.885678387365e-01,        -4.423279634794e-02
 2.32000000e+02,        +1.414213562373e-01,        +1.195528562926e-01,        -7.606214774018e-03,        -5.612019048809e-02,        -6.217911971728e-02,        -5.606603371918e-02,        -6.220463031941e-02,        +1.414213562373e-01,        -5.612019048809e-02,        -6.217911971728e-02,        +1.873433255538e-01,        -4.475025202688e-02,        -1.345919634780e-02,        +5.609855847775e-02,        +1.414213562373e-01,        -5.606603371918e-02,        -6.220463031941e-02,        -1.345919634780e-02,        +5.609855847775e-02,        +1.874235711298e-01,        -4.463048084535e-02
 2.33600000e+02,        +1.414213562373e-01,        +1.192831441649e-01,        -7.634176911325e-03,        -5.707053755620e-02,        -6.125226250036e-02,        -5.701612631250e-02,        -6.127931130508e-02,        +1.414213562373e-01,        -5.707053755620e-02,        -6.125226250036e-02,        +1.861791070999e-01,        -4.511965021863e-02,        -1.177374787954e-02,        +5.657970836658e-02,        +1.414213562373e-01,        -5.701612631250e-02,        -6.127931130508e-02,        -1.177374787954e-02,        +5.657970836658e-02,        +1.862601816873e-01,        -4.499973630687e-02
 2.35200000e+02,        +1.414213562373e-01,        +1.190117760680e-01,        -7.654770926871e-03,        -5.800492792284e-02,        -6.031111230494e-02,        -5.795026516566e-02,        -6.033976382834e-02,        +1.414213562373e-01,        -5.800492792284e-02,        -6.031111230494e-02,        +1.849958954524e-01,        -4.545883674740e-02,        -1.006535021910e-02,        +5.701434122567e-02,        +1.414213562373e-01,        -5.795026516566e-02,        -6.033976382834e-02,        -1.006535021910e-02,        +5.701434122567e-02,        +1.850778261236e-01,        -4.533877128528e-02
 2.36800000e+02,        +1.414213562373e-01,        +1.187389558140e-01,        -7.667950981627e-03,        -5.892315360103e-02,        -5.935596697937e-02,        -5.886825295604e-02,        -5.938629282290e-02,        +1.414213562373e-01,        -5.892315360103e-02,        -5.935596697937e-02,        +1.837941562384e-01,        -4.576597675368e-02,        -8.334978170464e-03,        +5.740052966532e-02,        +1.414213562373e-01,        -5.886825295604e-02,        -5.938629282290e-02,        -8.334978170464e-03,        +5.740052966532e-02,        +1.838769714900e-01,        -4.564575649899e-02
 2.38400000e+02,        +1.414213562373e-01,        +1.184648881401e-01,        -7.673677033656e-03,        -5.982501281578e-02,        -5.838712793883e-02,        -5.976989961140e-02,        -5.841920431694e-02,        +1.414213562373e-01,        -5.982501281578e-02,        -5.838712793883e-02,        +1.825746488589e-01,        -4.603926916778e-02,        -6.583901385861e-03,        +5.773639608708e-02,        +1.414213562373e-01,        -5.976989961140e-02,        -5.841920431694e-02,        -6.583901385861e-03,        +5.773639608708e-02,        +1.826583775254e-01,        -4.591889616978e-02
