        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.)
 1.87200000e+02,        -1.876613807706e+01,        -1.650938783763e+02,        -4.451207411420e+00,        -1.064970855425e+02,        -4.453434749590e+00,        -1.064745459647e+02,        -4.451207411420e+00,        -1.064970855425e+02,        -5.470027189229e+00,        -1.902981099956e+01,        -7.939309303620e+00,        +1.515129306939e+02,        -4.453434749590e+00,        -1.064745459647e+02,        -7.939309303620e+00,        +1.515129306939e+02,        -5.468864977826e+00,        -1.893144312331e+01
 1.88800000e+02,        -1.866275725679e+01,        -1.645785200383e+02,        -4.453883403733e+00,        -1.074141768256e+02,        -4.456119460697e+00,        -1.073909832479e+02,        -4.453883403733e+00,        -1.074141768256e+02,        -5.496386750380e+00,        -1.991631983148e+01,        -7.938362075227e+00,        +1.497908954132e+02,        -4.456119460697e+00,        -1.073909832479e+02,        -7.938362075227e+00,        +1.497908954132e+02,        -5.495319815027e+00,        -1.981700120474e+01
 1.90400000e+02,        -1.855732645837e+01,        -1.640941467796e+02,        -4.456629735827e+00,        -1.083310858963e+02,        -4.458871580861e+00,        -1.083072309377e+02,        -4.456629735827e+00,        -1.083310858963e+02,        -5.524512823153e+00,        -2.080342536373e+01,        -7.937277169319e+00,        +1.480686411185e+02,        -4.458871580861e+00,        -1.083072309377e+02,        -7.937277169319e+00,        +1.480686411185e+02,        -5.523544041999e+00,        -2.070315432393e+01
 1.92000000e+02,        -1.845010860920e+01,        -1.636406386636e+02,        -4.459445886746e+00,        -1.092477999932e+02,        -4.461690464358e+00,        -1.092232775753e+02,        -4.459445886746e+00,        -1.092477999932e+02,        -5.554422922376e+00,        -2.169109366752e+01,        -7.936061997178e+00,        +1.463462612761e+02,        -4.461690464358e+00,        -1.092232775753e+02,        -7.936061997178e+00,        +1.463462612761e+02,        -5.553555301703e+00,        -2.158986863988e+01
 1.93600000e+02,        -1.834135516143e+01,        -1.632177751958e+02,        -4.462331276023e+00,        -1.101643063726e+02,        -4.464575419357e+00,        -1.101391119022e+02,        -4.462331276023e+00,        -1.101643063726e+02,        -5.586133264464e+00,        -2.257927610611e+01,        -7.934722446089e+00,        +1.446238689498e+02,        -4.464575419357e+00,        -1.101391119022e+02,        -7.934722446089e+00,        +1.446238689498e+02,        -5.585369951900e+00,        -2.247709564038e+01
 1.95200000e+02,        -1.823130551609e+01,        -1.628252466911e+02,        -4.465285261322e+00,        -1.110805923121e+02,        -4.467525711036e+00,        -1.110547228761e+02,        -4.465285261322e+00,        -1.110805923121e+02,        -5.619658091063e+00,        -2.346790969199e+01,        -7.933262236492e+00,        +1.429015980935e+02,        -4.467525711036e+00,        -1.110547228761e+02,        -7.933262236492e+00,        +1.429015980935e+02,        -5.619002391643e+00,        -2.336477250062e+01
 1.96800000e+02,        -1.812018665067e+01,        -1.624626652287e+02,        -4.468307135499e+00,        -1.119966451169e+02,        -4.470540565379e+00,        -1.119700996835e+02,        -4.468307135499e+00,        -1.119966451169e+02,        -5.655008881071e+00,        -2.435691831744e+01,        -7.931682134338e+00,        +1.411796043282e+02,        -4.470540565379e+00,        -1.119700996835e+02,        -7.931682134338e+00,        +1.411796043282e+02,        -5.654464276737e+00,        -2.425282331210e+01
 1.98400000e+02,        -1.800821292671e+01,        -1.621295750778e+02,        -4.471396123059e+00,        -1.129124521291e+02,        -4.473619173718e+00,        -1.128852317502e+02,        -4.471396123059e+00,        -1.129124521291e+02,        -5.692193456576e+00,        -2.524621519471e+01,        -7.929979006426e+00,        +1.394580648928e+02,        -4.473619173718e+00,        -1.128852317502e+02,        -7.929979006426e+00,        +1.394580648928e+02,        -5.691763629729e+00,        -2.514116151701e+01
 2.00000000e+02,        -1.789558605345e+01,        -1.618254625102e+02,        -4.474551376014e+00,        -1.138280007436e+02,        -4.476760698056e+00,        -1.138001087465e+02,        -4.474551376014e+00,        -1.138280007436e+02,        -5.731215002729e+00,        -2.613570690950e+01,        -7.928144715876e+00,        +1.377371773712e+02,        -4.476760698056e+00,        -1.138001087465e+02,        -7.928144715876e+00,        +1.377371773712e+02,        -5.730903864363e+00,        -2.602969394959e+01
 2.01600000e+02,        -1.778249518474e+01,        -1.615497649436e+02,        -4.477771969213e+00,        -1.147432784299e+02,        -4.479964277122e+00,        -1.147147205850e+02,        -4.477771969213e+00,        -1.147432784299e+02,        -5.772071042828e+00,        -2.702529954593e+01,        -7.926164870900e+00,        +1.360171566986e+02,        -4.479964277122e+00,        -1.147147205850e+02,        -7.926164870900e+00,        +1.360171566986e+02,        -5.771882765663e+00,        -2.691832694095e+01
 2.03200000e+02,        -1.766911712742e+01,        -1.613018793796e+02,        -4.481056895297e+00,        -1.156582727650e+02,        -4.483229032976e+00,        -1.156290574085e+02,        -4.481056895297e+00,        -1.156582727650e+02,        -5.814752439168e+00,        -2.791490736386e+01,        -7.924017464647e+00,        +1.342982298705e+02,        -4.483229032976e+00,        -1.156290574085e+02,        -7.924017464647e+00,        +1.342982298705e+02,        -5.814691495929e+00,        -2.780697496601e+01
 2.04800000e+02,        -1.755561664097e+01,        -1.610811701265e+02,        -4.484405059577e+00,        -1.165729714767e+02,        -4.486554077843e+00,        -1.165431095652e+02,        -4.484405059577e+00,        -1.165729714767e+02,        -5.859242527761e+00,        -2.880446447038e+01,        -7.921671478998e+00,        +1.325806277250e+02,        -4.486554077843e+00,        -1.165431095652e+02,        -7.921671478998e+00,        +1.325806277250e+02,        -5.859313734368e+00,        -2.869557227229e+01
 2.06400000e+02,        -1.744214680994e+01,        -1.608869758070e+02,        -4.487815275338e+00,        -1.174873625033e+02,        -4.489938520661e+00,        -1.174568675687e+02,        -4.487815275338e+00,        -1.174873625033e+02,        -5.905516539244e+00,        -2.969393978944e+01,        -7.919085571149e+00,        +1.308645731961e+02,        -4.489938520661e+00,        -1.174568675687e+02,        -7.919085571149e+00,        +1.308645731961e+02,        -5.905725102103e+00,        -2.958408779288e+01
 2.08000000e+02,        -1.732884947282e+01,        -1.607186156704e+02,        -4.491286260270e+00,        -1.184014340684e+02,        -4.493381472596e+00,        -1.183703220406e+02,        -4.491286260270e+00,        -1.184014340684e+02,        -5.953541504472e+00,        -3.058335535231e+01,        -7.916207016875e+00,        +1.291502655776e+02,        -4.493381472596e+00,        -1.183703220406e+02,        -7.916207016875e+00,        +1.291502655776e+02,        -5.953893070278e+00,        -3.047254336558e+01
 2.09600000e+02,        -1.721585569266e+01,        -1.605753952339e+02,        -4.494816635006e+00,        -1.193151747732e+02,        -4.496882050546e+00,        -1.192834636363e+02,        -4.494816635006e+00,        -1.193151747732e+02,        -6.003276882123e+00,        -3.147280746790e+01,        -7.912971142300e+00,        +1.274378606640e+02,        -4.496882050546e+00,        -1.192834636363e+02,        -7.912971142300e+00,        +1.274378606640e+02,        -6.003777587651e+00,        -3.136103481822e+01
 2.11200000e+02,        -1.710328625692e+01,        -1.604566112868e+02,        -4.498404924919e+00,        -1.202285737040e+02,        -4.500439377448e+00,        -1.201962829533e+02,        -4.498404924919e+00,        -1.202285737040e+02,        -6.054676162636e+00,        -3.236248966807e+01,        -7.909301525071e+00,        +1.257274471776e+02,        -4.500439377448e+00,        -1.201962829533e+02,        -7.909301525071e+00,        +1.257274471776e+02,        -6.055332680887e+00,        -3.224975481865e+01
 2.12800000e+02,        -1.699125219570e+01,        -1.603615562977e+02,        -4.502049566437e+00,        -1.211416205500e+02,        -4.504052578142e+00,        -1.211087704306e+02,        -4.502049566437e+00,        -1.211416205500e+02,        -6.107689678540e+00,        -3.325271548787e+01,        -7.905111267371e+00,        +1.240190206861e+02,        -4.504052578142e+00,        -1.211087704306e+02,        -7.905111267371e+00,        +1.240190206861e+02,        -6.108509256603e+00,        -3.313901555647e+01
 2.14400000e+02,        -1.687985530911e+01,        -1.602895222650e+02,        -4.505748919011e+00,        -1.220543057221e+02,        -4.507720769639e+00,        -1.220209162449e+02,        -4.505748919011e+00,        -1.220543057221e+02,        -6.162268765197e+00,        -3.414393824263e+01,        -7.900305613606e+00,        +1.223124571981e+02,        -4.507720769639e+00,        -1.220209162449e+02,        -7.900305613606e+00,        +1.223124571981e+02,        -6.163259248402e+00,        -3.402926842873e+01
 2.16000000e+02,        -1.676918869626e+01,        -1.602398040536e+02,        -4.509501283422e+00,        -1.229666204594e+02,        -4.511443045104e+00,        -1.229327102188e+02,        -4.509501283422e+00,        -1.229666204594e+02,        -6.218371253176e+00,        -3.503676420552e+01,        -7.894786081103e+00,        +1.206074896620e+02,        -4.511443045104e+00,        -1.229327102188e+02,        -7.894786081103e+00,        +1.206074896620e+02,        -6.219541089922e+00,        -3.492111714782e+01
 2.17600000e+02,        -1.665933727948e+01,        -1.602117022626e+02,        -4.513304926355e+00,        -1.238785569072e+02,        -4.515218451652e+00,        -1.238441417583e+02,        -4.513304926355e+00,        -1.238785569072e+02,        -6.275968035419e+00,        -3.593195526490e+01,        -7.888456078623e+00,        +1.189036914160e+02,        -4.515218451652e+00,        -1.238441417583e+02,        -7.888456078623e+00,        +1.189036914160e+02,        -6.277326257834e+00,        -3.581532036680e+01
 2.19200000e+02,        -1.655037831875e+01,        -1.602045256652e+02,        -4.517158109986e+00,        -1.247901081470e+02,        -4.519045963159e+00,        -1.247551998352e+02,        -4.517158109986e+00,        -1.247901081470e+02,        -6.335050167595e+00,        -3.683041756863e+01,        -7.881227713463e+00,        +1.172004709057e+02,        -4.519045963159e+00,        -1.247551998352e+02,        -7.881227713463e+00,        +1.172004709057e+02,        -6.336606345042e+00,        -3.671278034484e+01
 2.20800000e+02,        -1.644238191221e+01,        -1.602175932626e+02,        -4.521059124090e+00,        -1.257012681653e+02,        -4.522924450618e+00,        -1.256658730325e+02,        -4.521059124090e+00,        -1.257012681653e+02,        -6.395635689486e+00,        -3.773317407237e+01,        -7.873029175014e+00,        +1.154970813496e+02,        -4.522924450618e+00,        -1.256658730325e+02,        -7.873029175014e+00,        +1.154970813496e+02,        -6.397399855029e+00,        -3.761451558053e+01
 2.22400000e+02,        -1.633541147979e+01,        -1.602502359926e+02,        -4.525006317013e+00,        -1.266120317513e+02,        -4.526852653676e+00,        -1.265761496589e+02,        -4.525006317013e+00,        -1.266120317513e+02,        -6.457775184478e+00,        -3.864132128700e+01,        -7.863811807045e+00,        +1.137926473177e+02,        -4.526852653676e+00,        -1.265761496589e+02,        -7.863811807045e+00,        +1.137926473177e+02,        -6.459757738312e+00,        -3.852161770967e+01
 2.24000000e+02,        -1.622952422745e+01,        -1.603017981290e+02,        -4.528998121226e+00,        -1.275223943261e+02,        -4.530829157607e+00,        -1.274860179315e+02,        -4.528998121226e+00,        -1.275223943261e+02,        -6.521555108054e+00,        -3.955597349737e+01,        -7.853555837377e+00,        +1.120862075156e+02,        -4.530829157607e+00,        -1.274860179315e+02,        -7.853555837377e+00,        +1.120862075156e+02,        -6.523766705954e+00,        -3.943519592979e+01
 2.25600000e+02,        -1.612477159063e+01,        -1.603716384081e+02,        -4.533033069470e+00,        -1.284323517194e+02,        -4.534852379735e+00,        -1.283954662101e+02,        -4.533033069470e+00,        -1.284323517194e+02,        -6.587098162187e+00,        -4.047820058963e+01,        -7.842273801653e+00,        +1.103767699632e+02,        -4.534852379735e+00,        -1.283954662101e+02,        -7.842273801653e+00,        +1.103767699632e+02,        -6.589549600289e+00,        -4.035631506623e+01
 2.27200000e+02,        -1.602119965579e+01,        -1.604591309159e+02,        -4.537109798666e+00,        -1.293418999198e+02,        -4.538920568095e+00,        -1.293044832583e+02,        -4.537109798666e+00,        -1.293418999198e+02,        -6.654560447796e+00,        -4.140896751414e+01,        -7.830011003318e+00,        +1.086633730367e+02,        -4.538920568095e+00,        -1.293044832583e+02,        -7.830011003318e+00,        +1.086633730367e+02,        -6.657262556569e+00,        -4.128593527610e+01
 2.28800000e+02,        -1.591884955962e+01,        -1.605636657637e+02,        -4.541227040794e+00,        -1.302510348316e+02,        -4.543031813144e+00,        -1.302130584959e+02,        -4.541227040794e+00,        -1.302510348316e+02,        -6.724125690800e+00,        -4.234908363931e+01,        -7.816842841336e+00,        +1.069451443514e+02,        -4.543031813144e+00,        -1.302130584959e+02,        -7.816842841336e+00,        +1.069451443514e+02,        -6.727089250420e+00,        -4.222486161202e+01
 2.30400000e+02,        -1.581775786579e+01,        -1.606846495820e+02,        -4.545383602160e+00,        -1.311597520709e+02,        -4.547184071094e+00,        -1.311211822134e+02,        -4.545383602160e+00,        -1.311597520709e+02,        -6.795997358098e+00,        -4.329916862354e+01,        -7.802869386982e+00,        +1.052213497225e+02,        -4.547184071094e+00,        -1.311211822134e+02,        -7.802869386982e+00,        +1.052213497225e+02,        -6.799233044632e+00,        -4.317371004477e+01
 2.32000000e+02,        -1.571795691966e+01,        -1.608215058550e+02,        -4.549578334448e+00,        -1.320680468250e+02,        -4.551375195487e+00,        -1.320288457213e+02,        -4.549578334448e+00,        -1.320680468250e+02,        -6.870389813923e+00,        -4.425963836716e+01,        -7.788208050579e+00,        +1.034914264124e+02,        -4.551375195487e+00,        -1.320288457213e+02,        -7.788208050579e+00,        +1.034914264124e+02,        -6.873908181431e+00,        -4.413289349031e+01
 2.33600000e+02,        -1.561947518123e+01,        -1.609736751191e+02,        -4.553810101972e+00,        -1.329759137878e+02,        -4.555602972579e+00,        -1.329360414239e+02,        -4.553810101972e+00,        -1.329759137878e+02,        -6.947519733645e+00,        -4.523071098626e+01,        -7.772985428958e+00,        +1.017549979599e+02,        -4.555602972579e+00,        -1.329360414239e+02,        -7.772985428958e+00,        +1.017549979599e+02,        -6.951331232586e+00,        -4.510262777978e+01
 2.35200000e+02,        -1.552233753711e+01,        -1.611406150425e+02,        -4.558077749685e+00,        -1.338833471699e+02,        -4.559865156011e+00,        -1.338427628177e+02,        -4.558077749685e+00,        -1.338833471699e+02,        -7.027598800849e+00,        -4.621242956100e+01,        -7.757329420866e+00,        +1.000118711764e+02,        -4.559865156011e+00,        -1.338427628177e+02,        -7.757329420866e+00,        +1.000118711764e+02,        -7.031713829005e+00,        -4.608295433614e+01
 2.36800000e+02,        -1.542656559229e+01,        -1.613218004048e+02,        -4.562380075599e+00,        -1.347903407701e+02,        -4.564159497100e+00,        -1.347490044276e+02,        -4.562380075599e+00,        -1.347903407701e+02,        -7.110828350557e+00,        -4.720469637772e+01,        -7.741362478880e+00,        +9.826201855195e+01,        -4.564159497100e+00,        -1.347490044276e+02,        -7.741362478880e+00,        +9.826201855194e+01,        -7.115257329900e+00,        -4.707377429523e+01
 2.38400000e+02,        -1.533217794231e+01,        -1.615167229902e+02,        -4.566715809952e+00,        -1.356968880899e+02,        -4.568483768415e+00,        -1.356547617004e+02,        -4.566715809952e+00,        -1.356968880899e+02,        -7.197396206419e+00,        -4.820731275770e+01,        -7.725196526589e+00,        +9.650555082279e+01,        -4.568483768415e+00,        -1.356547617004e+02,        -7.725196526589e+00,        +9.650555082279e+01,        -7.202149678093e+00,        -4.807488818696e+01
 2.40000000e+02,        -1.523919042696e+01,        -1.617248914087e+02,        -4.571083601978e+00,        -1.366029824702e+02,        -4.572835779789e+00,        -1.365600308747e+02,        -4.571083601978e+00,        -1.366029824702e+02,        -7.287475598542e+00,        -4.922001915498e+01,        -7.708929714245e+00,        +9.474268474773e+01,        -4.572835779789e+00,        -1.365600308747e+02,        -7.708929714245e+00,        +9.474268474773e+01,        -7.292564328389e+00,        -4.908603587950e+01
