        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            Re{V[3][1]} (V),            Im{V[3][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V),            Re{V[3][2]} (V),            Im{V[3][2]} (V),            V_inc[3][3] (V),            Re{V[1][3]} (V),            Im{V[1][3]} (V),            Re{V[2][3]} (V),            Im{V[2][3]} (V),            Re{V[3][3]} (V),            Im{V[3][3]} (V)
 1.47200000e+02,        +7.071067811865e+00,        +6.358274952867e+00,        +6.686487101675e-02,        +4.783748302139e-01,        -4.230073041133e+00,        +4.790432680897e-01,        -4.229288358027e+00,        +7.071067811865e+00,        +4.783748302139e-01,        -4.230073041133e+00,        +1.088777912383e+01,        +2.034324313386e-01,        -2.759112218077e+00,        -7.110333340529e-01,        +7.071067811865e+00,        +4.790432680896e-01,        -4.229288358027e+00,        -2.759112218077e+00,        -7.110333340529e-01,        +1.088876637518e+01,        +2.084970937462e-01
 1.48800000e+02,        +7.071067811865e+00,        +6.359583586881e+00,        +5.555793226661e-02,        +4.105337392701e-01,        -4.236746754645e+00,        +4.112376707556e-01,        -4.235950175957e+00,        +7.071067811865e+00,        +4.105337392701e-01,        -4.236746754645e+00,        +1.089659545605e+01,        +1.444843602226e-01,        -2.777614638160e+00,        -6.277535557632e-01,        +7.071067811865e+00,        +4.112376707556e-01,        -4.235950175957e+00,        -2.777614638160e+00,        -6.277535557632e-01,        +1.089763866375e+01,        +1.496023858436e-01
 1.50400000e+02,        +7.071067811865e+00,        +6.360536465197e+00,        +4.419123952133e-02,        +3.425894286795e-01,        -4.242301523311e+00,        +3.433303231820e-01,        -4.241494014172e+00,        +7.071067811865e+00,        +3.425894286795e-01,        -4.242301523311e+00,        +1.090380747418e+01,        +8.537435035323e-02,        -2.793695194973e+00,        -5.440296727689e-01,        +7.071067811865e+00,        +3.433303231820e-01,        -4.241494014172e+00,        -2.793695194973e+00,        -5.440296727689e-01,        +1.090490765745e+01,        +9.054447022302e-02
 1.52000000e+02,        +7.071067811865e+00,        +6.361131542444e+00,        +3.277510389348e-02,        +2.745616626320e-01,        -4.246735109112e+00,        +2.753409816704e-01,        -4.245917726557e+00,        +7.071067811865e+00,        +2.745616626320e-01,        -4.246735109112e+00,        +1.090941423199e+01,        +2.614159832058e-02,        -2.807344375492e+00,        -4.599268091815e-01,        +7.071067811865e+00,        +2.753409816704e-01,        -4.245917726557e+00,        -2.807344375492e+00,        -4.599268091815e-01,        +1.091057236840e+01,        +3.136250566417e-02
 1.53600000e+02,        +7.071067811865e+00,        +6.361367074995e+00,        +2.131990557062e-02,        +2.064702805887e-01,        -4.250045680871e+00,        +2.072894731530e-01,        -4.249219575647e+00,        +7.071067811865e+00,        +2.064702805887e-01,        -4.250045680871e+00,        +1.091341534955e+01,        -3.317478001446e-02,        -2.818554074239e+00,        -3.755102786333e-01,        +7.071067811865e+00,        +2.072894731530e-01,        -4.249219575647e+00,        -2.818554074239e+00,        -3.755102786333e-01,        +1.091463237351e+01,        -2.790442815724e-02
 1.55200000e+02,        +7.071067811865e+00,        +6.361241623611e+00,        +9.836084428142e-03,        +1.383351865093e-01,        -4.252231817346e+00,        +1.391956842056e-01,        -4.251398235589e+00,        +7.071067811865e+00,        +1.383351865093e-01,        -4.252231817346e+00,        +1.091581100471e+01,        -9.253572631968e-02,        -2.827317593998e+00,        -2.908455790317e-01,        +7.071067811865e+00,        +1.391956842056e-01,        -4.251398235589e+00,        -2.827317593998e+00,        -2.908455790317e-01,        +1.091708780608e+01,        -8.721730742995e-02
 1.56800000e+02,        +7.071067811865e+00,        +6.360754055751e+00,        -1.665869470550e-03,        +7.017633795109e-02,        -4.253292509961e+00,        +7.107954992258e-02,        -4.252452794724e+00,        +7.071067811865e+00,        +7.017633795108e-02,        -4.253292509961e+00,        +1.091660192746e+01,        -1.519022149752e-01,        -2.833629648303e+00,        -2.059983885680e-01,        +7.071067811865e+00,        +7.107954992258e-02,        -4.252452794724e+00,        -2.833629648303e+00,        -2.059983885680e-01,        +1.091793935016e+01,        -1.465371393608e-01
 1.58400000e+02,        +7.071067811865e+00,        +6.359903547544e+00,        -1.317542547313e-02,        +2.013735056224e-03,        -4.253227165148e+00,        +2.961042669126e-03,        -4.252382757774e+00,        +7.071067811865e+00,        +2.013735056225e-03,        -4.253227165148e+00,        +1.091578939721e+01,        -2.112352266637e-01,        -2.837486365923e+00,        -1.210345629992e-01,        +7.071067811865e+00,        +2.961042669128e-03,        -4.252382757774e+00,        -2.837486365923e+00,        -1.210345629992e-01,        +1.091718823799e+01,        -2.058249357453e-01
 1.60000000e+02,        +7.071067811865e+00,        +6.358689585422e+00,        -2.468202202320e-02,        -6.613259055682e-02,        -4.252035606316e+00,        -6.513983927527e-02,        -4.251188047642e+00,        +7.071067811865e+00,        -6.613259055682e-02,        -4.252035606316e+00,        +1.091337524348e+01,        -2.704957203976e-01,        -2.838885297593e+00,        -3.602013421701e-02,        +7.071067811865e+00,        -6.513983927527e-02,        -4.251188047642e+00,        -2.838885297593e+00,        -3.602013421700e-02,        +1.091483625071e+01,        -2.650416849846e-01
 1.61600000e+02,        +7.071067811865e+00,        +6.357111967404e+00,        -3.617507641702e-02,        -1.342425869805e-01,        -4.249718075429e+00,        -1.332030831669e-01,        -4.248869006810e+00,        +7.071067811865e+00,        -1.342425869805e-01,        -4.249718075429e+00,        +1.090936185022e+01,        -3.296446040169e-01,        -2.837825425313e+00,        +4.897868988814e-02,        +7.071067811865e+00,        -1.332030831669e-01,        -4.248869006810e+00,        -2.837825425313e+00,        +4.897868988814e-02,        +1.091088572276e+01,        -3.241483225865e-01
 1.63200000e+02,        +7.071067811865e+00,        +6.355170804038e+00,        -4.764399461762e-02,        -2.022961932675e-01,        -4.246275234205e+00,        -2.012086733274e-01,        -4.245426398324e+00,        +7.071067811865e+00,        -2.022961932675e-01,        -4.246275234205e+00,        +1.090375216404e+01,        -3.886427032114e-01,        -2.834307174561e+00,        +1.338955242740e-01,        +7.071067811865e+00,        -2.012086733274e-01,        -4.245426398324e+00,        -2.834307174561e+00,        +1.338955242740e-01,        +1.090533955023e+01,        -3.831057002007e-01
 1.64800000e+02,        +7.071067811865e+00,        +6.352866518975e+00,        -5.907818111145e-02,        -2.702733507258e-01,        -4.241708164919e+00,        -2.691366027381e-01,        -4.240861406385e+00,        +7.071067811865e+00,        -2.702733507258e-01,        -4.241708164919e+00,        +1.089654970709e+01,        -4.474507291379e-01,        -2.828332429870e+00,        +2.186638043311e-01,        +7.071067811865e+00,        -2.691366027381e-01,        -4.240861406385e+00,        -2.828332429870e+00,        +2.186638043311e-01,        +1.089820120365e+01,        -4.418745532623e-01
 1.66400000e+02,        +7.071067811865e+00,        +6.350199849204e+00,        -7.046704879177e-02,        -3.381540142422e-01,        -4.236018370820e+00,        -3.369668846863e-01,        -4.235175636508e+00,        +7.071067811865e+00,        -3.381540142422e-01,        -4.236018370820e+00,        +1.088775859465e+01,        -5.060292447389e-01,        -2.819904554254e+00,        +3.032167822642e-01,        +7.071067811865e+00,        -3.369668846863e-01,        -4.235175636508e+00,        -2.819904554254e+00,        +3.032167822642e-01,        +1.088947474580e+01,        -5.004154673484e-01
 1.68000000e+02,        +7.071067811865e+00,        +6.347171844912e+00,        -8.180002885242e-02,        -4.059181636192e-01,        -4.229207776165e+00,        -4.046795644486e-01,        -4.228371115272e+00,        +7.071067811865e+00,        -4.059181636192e-01,        -4.229207776165e+00,        +1.087738355851e+01,        -5.643386299164e-01,        -2.809028413102e+00,        +3.874875223768e-01,        +7.071067811865e+00,        -4.046795644486e-01,        -4.228371115272e+00,        -2.809028413102e+00,        +3.874875223768e-01,        +1.087916485496e+01,        -5.586888433998e-01
 1.69600000e+02,        +7.071067811865e+00,        +6.343783868995e+00,        -9.306658067408e-02,        -4.735458149083e-01,        -4.221278725858e+00,        -4.722547309983e-01,        -4.220450289641e+00,        +7.071067811865e+00,        -4.735458149083e-01,        -4.221278725858e+00,        +1.086542997646e+01,        -6.223390457783e-01,        -2.795710403226e+00,        +4.714088954320e-01,        +7.071067811865e+00,        -4.722547309983e-01,        -4.220450289641e+00,        -2.795710403226e+00,        +4.714088954320e-01,        +1.086727685450e+01,        -6.166548620257e-01
 1.71200000e+02,        +7.071067811865e+00,        +6.340037596208e+00,        -1.042562016848e-01,        -5.410170317239e-01,        -4.212233984713e+00,        -5.396725287231e-01,        -4.211416025844e+00,        +7.071067811865e+00,        -5.410170317239e-01,        -4.212233984713e+00,        +1.085190390897e+01,        -6.799903982719e-01,        -2.779958487888e+00,        +5.549135723554e-01,        +7.071067811865e+00,        -5.396725287231e-01,        -4.211416025844e+00,        -2.779958487888e+00,        +5.549135723554e-01,        +1.085381674941e+01,        -6.742734471985e-01
 1.72800000e+02,        +7.071067811865e+00,        +6.335935011956e+00,        -1.153584371754e-01,        -6.083119365216e-01,        -4.202076736322e+00,        -6.069131691367e-01,        -4.201271607817e+00,        +7.071067811865e+00,        -6.083119365216e-01,        -4.202076736322e+00,        +1.083681214379e+01,        -7.372523016379e-01,        -2.761782238771e+00,        +6.379340176754e-01,        +7.071067811865e+00,        -6.069131691367e-01,        -4.201271607817e+00,        -2.761782238771e+00,        +6.379340176754e-01,        +1.083879127094e+01,        -7.315042297707e-01
 1.74400000e+02,        +7.071067811865e+00,        +6.331478410741e+00,        -1.263628900504e-01,        -6.754107218238e-01,        -4.190810581550e+00,        -6.739569425667e-01,        -4.190020735183e+00,        +7.071067811865e+00,        -6.754107218238e-01,        -4.190810581550e+00,        +1.082016224976e+01,        -7.940840422938e-01,        -2.741192885979e+00,        +7.204024832656e-01,        +7.071067811865e+00,        -6.739569425667e-01,        -4.190020735183e+00,        -2.741192885979e+00,        +7.204024832656e-01,        +1.082220793024e+01,        -7.883065114116e-01
 1.76000000e+02,        +7.071067811865e+00,        +6.326670394266e+00,        -1.372592304969e-01,        -7.422936613728e-01,        -4.178439536649e+00,        -7.407842297966e-01,        -4.177667520771e+00,        +7.071067811865e+00,        -7.422936613728e-01,        -4.178439536649e+00,        +1.080196264099e+01,        -8.504445439748e-01,        -2.718203377343e+00,        +8.022510031860e-01,        +7.071067811865e+00,        -7.407842297966e-01,        -4.177667520771e+00,        -2.718203377343e+00,        +8.022510031860e-01,        +1.080407508239e+01,        -8.446392297848e-01
 1.77600000e+02,        +7.071067811865e+00,        +6.321513869217e+00,        -1.480372055578e-01,        -8.089411211908e-01,        -4.164968030996e+00,        -8.073755136345e-01,        -4.164216487639e+00,        +7.071067811865e+00,        -8.089411211908e-01,        -4.164968030996e+00,        +1.078222265274e+01,        -9.062923352637e-01,        -2.692828448437e+00,        +8.834113907197e-01,        +7.071067811865e+00,        -8.073755136345e-01,        -4.164216487639e+00,        -2.692828448437e+00,        +8.834113907197e-01,        +1.078440200210e+01,        -9.004609260842e-01
 1.79200000e+02,        +7.071067811865e+00,        +6.316012044737e+00,        -1.586866485986e-01,        -8.753335705217e-01,        -4.150400904470e+00,        -8.737113903744e-01,        -4.149672565621e+00,        +7.071067811865e+00,        -8.753335705217e-01,        -4.150400904470e+00,        +1.076095263080e+01,        -9.615855210276e-01,        -2.665084704895e+00,        +9.638152390961e-01,        +7.071067811865e+00,        -8.737113903744e-01,        -4.149672565621e+00,        -2.665084704895e+00,        +9.638152390961e-01,        +1.076319897283e+01,        -9.557297164374e-01
 1.80800000e+02,        +7.071067811865e+00,        +6.310168429609e+00,        -1.691974886687e-01,        -9.414515926305e-01,        -4.134743404477e+00,        -9.397725811119e-01,        -4.134041087366e+00,        +7.071067811865e+00,        -9.414515926305e-01,        -4.134743404477e+00,        +1.073816403583e+01,        -1.016281759792e+00,        -2.634990718722e+00,        +1.043393927897e+00,        +7.071067811865e+00,        -9.397725811119e-01,        -4.134041087366e+00,        -2.634990718722e+00,        +1.043393927897e+00,        +1.074047739084e+01,        -1.010403269193e+00
 1.82400000e+02,        +7.071067811865e+00,        +6.303986829152e+00,        -1.795597597599e-01,        -1.007275895435e+00,        -4.118001182657e+00,        -1.005539942874e+00,        -4.117327783891e+00,        +7.071067811865e+00,        -1.007275895435e+00,        -4.118001182657e+00,        +1.071386956467e+01,        -1.070338249733e+00,        -2.602567140404e+00,        +1.122078637787e+00,        +7.071067811865e+00,        -1.005539942874e+00,        -4.117327783891e+00,        -2.602567140404e+00,        +1.122078637787e+00,        +1.071624988622e+01,        -1.064438790764e+00
 1.84000000e+02,        +7.071067811865e+00,        +6.297471341850e+00,        -1.897636099754e-01,        -1.072787321951e+00,        -4.100180291302e+00,        -1.070994479525e+00,        -4.099538779652e+00,        +7.071067811865e+00,        -1.072787321951e+00,        -4.100180291302e+00,        +1.068808329028e+01,        -1.123711726795e+00,        -2.567836828605e+00,        +1.199800377017e+00,        +7.071067811865e+00,        -1.070994479525e+00,        -4.099538779652e+00,        -2.567836828605e+00,        +1.199800377017e+00,        +1.069053046249e+01,        -1.117793023537e+00
 1.85600000e+02,        +7.071067811865e+00,        +6.290626355680e+00,        -1.997993106150e-01,        -1.137966860554e+00,        -4.081287179531e+00,        -1.136117352411e+00,        -4.080680587157e+00,        +7.071067811865e+00,        -1.137966860554e+00,        -4.081287179531e+00,        +1.066082082216e+01,        -1.176358479470e+00,        -2.530824999116e+00,        +1.276490024171e+00,        +7.071067811865e+00,        -1.136117352411e+00,        -4.080680587157e+00,        -2.530824999116e+00,        +1.276490024171e+00,        +1.066333465661e+01,        -1.170422260363e+00
 1.87200000e+02,        +7.071067811865e+00,        +6.283456544143e+00,        -2.096572651802e-01,        -1.202795655051e+00,        -4.061328689281e+00,        -1.200889890738e+00,        -4.060760101130e+00,        +7.071067811865e+00,        -1.202795655051e+00,        -4.061328689281e+00,        +1.063209948833e+01,        -1.228234386036e+00,        -2.491559394366e+00,        +1.352078392852e+00,        +7.071067811865e+00,        -1.200889890738e+00,        -4.060760101130e+00,        -2.491559394366e+00,        +1.352078392852e+00,        +1.063467972066e+01,        -1.222282381438e+00
 1.88800000e+02,        +7.071067811865e+00,        +6.275966861961e+00,        -2.193280182854e-01,        -1.267255014612e+00,        -4.040312051146e+00,        -1.265293601638e+00,        -4.039784592239e+00,        +7.071067811865e+00,        -1.267255014612e+00,        -4.040312051146e+00,        +1.060193853974e+01,        -1.279294981540e+00,        -2.450070474124e+00,        +1.426496325496e+00,        +7.071067811865e+00,        -1.265293601638e+00,        -4.039784592239e+00,        -2.450070474124e+00,        +1.426496325496e+00,        +1.060458482573e+01,        -1.273328920822e+00
 1.90400000e+02,        +7.071067811865e+00,        +6.268162540419e+00,        -2.288022644470e-01,        -1.331326423601e+00,        -4.018244880108e+00,        -1.329310179938e+00,        -4.017761700385e+00,        +7.071067811865e+00,        -1.331326423601e+00,        -4.018244880108e+00,        +1.057035937628e+01,        -1.329495563521e+00,        -2.406391626861e+00,        +1.499674825225e+00,        +7.071067811865e+00,        -1.329310179938e+00,        -4.017761700385e+00,        -2.406391626861e+00,        +1.499674825225e+00,        +1.057307128752e+01,        -1.323517171587e+00
 1.92000000e+02,        +7.071067811865e+00,        +6.260049082342e+00,        -2.380708567104e-01,        -1.394991551374e+00,        -3.995135171182e+00,        -1.392921517570e+00,        -3.994699427526e+00,        +7.071067811865e+00,        -1.394991551374e+00,        -3.995135171182e+00,        +1.053738579211e+01,        -1.378791347392e+00,        -2.360559399408e+00,        +1.571545236550e+00,        +7.071067811865e+00,        -1.392921517570e+00,        -3.994699427526e+00,        -2.360559399408e+00,        +1.571545236550e+00,        +1.054016281115e+01,        -1.372802340439e+00
 1.93600000e+02,        +7.071067811865e+00,        +6.251632256732e+00,        -2.471248150714e-01,        -1.458232262105e+00,        -3.970991294976e+00,        -1.456109712584e+00,        -3.970606130011e+00,        +7.071067811865e+00,        -1.458232262105e+00,        -3.970991294976e+00,        +1.050304423502e+01,        -1.427137684301e+00,        -2.312613739786e+00,        +1.642039487707e+00,        +7.071067811865e+00,        -1.456109712584e+00,        -3.970606130011e+00,        -2.312613739786e+00,        +1.642039487707e+00,        +1.050588574995e+01,        -1.421139764593e+00
 1.95200000e+02,        +7.071067811865e+00,        +6.242918093050e+00,        -2.559553346538e-01,        -1.521030624738e+00,        -3.945821993152e+00,        -1.518857077657e+00,        -3.945490510417e+00,        +7.071067811865e+00,        -1.521030624738e+00,        -3.945821993152e+00,        +1.046736407066e+01,        -1.474490356106e+00,        -2.262598244130e+00,        +1.711090409213e+00,        +7.071067811865e+00,        -1.518857077657e+00,        -3.945490510416e+00,        -2.262598244130e+00,        +1.711090409213e+00,        +1.047026936925e+01,        -1.468485205452e+00
 1.96800000e+02,        +7.071067811865e+00,        +6.233912875225e+00,        -2.645537936168e-01,        -1.583368923139e+00,        -3.919636373752e+00,        -1.581146147988e+00,        -3.919361608875e+00,        +7.071067811865e+00,        -1.583368923139e+00,        -3.919636373752e+00,        +1.043037783713e+01,        -1.520805963263e+00,        -2.210560393240e+00,        +1.778632144409e+00,        +7.071067811865e+00,        -1.581146147988e+00,        -3.919361608875e+00,        -2.210560393240e+00,        +1.778632144409e+00,        +1.043334610049e+01,        -1.514795234833e+00
 1.98400000e+02,        +7.071067811865e+00,        +6.224623135373e+00,        -2.729117607784e-01,        -1.645229666544e+00,        -3.892443906330e+00,        -1.642959688411e+00,        -3.892228793964e+00,        +7.071067811865e+00,        -1.645229666544e+00,        -3.892443906330e+00,        +1.039212146810e+01,        -1.566042421470e+00,        -2.156551757109e+00,        +1.844600667839e+00,        +7.071067811865e+00,        -1.642959688411e+00,        -3.892228793964e+00,        -2.156551757109e+00,        +1.844600667839e+00,        +1.039515176421e+01,        -1.560027729521e+00
 2.00000000e+02,        +7.071067811865e+00,        +6.215055647307e+00,        -2.810210029540e-01,        -1.706595600420e+00,        -3.864254416811e+00,        -1.704280699584e+00,        -3.864101753241e+00,        +7.071067811865e+00,        -1.706595600420e+00,        -3.864254416811e+00,        +1.035263445387e+01,        -1.610159580894e+00,        -2.100628136871e+00,        +1.908934425244e+00,        +7.071067811865e+00,        -1.704280699584e+00,        -3.864101753241e+00,        -2.100628136871e+00,        +1.908934425244e+00,        +1.035572573131e+01,        -1.604142487943e+00
 2.01600000e+02,        +7.071067811865e+00,        +6.205217419817e+00,        -2.888734920129e-01,        -1.767449717834e+00,        -3.835078081913e+00,        -1.765092423061e+00,        -3.834990483606e+00,        +7.071067811865e+00,        -1.767449717834e+00,        -3.835078081912e+00,        +1.031195989915e+01,        -1.653119976442e+00,        -2.042849603016e+00,        +1.971575103674e+00,        +7.071067811865e+00,        -1.765092423061e+00,        -3.834990483606e+00,        -2.042849603016e+00,        +1.971575103674e+00,        +1.031511098158e+01,        -1.647101977446e+00
 2.03200000e+02,        +7.071067811865e+00,        +6.195115689774e+00,        -2.964614116587e-01,        -1.827775271444e+00,        -3.804925422941e+00,        -1.825378345128e+00,        -3.804905281742e+00,        +7.071067811865e+00,        -1.827775271444e+00,        -3.804925422941e+00,        +1.027014442466e+01,        -1.694889707567e+00,        -1.983280377274e+00,        +2.032468530174e+00,        +7.071067811865e+00,        -1.825378345128e+00,        -3.804905281742e+00,        -1.983280377274e+00,        +2.032468530174e+00,        +1.027335400698e+01,        -1.688872210732e+00
 2.04800000e+02,        +7.071067811865e+00,        +6.184757915036e+00,        -3.037771639382e-01,        -1.887555786166e+00,        -3.773807298658e+00,        -1.885122199291e+00,        -3.773856734967e+00,        +7.071067811865e+00,        -1.887555786166e+00,        -3.773807298658e+00,        +1.022723784937e+01,        -1.735439429609e+00,        -1.921988494822e+00,        +2.091565681135e+00,        +7.071067811865e+00,        -1.885122199291e+00,        -3.773856734967e+00,        -1.921988494822e+00,        +2.091565681135e+00,        +1.023050449644e+01,        -1.729423733610e+00
 2.06400000e+02,        +7.071067811865e+00,        +6.174151767199e+00,        -3.108133754799e-01,        -1.946775072499e+00,        -3.741734896842e+00,        -1.944307967433e+00,        -3.741855712927e+00,        +7.071067811865e+00,        -1.946775072499e+00,        -3.741734896842e+00,        +1.018329258212e+01,        -1.774745414586e+00,        -1.859045176098e+00,        +2.148823760298e+00,        +7.071067811865e+00,        -1.944307967433e+00,        -3.741855712927e+00,        -1.859045176098e+00,        +2.148823760298e+00,        +1.018661473157e+01,        -1.768732682244e+00
 2.08000000e+02,        +7.071067811865e+00,        +6.163305124166e+00,        -3.175629034598e-01,        -2.005417240357e+00,        -3.708719724079e+00,        -2.002919879758e+00,        -3.708913360638e+00,        +7.071067811865e+00,        -2.005417240357e+00,        -3.708719724079e+00,        +1.013836265237e+01,        -1.812790606944e+00,        -1.794523837685e+00,        +2.204207271109e+00,        +7.071067811865e+00,        -2.002919879758e+00,        -3.708913360638e+00,        -1.794523837685e+00,        +2.204207271109e+00,        +1.014173862283e+01,        -1.806781835820e+00
 2.09600000e+02,        +7.071067811865e+00,        +6.152226062572e+00,        -3.240188412929e-01,        -2.063466713049e+00,        -3.674773593292e+00,        -2.060942413884e+00,        -3.675041093407e+00,        +7.071067811865e+00,        -2.063466713049e+00,        -3.674773593292e+00,        +1.009250232221e+01,        -1.849565560670e+00,        -1.728498684879e+00,        +2.257688970059e+00,        +7.071067811865e+00,        -2.060942413884e+00,        -3.675041093407e+00,        -1.728498684879e+00,        +2.257688970059e+00,        +1.009593032878e+01,        -1.843561551580e+00
 2.11200000e+02,        +7.071067811865e+00,        +6.140922850056e+00,        -3.301745240451e-01,        -2.120908240830e+00,        -3.639908608541e+00,        -2.118360293663e+00,        -3.640250594140e+00,        +7.071067811865e+00,        -2.120908240830e+00,        -3.639908608541e+00,        +1.004576425453e+01,        -1.885069102727e+00,        -1.661042860568e+00,        +2.309250546308e+00,        +7.071067811865e+00,        -2.118360293663e+00,        -3.640250594140e+00,        -1.661042860568e+00,        +2.309250546308e+00,        +1.004924243299e+01,        -1.879070427888e+00
 2.12800000e+02,        +7.071067811865e+00,        +6.129403937404e+00,        -3.360235335643e-01,        -2.177726913104e+00,        -3.604137146774e+00,        -2.175158488612e+00,        -3.604553813383e+00,        +7.071067811865e+00,        -2.177726913104e+00,        -3.604137146774e+00,        +9.998197268014e+00,        -1.919308532886e+00,        -1.592226181074e+00,        +2.358882838031e+00,        +7.071067811865e+00,        -2.175158488612e+00,        -3.604553813383e+00,        -1.592226181074e+00,        +2.358882838031e+00,        +1.000172370895e+01,        -1.913315506171e+00
 2.14400000e+02,        +7.071067811865e+00,        +6.117677950570e+00,        -3.415597033287e-01,        -2.233908168165e+00,        -3.567471836542e+00,        -2.231322215103e+00,        -3.567962972119e+00,        +7.071067811865e+00,        -2.233908168165e+00,        -3.567471836542e+00,        +9.949843790831e+00,        -1.952299154858e+00,        -1.522112570467e+00,        +2.406585380728e+00,        +7.071067811865e+00,        -2.231322215103e+00,        -3.567962972119e+00,        -1.522112570467e+00,        +2.406585380728e+00,        +9.953416584248e+00,        -1.946311807384e+00
 2.16000000e+02,        +7.071067811865e+00,        +6.105753682586e+00,        -3.467771230150e-01,        -2.289437799164e+00,        -3.529925534129e+00,        -2.286836940582e+00,        -3.530490566914e+00,        +7.071067811865e+00,        -2.289437799164e+00,        -3.529925534129e+00,        +9.900737224611e+00,        -1.984062954344e+00,        -1.450757404469e+00,        +2.452365103404e+00,        +7.071067811865e+00,        -2.286836940582e+00,        -3.530490566914e+00,        -1.450757404469e+00,        +2.452365103404e+00,        +9.904354514347e+00,        -1.978081019167e+00
 2.17600000e+02,        +7.071067811865e+00,        +6.093640085375e+00,        -3.516701427885e-01,        -2.344301955063e+00,        -3.491511298175e+00,        -2.341688392079e+00,        -3.492149376339e+00,        +7.071067811865e+00,        -2.344301955063e+00,        -3.491511298175e+00,        +9.850899532022e+00,        -2.014626311064e+00,        -1.378205076526e+00,        +2.496234059693e+00,        +7.071067811865e+00,        -2.341688392079e+00,        -3.492149376339e+00,        -1.378205076526e+00,        +2.496234059693e+00,        +9.854559577918e+00,        -2.008649220865e+00
 2.19200000e+02,        +7.071067811865e+00,        +6.081346261472e+00,        -3.562333773213e-01,        -2.398487135699e+00,        -3.452242364513e+00,        -2.395862569858e+00,        -3.452952467019e+00,        +7.071067811865e+00,        -2.398487135699e+00,        -3.452242364513e+00,        +9.800339437028e+00,        -2.044016760213e+00,        -1.304487174357e+00,        +2.538206209146e+00,        +7.071067811865e+00,        -2.395862569858e+00,        -3.452952467019e+00,        -1.304487174357e+00,        +2.538206209146e+00,        +9.804040681074e+00,        -2.038043661342e+00
 2.20800000e+02,        +7.071067811865e+00,        +6.068881455658e+00,        -3.604617095397e-01,        -2.451980180797e+00,        -3.412132123389e+00,        -2.449345766398e+00,        -3.412913197143e+00,        +7.071067811865e+00,        -2.451980180797e+00,        -3.412132123389e+00,        +9.749051643155e+00,        -2.072258993995e+00,        -1.229621671612e+00,        +2.578293438643e+00,        +7.071067811865e+00,        -2.449345766398e+00,        -3.412913197143e+00,        -1.229621671612e+00,        +2.578293438643e+00,        +9.752792774367e+00,        -2.066288778950e+00
 2.22400000e+02,        +7.071067811865e+00,        +6.056255046506e+00,        -3.643502941033e-01,        -2.504768253721e+00,        -3.371194101444e+00,        -2.502124589883e+00,        -3.372045215104e+00,        +7.071067811865e+00,        -2.504768253721e+00,        -3.371194101444e+00,        +9.697017402688e+00,        -2.099370484108e+00,        -1.153613467084e+00,        +2.616501203815e+00,        +7.071067811865e+00,        -2.502124589883e+00,        -3.372045215104e+00,        -1.153613467084e+00,        +2.616501203815e+00,        +9.700797414479e+00,        -2.093401842518e+00
 2.24000000e+02,        +7.071067811865e+00,        +6.043476537837e+00,        -3.678945606102e-01,        -2.556838821874e+00,        -3.329441950441e+00,        -2.554185990328e+00,        -3.330362451327e+00,        +7.071067811865e+00,        -2.556838821874e+00,        -3.329441950441e+00,        +9.644206599102e+00,        -2.125357260998e+00,        -1.076456433801e+00,        +2.652824325053e+00,        +7.071067811865e+00,        -2.554185990328e+00,        -3.330362451327e+00,        -1.076456433801e+00,        +2.652824325053e+00,        +9.648024832840e+00,        -2.119388746687e+00
 2.25600000e+02,        +7.071067811865e+00,        +6.030555550093e+00,        -3.710902165190e-01,        -2.608179636477e+00,        -3.286889443852e+00,        -2.605517285599e+00,        -3.287879102180e+00,        +7.071067811865e+00,        -2.608179636477e+00,        -3.286889443852e+00,        +9.590581258479e+00,        -2.150210450329e+00,        -9.981368943211e-01,        +2.687243537296e+00,        +7.071067811865e+00,        -2.605517285599e+00,        -3.287879102180e+00,        -9.981368943211e-01,        +2.687243537296e+00,        +9.594437427963e+00,        -2.144240559581e+00
 2.27200000e+02,        +7.071067811865e+00,        +6.017501811627e+00,        -3.739332497755e-01,        -2.658778714875e+00,        -3.243550481129e+00,        -2.656106184195e+00,        -3.244609606196e+00,        +7.071067811865e+00,        -2.658778714875e+00,        -3.243550481129e+00,        +9.536100138180e+00,        -2.173904103380e+00,        -9.186381715870e-01,        +2.719723329380e+00,        +7.071067811865e+00,        -2.656106184195e+00,        -3.244609606196e+00,        -9.186381715870e-01,        +2.719723329380e+00,        +9.539994331924e+00,        -2.167931357630e+00
 2.28800000e+02,        +7.071067811865e+00,        +6.004325149921e+00,        -3.764199311273e-01,        -2.708624328197e+00,        -3.199439098084e+00,        -2.705940801975e+00,        -3.200568614184e+00,        +7.071067811865e+00,        -2.708624328197e+00,        -3.199439098084e+00,        +9.480723825849e+00,        -2.196394665169e+00,        -8.379456498883e-01,        +2.750211416359e+00,        +7.071067811865e+00,        -2.705940801975e+00,        -3.200568614184e+00,        -8.379456498883e-01,        +2.750211416359e+00,        +9.484656486853e+00,        -2.190417690537e+00
