        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J)
 2.19200000e+02,        +7.635801227581e-13,        +7.002055637234e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.578304027412e-13,        +7.206607007257e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.568155786343e-13,        +7.202478163600e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.20800000e+02,        +7.631639310797e-13,        +6.997089627364e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.598890140946e-13,        +7.214016501887e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.588702389207e-13,        +7.209800510179e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.22400000e+02,        +7.627229625709e-13,        +6.992232042426e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.618685309615e-13,        +7.221919914895e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.608459266366e-13,        +7.217619799539e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +7.622576338096e-13,        +6.987483869697e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.637645443630e-13,        +7.230241429526e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.627382592460e-13,        +7.225860568377e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.25600000e+02,        +7.617683757756e-13,        +6.982846054673e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.655735048380e-13,        +7.238929903021e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.645437135118e-13,        +7.234471943809e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.27200000e+02,        +7.612556334178e-13,        +6.978319500795e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.672929417913e-13,        +7.247962484305e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.662598436413e-13,        +7.243431246973e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.28800000e+02,        +7.607198652035e-13,        +6.973905069104e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.689215821018e-13,        +7.257345539726e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.678853988439e-13,        +7.252744913878e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.30400000e+02,        +7.601615426477e-13,        +6.969603577838e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.704593533950e-13,        +7.267112781740e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.694203258433e-13,        +7.262446628929e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +7.595811498259e-13,        +6.965415801990e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.719072774367e-13,        +7.277320973150e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.708656618821e-13,        +7.272593042628e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.33600000e+02,        +7.589791828739e-13,        +6.961342472873e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.732672767579e-13,        +7.288043948893e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.722233413471e-13,        +7.283257813009e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.35200000e+02,        +7.583561494787e-13,        +6.957384277710e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.745419286127e-13,        +7.299365874481e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.734959500647e-13,        +7.294524886786e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.36800000e+02,        +7.577125683649e-13,        +6.953541859292e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.757342029565e-13,        +7.311374629537e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.746864638648e-13,        +7.306481905573e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.38400000e+02,        +7.570489687801e-13,        +6.949815815717e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.768472163328e-13,        +7.324156013468e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.757980031870e-13,        +7.319214431717e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +7.563658899831e-13,        +6.946206700215e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.778840241510e-13,        +7.337789198348e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +9.768336261092e-13,        +7.332801417264e-13,        +0.000000000000e+00,        +0.000000000000e+00
