x,v
1.000000e-12,9.338940e-08
2.434147e-12,1.457038e-07
5.925072e-12,2.273235e-07
1.442250e-11,3.546646e-07
3.510647e-11,5.533389e-07
8.545432e-11,8.633057e-07
2.080084e-10,1.346908e-06
5.063230e-10,2.101413e-06
1.232465e-09,3.278573e-06
3.000000e-09,5.115148e-06
7.302441e-09,7.980528e-06
1.777522e-08,1.245102e-05
4.326749e-08,1.942578e-05
1.053194e-07,3.030762e-05
2.563630e-07,4.728520e-05
6.240251e-07,7.377320e-05
1.518969e-06,1.150991e-04
3.697394e-06,1.795748e-04
9.000000e-06,2.801682e-04
