x,mag_db
-100.000000,-111.024334
-96.136532,-110.217519
-92.273064,-109.089715
-88.409596,-107.577627
-84.546128,-105.642944
-80.682660,-103.285948
-76.819192,-100.545416
-72.955724,-97.485671
-69.092256,-94.178999
-65.228787,-90.691925
-61.365319,-87.078483
-57.501851,-83.379116
-53.638383,-79.622513
-49.774915,-75.828325
-45.911447,-72.010108
-42.047979,-68.176119
-38.184511,-64.332762
-34.321043,-60.484832
-30.457575,-56.637367
