        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J),              E_elec[4] (J),               E_mag[4] (J),               E_cap[4] (J),               E_ind[4] (J),              E_elec[5] (J),               E_mag[5] (J),               E_cap[5] (J),               E_ind[5] (J),              E_elec[6] (J),               E_mag[6] (J),               E_cap[6] (J),               E_ind[6] (J),              E_elec[7] (J),               E_mag[7] (J),               E_cap[7] (J),               E_ind[7] (J)
 1.28000000e+02,        +1.778415817637e-12,        +1.657676799709e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.383639605014e-12,        +2.582393682540e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.697198856249e-12,        +2.984606038870e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.286628819927e-12,        +3.918676015627e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.270710412513e-12,        +3.914768370442e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.756365723528e-12,        +3.012317548791e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.550011861665e-12,        +1.721782448441e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.29600000e+02,        +1.830034827401e-12,        +1.749697498020e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.397678056203e-12,        +2.615768737984e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.751740257508e-12,        +3.073571540647e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.517250777711e-12,        +4.104626622798e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.498928886961e-12,        +4.098174138783e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.812261757849e-12,        +3.100259343498e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.564886023059e-12,        +1.744997733777e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.31200000e+02,        +1.896601797271e-12,        +1.856595401450e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.414318656783e-12,        +2.651772815074e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.811791972212e-12,        +3.165712166217e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.753327216460e-12,        +4.285277491791e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.730342314533e-12,        +4.274171645162e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.873375970213e-12,        +3.191713721861e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.582088186692e-12,        +1.771095274183e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.32800000e+02,        +1.982703205764e-12,        +1.982929559935e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.433767724372e-12,        +2.689591694706e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.876958556894e-12,        +3.258960998180e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.986603542171e-12,        +4.453606247428e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.956073985192e-12,        +4.435243496607e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.939406774404e-12,        +3.284588395358e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.602025190943e-12,        +1.799866564674e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.34400000e+02,        +2.095120412540e-12,        +2.135364014867e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.456325254368e-12,        +2.728378883769e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.947003397697e-12,        +3.351270865952e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.207792971807e-12,        +4.602743685360e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.166336923934e-12,        +4.574177236632e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.010200981605e-12,        +3.376717217026e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.625175780124e-12,        +1.831045167497e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.36000000e+02,        +2.244225332185e-12,        +2.323974051665e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.482463515656e-12,        +2.767426693678e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.022219826929e-12,        +3.441186999925e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.408174667044e-12,        +4.727511437360e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.352187794808e-12,        +4.685736102669e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.086110039613e-12,        +3.466436363549e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.652105818498e-12,        +1.864373075502e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.37600000e+02,        +2.446454210871e-12,        +2.564532455996e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.512883920760e-12,        +2.806354313413e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.103931433719e-12,        +3.528583990882e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.581775930877e-12,        +4.826250182359e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.507865439766e-12,        +4.768605197041e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.168494302829e-12,        +3.553369143257e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.683467992384e-12,        +1.899687103024e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.39200000e+02,        +2.728709746285e-12,        +2.882505005922e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.548532747595e-12,        +2.845257891659e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.195102125447e-12,        +3.615471189254e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.727763266513e-12,        +4.902616721563e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.633300633207e-12,        +4.827256366179e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.260376096782e-12,        +3.639337916772e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.719986492596e-12,        +1.937005015976e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.40800000e+02,        +3.135724465014e-12,        +3.319518376745e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.590574030023e-12,        +2.884775977521e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.301023314360e-12,        +3.706779071511e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.852711308666e-12,        +4.967190513094e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.736452234119e-12,        +4.873561119453e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.367217233879e-12,        +3.729312759237e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.762432888514e-12,        +1.976585719469e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.42400000e+02,        +3.738789371574e-12,        +3.940214597628e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.640301766999e-12,        +2.926034404794e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.429718833479e-12,        +3.810860965663e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.972607926624e-12,        +5.038872012595e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.835352078827e-12,        +4.928149416898e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.497392691195e-12,        +3.832067508207e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.811560957283e-12,        +2.018915123773e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.44000000e+02,        +4.624663530967e-12,        +4.818331061766e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.698724593024e-12,        +2.970277567187e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.589512005981e-12,        +3.937671639961e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.112704097136e-12,        +5.143795704905e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.957902507566e-12,        +5.019159205079e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.659389549680e-12,        +3.958154990562e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.867724551816e-12,        +2.064397956782e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.45600000e+02,        +5.767442252097e-12,        +5.911324988115e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.764654375641e-12,        +3.017263709717e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.773646949150e-12,        +4.085582084610e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.291537561545e-12,        +5.296583946575e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.124943249348e-12,        +5.162540111792e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.844244969453e-12,        +4.104876027628e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.929183234824e-12,        +2.111961876424e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.47200000e+02,        +6.696153505964e-12,        +6.760315834750e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.830821133236e-12,        +3.061830920029e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.927826851152e-12,        +4.210173372123e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.463141506556e-12,        +5.439369747974e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.288771098892e-12,        +5.298299634713e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.989243827855e-12,        +4.221086917898e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.989164791509e-12,        +2.156520410371e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.48800000e+02,        +6.788417072628e-12,        +6.812166324254e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.889075541811e-12,        +3.097449412935e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.993991397108e-12,        +4.255659500063e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.522124982808e-12,        +5.459530554102e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.337822843676e-12,        +5.309161654681e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.029560919589e-12,        +4.244164547070e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.041490638980e-12,        +2.193138022148e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.50400000e+02,        +6.430384858166e-12,        +6.477415240504e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.944119834506e-12,        +3.127796827265e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.025645530486e-12,        +4.263024801733e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.491134222560e-12,        +5.391496231980e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.295697209339e-12,        +5.231298693258e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.028055906842e-12,        +4.222460737977e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.091369611826e-12,        +2.225977988700e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.52000000e+02,        +6.338148869540e-12,        +6.420694848030e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.002747702373e-12,        +3.158944940516e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.096043174943e-12,        +4.299819658711e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.480172762792e-12,        +5.353252771790e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.278727740533e-12,        +5.187466655948e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.068073877129e-12,        +4.233471751474e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.144387592623e-12,        +2.259903483819e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.53600000e+02,        +6.722978854616e-12,        +6.809962084660e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.064681786229e-12,        +3.191442614264e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.218603346612e-12,        +4.383611904334e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.542750730469e-12,        +5.393974232815e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.342529501779e-12,        +5.227522961424e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.164337716946e-12,        +4.297290401942e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.199627126555e-12,        +2.294652189859e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.55200000e+02,        +7.471304859760e-12,        +7.512850078598e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.126418350055e-12,        +3.223041277952e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.374226074439e-12,        +4.501643306726e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.677975950617e-12,        +5.504319021582e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.483529409688e-12,        +5.339162772002e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.295137572137e-12,        +4.399528426966e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.253649548042e-12,        +2.327819001170e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.56800000e+02,        +8.211286795559e-12,        +8.167815283872e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.183198103800e-12,        +3.250126347986e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.520478191438e-12,        +4.616957758941e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.829823201750e-12,        +5.621731667224e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.639731649539e-12,        +5.454922354303e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.413429889062e-12,        +4.498566840514e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.302278206780e-12,        +2.356129591071e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.58400000e+02,        +8.424470363022e-12,        +8.309408009368e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.230267578197e-12,        +3.268583922783e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.605870155104e-12,        +4.677912873215e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.893348783151e-12,        +5.645444340781e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.701915478693e-12,        +5.471652122748e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.464114936445e-12,        +4.537464383265e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.341806926827e-12,        +2.376257202867e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.60000000e+02,        +8.001739999383e-12,        +7.881389418667e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.266360027299e-12,        +3.277073134193e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.624503219650e-12,        +4.670942869263e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.820509465861e-12,        +5.542314588146e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.626040065430e-12,        +5.360740430979e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.444778587293e-12,        +4.504089820267e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.371582091160e-12,        +2.387327308303e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.61600000e+02,        +7.391939539336e-12,        +7.322899696663e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.293907324105e-12,        +3.277833123688e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.622832886858e-12,        +4.636608866546e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.681858261704e-12,        +5.390685467337e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.489760229501e-12,        +5.206259946285e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.410017422427e-12,        +4.446881980372e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.393507753141e-12,        +2.391112651002e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.63200000e+02,        +7.021598062480e-12,        +7.015547154395e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.315087325758e-12,        +3.273174897766e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.639754645790e-12,        +4.615103718235e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.567780041169e-12,        +5.275683994378e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.384930779022e-12,        +5.093753474569e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.403626609645e-12,        +4.411785527880e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.408891872771e-12,        +2.389202593910e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.64800000e+02,        +7.043337933206e-12,        +7.076802231532e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.330499239104e-12,        +3.263948742263e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.685597806244e-12,        +4.621252201349e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.522840393008e-12,        +5.232693992420e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.352798645439e-12,        +5.055466478411e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.436764043406e-12,        +4.414946132204e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.417818873327e-12,        +2.382060699427e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.66400000e+02,        +7.427794961753e-12,        +7.458655123734e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.339946342675e-12,        +3.250155456820e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.753123510031e-12,        +4.652340767190e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.551626742685e-12,        +5.258689371309e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.393196164163e-12,        +5.084621011434e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.501109821466e-12,        +4.452389328076e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.419941029207e-12,        +2.369625523461e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.68000000e+02,        +7.978971110091e-12,        +7.965998336225e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.342799652869e-12,        +3.231332042239e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.819786236067e-12,        +4.688953205464e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.617995764388e-12,        +5.314429762823e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.465889492506e-12,        +5.139332124721e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.571720801439e-12,        +4.501482843245e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.414793766951e-12,        +2.351626699137e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.69600000e+02,        +8.308702772069e-12,        +8.246297418970e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.338083424831e-12,        +3.206648558500e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.848454612386e-12,        +4.692967735282e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.642213747394e-12,        +5.326515087588e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.490971164358e-12,        +5.147153554807e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.608200814238e-12,        +4.519575655110e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.401917614276e-12,        +2.327687968034e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.71200000e+02,        +8.125551634852e-12,        +8.063055142308e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.325430725788e-12,        +3.175752330834e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.818453993613e-12,        +4.638131471176e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.571398829941e-12,        +5.254710285048e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.420987515993e-12,        +5.072761702188e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.588500016396e-12,        +4.478402546856e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.381550268216e-12,        +2.297952702647e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.72800000e+02,        +7.610182050020e-12,        +7.607715614493e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.305980736051e-12,        +3.139665698990e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.755151443337e-12,        +4.547103685761e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.461012074564e-12,        +5.156224883863e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.315590025173e-12,        +4.975960818453e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.539944133548e-12,        +4.403389507066e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.355035233350e-12,        +2.263587703084e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.74400000e+02,        +7.134419764940e-12,        +7.214896589956e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.281242052146e-12,        +3.099861440493e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.694644770145e-12,        +4.460063822940e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.401760751442e-12,        +5.109872281636e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.263130068283e-12,        +4.932736177040e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.500313856351e-12,        +4.337479021835e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.323827087734e-12,        +2.225964974730e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.76000000e+02,        +6.876787659389e-12,        +7.028699682701e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.251903753620e-12,        +3.057140411723e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.648732269272e-12,        +4.394602444126e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.429403628359e-12,        +5.139387565478e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.294735857180e-12,        +4.963030026831e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.480701565838e-12,        +4.297898125583e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.288717462643e-12,        +2.185876960588e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.77600000e+02,        +6.841488463140e-12,        +7.038003818824e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.217814960419e-12,        +3.011547954503e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.609911429118e-12,        +4.347164426787e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.527309316079e-12,        +5.222016311078e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.390894699807e-12,        +5.042404510485e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.471660571663e-12,        +4.278927772984e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.249880923531e-12,        +2.143523508799e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.79200000e+02,        +6.974283064392e-12,        +7.184071793027e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.178180950148e-12,        +2.962553156022e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.562975701929e-12,        +4.304159715970e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.649546187962e-12,        +5.311525343624e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.505353786346e-12,        +5.125341038418e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.455934958000e-12,        +4.264446006758e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.207009431370e-12,        +2.098653425753e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.80800000e+02,        +7.213894699778e-12,        +7.404953832158e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.131830473022e-12,        +2.909320293050e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.491747929136e-12,        +4.248496752417e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.735662219295e-12,        +5.352928776904e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.579808158878e-12,        +5.159556105394e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.415619790714e-12,        +4.235059190903e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.159524153197e-12,        +2.050788391152e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.82400000e+02,        +7.502565968842e-12,        +7.643772736565e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.077880635775e-12,        +2.851309151220e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.385230805899e-12,        +4.165634009653e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.729463850097e-12,        +5.300463566047e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.562051297104e-12,        +5.103030491221e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.338463490985e-12,        +4.174550317449e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.107103925661e-12,        +1.999702437248e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.84000000e+02,        +7.785907321031e-12,        +7.848687516385e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.016621194875e-12,        +2.789005567564e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.243090156655e-12,        +4.050040462559e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.602648336203e-12,        +5.137641341363e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.428034690617e-12,        +4.942434844664e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.223390865763e-12,        +4.076676523821e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.050332301359e-12,        +1.945963811697e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.85600000e+02,        +8.013658609981e-12,        +7.974408639555e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.949882421395e-12,        +2.724149606261e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.076041602473e-12,        +3.907598457606e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.366462994773e-12,        +4.883874043850e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.191677265710e-12,        +4.698336232400e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.080799769460e-12,        +3.947578573068e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.990886534092e-12,        +1.891048941872e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.87200000e+02,        +8.143957419682e-12,        +7.986772938972e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.880495349576e-12,        +2.659193311372e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.900167723335e-12,        +3.751552491072e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +5.060626152035e-12,        +4.580732366365e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.893021241037e-12,        +4.411330348658e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.926700609829e-12,        +3.801327652627e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.931039614730e-12,        +1.836873829377e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88800000e+02,        +8.149454548256e-12,        +7.868153233804e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.811349725267e-12,        +2.596481864883e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.730052800501e-12,        +3.595829277553e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.730913085651e-12,        +4.270736751903e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.576469784377e-12,        +4.121850434733e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.775700297380e-12,        +3.652749742316e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.872930076938e-12,        +1.785165832261e-12,        +0.000000000000e+00,        +0.000000000000e+00
