 time            vref1           vref2           vref3           vref4           vout1           vout2           vout3           vout4          
 6.53265920e-11  7.36893833e-01  7.36885085e-01  7.36912659e-01  7.36898052e-01  7.30043673e-01  7.30083299e-01  7.30008782e-01  7.30073868e-01 
 6.59005484e-11  7.36886904e-01  7.36883067e-01  7.36913750e-01  7.36885767e-01  7.30044224e-01  7.30086917e-01  7.29997620e-01  7.30070924e-01 
 6.65528843e-11  7.36884273e-01  7.36887131e-01  7.36910647e-01  7.36877640e-01  7.30048987e-01  7.30090984e-01  7.29984831e-01  7.30075063e-01 
 6.71897205e-11  7.36887887e-01  7.36895642e-01  7.36904613e-01  7.36878225e-01  7.30054492e-01  7.30091526e-01  7.29974970e-01  7.30082374e-01 
 6.76626736e-11  7.36893941e-01  7.36903068e-01  7.36899527e-01  7.36884120e-01  7.30057152e-01  7.30088471e-01  7.29970340e-01  7.30087176e-01 
 6.81442019e-11  7.36901663e-01  7.36909677e-01  7.36895210e-01  7.36893660e-01  7.30056990e-01  7.30081922e-01  7.29968186e-01  7.30089237e-01 
 6.86482817e-11  7.36909410e-01  7.36913843e-01  7.36892810e-01  7.36905050e-01  7.30052825e-01  7.30071792e-01  7.29968084e-01  7.30086556e-01 
 6.92624166e-11  7.36915406e-01  7.36913749e-01  7.36893600e-01  7.36916508e-01  7.30042553e-01  7.30057126e-01  7.29969028e-01  7.30075734e-01 
 6.99570157e-11  7.36915257e-01  7.36907536e-01  7.36898509e-01  7.36921622e-01  7.30027076e-01  7.30041800e-01  7.29968493e-01  7.30056011e-01 
 7.05302626e-11  7.36909610e-01  7.36899545e-01  7.36904067e-01  7.36918256e-01  7.30014439e-01  7.30032860e-01  7.29965053e-01  7.30037439e-01 
 7.10089158e-11  7.36902112e-01  7.36892709e-01  7.36908327e-01  7.36910678e-01  7.30006255e-01  7.30028895e-01  7.29959568e-01  7.30023243e-01 
 7.15143162e-11  7.36893378e-01  7.36887225e-01  7.36911086e-01  7.36899824e-01  7.30001611e-01  7.30028085e-01  7.29951426e-01  7.30012291e-01 
 7.20611948e-11  7.36885582e-01  7.36884873e-01  7.36911120e-01  7.36887989e-01  7.30001555e-01  7.30029861e-01  7.29941033e-01  7.30006850e-01 
 7.27144014e-11  7.36881615e-01  7.36887525e-01  7.36907242e-01  7.36878528e-01  7.30006218e-01  7.30032507e-01  7.29929035e-01  7.30008117e-01 
 7.33778409e-11  7.36884747e-01  7.36894691e-01  7.36900725e-01  7.36877353e-01  7.30012371e-01  7.30032415e-01  7.29920017e-01  7.30013809e-01 
 7.38691178e-11  7.36891153e-01  7.36901243e-01  7.36895712e-01  7.36882281e-01  7.30015542e-01  7.30029213e-01  7.29916310e-01  7.30017971e-01 
 7.43291306e-11  7.36899016e-01  7.36906792e-01  7.36892123e-01  7.36890499e-01  7.30015785e-01  7.30023391e-01  7.29915165e-01  7.30019699e-01 
 7.48226002e-11  7.36907449e-01  7.36910626e-01  7.36890493e-01  7.36901152e-01  7.30012076e-01  7.30014375e-01  7.29915746e-01  7.30017399e-01 
 7.54154247e-11  7.36914583e-01  7.36911081e-01  7.36892098e-01  7.36912612e-01  7.30002286e-01  7.30001394e-01  7.29917144e-01  7.30007823e-01 
 7.60877276e-11  7.36916032e-01  7.36906432e-01  7.36897591e-01  7.36919285e-01  7.29986685e-01  7.29987323e-01  7.29916920e-01  7.29989501e-01 
 7.67215897e-11  7.36910652e-01  7.36899074e-01  7.36904098e-01  7.36917421e-01  7.29971584e-01  7.29977662e-01  7.29913004e-01  7.29968957e-01 
 7.72039004e-11  7.36903180e-01  7.36893211e-01  7.36908371e-01  7.36910966e-01  7.29962328e-01  7.29973583e-01  7.29907157e-01  7.29954117e-01 
 7.77288386e-11  7.36893865e-01  7.36888432e-01  7.36910872e-01  7.36900759e-01  7.29956518e-01  7.29972296e-01  7.29898389e-01  7.29941731e-01 
 7.82426818e-11  7.36885970e-01  7.36886644e-01  7.36910398e-01  7.36890200e-01  7.29955650e-01  7.29973268e-01  7.29888502e-01  7.29935131e-01 
 7.88998234e-11  7.36881023e-01  7.36889110e-01  7.36905872e-01  7.36880572e-01  7.29959639e-01  7.29975055e-01  7.29876647e-01  7.29934272e-01 
