 time            v1              v2              v3              v4             
 2.83280000e-11  2.97335759e-01  1.01827717e+00  5.71916154e-01  5.41723422e-01 
 2.84280000e-11  2.00079970e-01  1.00233509e+00  6.36601903e-01  5.44855529e-01 
 2.85280000e-11  1.05852763e-01  9.81221014e-01  6.98715608e-01  5.46390983e-01 
 2.86280000e-11  1.56056422e-02  9.55148141e-01  7.57630022e-01  5.46314254e-01 
 2.87280000e-11 -6.97500813e-02  9.24379756e-01  8.12750199e-01  5.44626094e-01 
 2.88280000e-11 -1.49352488e-01  8.89226554e-01  8.63519510e-01  5.41343525e-01 
 2.89280000e-11 -2.22397755e-01  8.50043506e-01  9.09425257e-01  5.36499670e-01 
 2.90280000e-11 -2.88148274e-01  8.07226279e-01  9.50003855e-01  5.30143419e-01 
 2.91280000e-11 -3.45940099e-01  7.61207233e-01  9.84845513e-01  5.22338931e-01 
 2.92280000e-11 -3.95189649e-01  7.12451060e-01  1.01359837e+00  5.13164994e-01 
 2.93280000e-11 -4.35399604e-01  6.61450092e-01  1.03597204e+00  5.02714222e-01 
 2.94280000e-11 -4.66163927e-01  6.08719326e-01  1.05174058e+00  4.91092122e-01 
 2.95280000e-11 -4.87171958e-01  5.54791228e-01  1.06074472e+00  4.78416032e-01 
 2.96280000e-11 -4.98211561e-01  5.00210352e-01  1.06289350e+00  4.64813932e-01 
 2.97280000e-11 -4.99171257e-01  4.45527845e-01  1.05816520e+00  4.50423152e-01 
 2.98280000e-11 -4.90041356e-01  3.91295878e-01  1.04660753e+00  4.35388987e-01 
 2.99280000e-11 -4.70914051e-01  3.38062073e-01  1.02833717e+00  4.19863232e-01 
 3.00280000e-11 -4.41982489e-01  2.86363974e-01  1.00353858e+00  4.04002642e-01 
 3.01280000e-11 -4.03538819e-01  2.36723614e-01  9.72462165e-01  3.87967356e-01 
 3.02280000e-11 -3.55971246e-01  1.89642249e-01  9.35421690e-01  3.71919278e-01 
 3.03280000e-11 -2.99760103e-01  1.45595294e-01  8.92791167e-01  3.56020440e-01 
 3.04280000e-11 -2.35473011e-01  1.05027523e-01  8.45001051e-01  3.40431369e-01 
 3.05280000e-11 -1.63759136e-01  6.83485768e-02  7.92533900e-01  3.25309463e-01 
 3.06280000e-11 -8.53426450e-02  3.59288262e-02  7.35919502e-01  3.10807404e-01 
 3.07280000e-11 -1.01538351e-03  8.09563429e-03  6.75729526e-01  2.97071616e-01 
 3.08280000e-11  8.83711143e-02 -1.48699512e-02  6.12571744e-01  2.84240783e-01 
 3.09280000e-11  1.81914227e-01 -3.27360350e-02  5.47083901e-01  2.72444456e-01 
 3.10280000e-11  2.78669358e-01 -4.53222165e-02  4.79927272e-01  2.61801735e-01 
 3.11280000e-11  3.77659479e-01 -5.25014109e-02  4.11779983e-01  2.52420076e-01 
 3.12280000e-11  4.77884991e-01 -5.42011328e-02  3.43330165e-01  2.44394199e-01 
 3.13280000e-11  5.78333819e-01 -5.04042280e-02  2.75269004e-01  2.37805135e-01 
 3.14280000e-11  6.77991635e-01 -4.11490468e-02  2.08283765e-01  2.32719407e-01 
 3.15280000e-11  7.75852097e-01 -2.65290564e-02  1.43050847e-01  2.29188357e-01 
 3.16280000e-11  8.70927014e-01 -6.69189761e-03  8.02289551e-02  2.27247630e-01 
 3.17280000e-11  9.62256323e-01  1.81621064e-02  2.04524499e-02  2.26916812e-01 
 3.18280000e-11  1.04891778e+00  4.77819728e-02 -3.56750600e-02  2.28199233e-01 
 3.19280000e-11  1.13003629e+00  8.18685937e-02 -8.75868123e-02  2.31081934e-01 
 3.20280000e-11  1.20479271e+00  1.20077756e-01 -1.34758615e-01  2.35535795e-01 
 3.21280000e-11  1.27243216e+00  1.62023619e-01 -1.76714138e-01  2.41515835e-01 
 3.22280000e-11  1.33227162e+00  2.07282608e-01 -2.13029725e-01  2.48961659e-01 
 3.23280000e-11  1.38370682e+00  2.55397692e-01 -2.43338671e-01  2.57798073e-01 
 3.24280000e-11  1.42621838e+00  3.05883002e-01 -2.67334925e-01  2.67935841e-01 
 3.25280000e-11  1.45937703e+00  3.58228733e-01 -2.84776180e-01  2.79272588e-01 
 3.26280000e-11  1.48284791e+00  4.11906295e-01 -2.95486321e-01  2.91693829e-01 
 3.27280000e-11  1.49639403e+00  4.66373648e-01 -2.99357203e-01  3.05074133e-01 
 3.28280000e-11  1.49987860e+00  5.21080778e-01 -2.96349743e-01  3.19278382e-01 
 3.29280000e-11  1.49326643e+00  5.75475250e-01 -2.86494314e-01  3.34163140e-01 
 3.30280000e-11  1.47662428e+00  6.29007788e-01 -2.69890439e-01  3.49578097e-01 
 3.31280000e-11  1.45012022e+00  6.81137816e-01 -2.46705787e-01  3.65367595e-01 
 3.32280000e-11  1.41402187e+00  7.31338925e-01 -2.17174478e-01  3.81372188e-01 
 3.33280000e-11  1.36869377e+00  7.79104183e-01 -1.81594720e-01  3.97430264e-01 
 3.34280000e-11  1.31459362e+00  8.23951254e-01 -1.40325798e-01  4.13379667e-01 
 3.35280000e-11  1.25226774e+00  8.65427271e-01 -9.37844441e-02  4.29059343e-01 
 3.36280000e-11  1.18234548e+00  9.03113410e-01 -4.24406324e-02  4.44310957e-01 
 3.37280000e-11  1.10553292e+00  9.36629113e-01  1.31871691e-02  4.58980503e-01 
 3.38280000e-11  1.02260571e+00  9.65635939e-01  7.25372332e-02  4.72919847e-01 
 3.39280000e-11  9.34401240e-01  9.89840977e-01  1.35010246e-01  4.85988234e-01 
 3.40280000e-11  8.41810205e-01  1.00899980e+00  1.99975358e-01  4.98053700e-01 
 3.41280000e-11  7.45767583e-01  1.02291895e+00  2.66776555e-01  5.08994411e-01 
 3.42280000e-11  6.47243207e-01  1.03145786e+00  3.34739283e-01  5.18699890e-01 
 3.43280000e-11  5.47231975e-01  1.03453031e+00  4.03177259e-01  5.27072135e-01 
 3.44280000e-11  4.46743795e-01  1.03210528e+00  4.71399401e-01  5.34026606e-01 
 3.45280000e-11  3.46793395e-01  1.02420724e+00  5.38716807e-01  5.39493079e-01 
 3.46280000e-11  2.48390070e-01  1.01091596e+00  6.04449710e-01  5.43416357e-01 
 3.47280000e-11  1.52527494e-01  9.92365642e-01  6.67934345e-01  5.45756826e-01 
 3.48280000e-11  6.01736831e-02  9.68743617e-01  7.28529650e-01  5.46490855e-01 
 3.49280000e-11 -2.77387765e-02  9.40288414e-01  7.85623738e-01  5.45611035e-01 
 3.50280000e-11 -1.10322148e-01  9.07287375e-01  8.38640080e-01  5.43126253e-01 
 3.51280000e-11 -1.86742507e-01  8.70073743e-01  8.87043321e-01  5.39061605e-01 
 3.52280000e-11 -2.56228163e-01  8.29023300e-01  9.30344691e-01  5.33458138e-01 
 3.53280000e-11 -3.18077454e-01  7.84550573e-01  9.68106939e-01  5.26372439e-01 
 3.54280000e-11 -3.71665826e-01  7.37104647e-01  9.99948745e-01  5.17876062e-01 
 3.55280000e-11 -4.16452146e-01  6.87164630e-01  1.02554858e+00  5.08054807e-01 
 3.56280000e-11 -4.51984163e-01  6.35234816e-01  1.04464793e+00  4.97007852e-01 
 3.57280000e-11 -4.77903076e-01  5.81839591e-01  1.05705395e+00  4.84846751e-01 
 3.58280000e-11 -4.93947158e-01  5.27518139e-01  1.06264136e+00  4.71694311e-01 
 3.59280000e-11 -4.99954395e-01  4.72818997e-01  1.06135374e+00  4.57683347e-01 
 3.60280000e-11 -4.95864126e-01  4.18294518e-01  1.05320410e+00  4.42955344e-01 
 3.61280000e-11 -4.81717656e-01  3.64495288e-01  1.03827474e+00  4.27659028e-01 
 3.62280000e-11 -4.57657833e-01  3.11964571e-01  1.01671642e+00  4.11948865e-01 
 3.63280000e-11 -4.23927615e-01  2.61232823e-01  9.88746829e-01  3.95983497e-01 
 3.64280000e-11 -3.80867606e-01  2.12812332e-01  9.54648420e-01  3.79924145e-01 
 3.65280000e-11 -3.28912627e-01  1.67192047e-01  9.14765514e-01  3.63932978e-01 
 3.66280000e-11 -2.68587316e-01  1.24832644e-01  8.69500853e-01  3.48171478e-01 
 3.67280000e-11 -2.00500836e-01  8.61618652e-02  8.19311520e-01  3.32798807e-01 
 3.68280000e-11 -1.25340723e-01  5.15702100e-02  7.64704330e-01  3.17970198e-01 
 3.69280000e-11 -4.38659406e-02  2.14069847e-02  7.06230705e-01  3.03835395e-01 
 3.70280000e-11  4.31007819e-02 -4.02322210e-03  6.44481115e-01  2.90537131e-01 
 3.71280000e-11  1.34681257e-01 -2.44636157e-02  5.80079106e-01  2.78209694e-01 
 3.72280000e-11  2.29950709e-01 -3.97077883e-02  5.13675012e-01  2.66977569e-01 
 3.73280000e-11  3.27947109e-01 -4.96018035e-02  4.45939381e-01  2.56954178e-01 
 3.74280000e-11  4.27680893e-01 -5.40457505e-02  3.77556208e-01  2.48240741e-01 
 3.75280000e-11  5.28144953e-01 -5.29947534e-02  3.09216026e-01  2.40925247e-01 
 3.76280000e-11  6.28324806e-01 -4.64594238e-02  2.41608933e-01  2.35081569e-01 
 3.77280000e-11  7.27208840e-01 -3.45057540e-02  1.75417627e-01  2.30768718e-01 
 3.78280000e-11  8.23798527e-01 -1.72544507e-02  1.11310507e-01  2.28030247e-01 
 3.79280000e-11  9.17118507e-01  5.12028421e-03  4.99349263e-02  2.26893810e-01 
 3.80280000e-11  1.00622644e+00  3.23925125e-02 -8.08934520e-03  2.27370884e-01 
 3.81280000e-11  1.09022251e+00  6.42868411e-02 -6.21763784e-02  2.29456654e-01 
 3.82280000e-11  1.16825854e+00  1.00481203e-01 -1.11780003e-01  2.33130057e-01 
 3.83280000e-11  1.23954652e+00  1.40610110e-01 -1.56399321e-01  2.38354003e-01 
 3.84280000e-11  1.30336658e+00  1.84268343e-01 -1.95583769e-01  2.45075739e-01 
 3.85280000e-11  1.35907427e+00  2.31015043e-01 -2.28937660e-01  2.53227392e-01 
 3.86280000e-11  1.40610706e+00  2.80378164e-01 -2.56124187e-01  2.62726646e-01 
 3.87280000e-11  1.44399001e+00  3.31859240e-01 -2.76868822e-01  2.73477581e-01 
 3.88280000e-11  1.47234058e+00  3.84938417e-01 -2.90962084e-01  2.85371633e-01 
 3.89280000e-11  1.49087249e+00  4.39079705e-01 -2.98261659e-01  2.98288697e-01 
 3.90280000e-11  1.49939860e+00  4.93736388e-01 -2.98693836e-01  3.12098338e-01 
 3.91280000e-11  1.49783282e+00  5.48356543e-01 -2.92254251e-01  3.26661108e-01 
 3.92280000e-11  1.48619096e+00  6.02388621e-01 -2.79007928e-01  3.41829952e-01 
 3.93280000e-11  1.46459057e+00  6.55287006e-01 -2.59088629e-01  3.57451695e-01 
 3.94280000e-11  1.43324978e+00  7.06517534e-01 -2.32697498e-01  3.73368591e-01 
 3.95280000e-11  1.39248507e+00  7.55562881e-01 -2.00101031e-01  3.89419911e-01 
 3.96280000e-11  1.34270807e+00  8.01927789e-01 -1.61628387e-01  4.05443569e-01 
 3.97280000e-11  1.28442144e+00  8.45144066e-01 -1.17668059e-01  4.21277759e-01 
 3.98280000e-11  1.21821374e+00  8.84775318e-01 -6.86639589e-02  4.36762589e-01 
 3.99140000e-11  1.15544763e+00  9.15712896e-01 -2.28486054e-02  4.49680055e-01 
 4.00000000e-11  1.08778525e+00  9.43481635e-01  2.60025870e-02  4.62125515e-01 
