 time            v1              v2              v3              v4             
 2.50280000e-11  5.28144953e-01 -5.30336932e-02  3.09274121e-01  2.40999137e-01 
 2.51280000e-11  6.28324806e-01 -4.64916997e-02  2.41677017e-01  2.35162089e-01 
 2.52280000e-11  7.27208840e-01 -3.45316297e-02  1.75494898e-01  2.30855062e-01 
 2.53280000e-11  8.23798527e-01 -1.72741923e-02  1.11396173e-01  2.28121651e-01 
 2.54280000e-11  9.17118507e-01  5.10640792e-03  5.00282065e-02  2.26989553e-01 
 2.55280000e-11  1.00622644e+00  3.23842298e-02 -7.98921671e-03  2.27470290e-01 
 2.56280000e-11  1.09022251e+00  6.42838775e-02 -6.20701529e-02  2.29559089e-01 
 2.57280000e-11  1.16825854e+00  1.00483281e-01 -1.11668414e-01  2.33234933e-01 
 2.58280000e-11  1.23954652e+00  1.40616951e-01 -1.56283084e-01  2.38460771e-01 
 2.59280000e-11  1.30336658e+00  1.84279664e-01 -1.95463577e-01  2.45183895e-01 
 2.60280000e-11  1.35907427e+00  2.31030560e-01 -2.28814184e-01  2.53336469e-01 
 2.61280000e-11  1.40610706e+00  2.80397593e-01 -2.55998073e-01  2.62836216e-01 
 2.62280000e-11  1.44399001e+00  3.31882297e-01 -2.76740690e-01  2.73587251e-01 
 2.63280000e-11  1.47234058e+00  3.84964818e-01 -2.90832527e-01  2.85481044e-01 
 2.64280000e-11  1.49087249e+00  4.39109166e-01 -2.98131241e-01  2.98397523e-01 
 2.65280000e-11  1.49939860e+00  4.93768628e-01 -2.98563091e-01  3.12206280e-01 
 2.66280000e-11  1.49783282e+00  5.48391287e-01 -2.92123681e-01  3.26767894e-01 
 2.67280000e-11  1.48619096e+00  6.02425594e-01 -2.78878007e-01  3.41935335e-01 
 2.68280000e-11  1.46459057e+00  6.55325941e-01 -2.58959796e-01  3.57555453e-01 
 2.69280000e-11  1.43324978e+00  7.06558168e-01 -2.32570160e-01  3.73470520e-01 
 2.70280000e-11  1.39248507e+00  7.55604960e-01 -1.99975565e-01  3.89519828e-01 
 2.71280000e-11  1.34270807e+00  8.01971067e-01 -1.61505135e-01  4.05541307e-01 
 2.72280000e-11  1.28442144e+00  8.45188306e-01 -1.17547334e-01  4.21373168e-01 
 2.73280000e-11  1.21821374e+00  8.84820291e-01 -6.85460406e-02  4.36855531e-01 
 2.74280000e-11  1.14475355e+00  9.20466838e-01 -1.49960667e-02  4.51832045e-01 
 2.75280000e-11  1.06478266e+00  9.51768005e-01  4.25618411e-02  4.66151464e-01 
 2.76280000e-11  9.79108608e-01  9.78407730e-01  1.03546460e-01  4.79669175e-01 
 2.77280000e-11  8.88596537e-01  1.00011702e+00  1.67341963e-01  4.92248658e-01 
 2.78280000e-11  7.94160431e-01  1.01667666e+00  2.33304133e-01  5.03762868e-01 
 2.79280000e-11  6.96753904e-01  1.02791945e+00  3.00766874e-01  5.14095514e-01 
 2.80280000e-11  5.97360561e-01  1.03373186e+00  3.69048934e-01  5.23142236e-01 
 2.81280000e-11  4.96984076e-01  1.03405522e+00  4.37460784e-01  5.30811659e-01 
 2.82280000e-11  3.96638045e-01  1.02888625e+00  5.05311583e-01  5.37026314e-01 
