 time            vref1           vref2           vref3           vref4           vout1           vout2           vout3           vout4          
 3.22623915e-11  7.36845874e-01  7.36837790e-01  7.36808746e-01  7.36838115e-01  7.30219783e-01  7.30240617e-01  7.30225543e-01  7.30263430e-01 
 3.27832700e-11  7.36852108e-01  7.36837383e-01  7.36824230e-01  7.36844234e-01  7.30207593e-01  7.30238918e-01  7.30226695e-01  7.30255768e-01 
 3.33129268e-11  7.36852957e-01  7.36837489e-01  7.36839844e-01  7.36846654e-01  7.30194433e-01  7.30240204e-01  7.30221893e-01  7.30247310e-01 
 3.38149120e-11  7.36849490e-01  7.36839317e-01  7.36851624e-01  7.36845903e-01  7.30183820e-01  7.30243767e-01  7.30211785e-01  7.30240404e-01 
 3.43699550e-11  7.36843160e-01  7.36844167e-01  7.36858669e-01  7.36843144e-01  7.30176757e-01  7.30249023e-01  7.30196099e-01  7.30235744e-01 
 3.48762383e-11  7.36837657e-01  7.36851157e-01  7.36858874e-01  7.36840550e-01  7.30175571e-01  7.30253581e-01  7.30180385e-01  7.30234892e-01 
 3.53292365e-11  7.36834920e-01  7.36858926e-01  7.36854580e-01  7.36839469e-01  7.30178491e-01  7.30256373e-01  7.30167764e-01  7.30236748e-01 
 3.58496273e-11  7.36836169e-01  7.36868335e-01  7.36846556e-01  7.36840893e-01  7.30184861e-01  7.30257084e-01  7.30157896e-01  7.30240929e-01 
 3.63247399e-11  7.36842010e-01  7.36876116e-01  7.36838897e-01  7.36845082e-01  7.30191526e-01  7.30255137e-01  7.30154616e-01  7.30245397e-01 
 3.68134149e-11  7.36852227e-01  7.36882145e-01  7.36833500e-01  7.36851980e-01  7.30197104e-01  7.30250898e-01  7.30156875e-01  7.30249258e-01 
 3.74163015e-11  7.36868196e-01  7.36885888e-01  7.36833595e-01  7.36862560e-01  7.30199523e-01  7.30244181e-01  7.30164805e-01  7.30251303e-01 
 3.79791179e-11  7.36883179e-01  7.36885939e-01  7.36841493e-01  7.36872528e-01  7.30195863e-01  7.30238469e-01  7.30173447e-01  7.30249727e-01 
 3.84554863e-11  7.36893536e-01  7.36884215e-01  7.36853406e-01  7.36879641e-01  7.30188175e-01  7.30235466e-01  7.30178920e-01  7.30245821e-01 
 3.89763327e-11  7.36900344e-01  7.36881966e-01  7.36869593e-01  7.36884880e-01  7.30176050e-01  7.30235121e-01  7.30180299e-01  7.30239653e-01 
 3.94626593e-11  7.36901668e-01  7.36880922e-01  7.36884815e-01  7.36887020e-01  7.30163119e-01  7.30237617e-01  7.30175802e-01  7.30233285e-01 
 3.99623376e-11  7.36898359e-01  7.36882088e-01  7.36897426e-01  7.36886781e-01  7.30150693e-01  7.30242290e-01  7.30165079e-01  7.30227504e-01 
 4.05227922e-11  7.36891024e-01  7.36886740e-01  7.36904890e-01  7.36884786e-01  7.30140675e-01  7.30248392e-01  7.30147362e-01  7.30223331e-01 
 4.10466829e-11  7.36883345e-01  7.36893914e-01  7.36904376e-01  7.36882720e-01  7.30136575e-01  7.30253176e-01  7.30128484e-01  7.30222193e-01 
 4.15089718e-11  7.36878058e-01  7.36901608e-01  7.36898404e-01  7.36881817e-01  7.30137285e-01  7.30255420e-01  7.30113014e-01  7.30223258e-01 
 4.20278121e-11  7.36875913e-01  7.36910130e-01  7.36887773e-01  7.36882756e-01  7.30141666e-01  7.30254739e-01  7.30100471e-01  7.30225919e-01 
 4.25577493e-11  7.36878951e-01  7.36916876e-01  7.36876199e-01  7.36886109e-01  7.30147750e-01  7.30250430e-01  7.30095076e-01  7.30228924e-01 
 4.30720708e-11  7.36886700e-01  7.36920164e-01  7.36867925e-01  7.36891241e-01  7.30152792e-01  7.30243538e-01  7.30096941e-01  7.30230865e-01 
 4.35722457e-11  7.36897403e-01  7.36919718e-01  7.36865436e-01  7.36897096e-01  7.30154894e-01  7.30235758e-01  7.30103528e-01  7.30230943e-01 
 4.40896779e-11  7.36909456e-01  7.36915863e-01  7.36870043e-01  7.36902828e-01  7.30152737e-01  7.30228606e-01  7.30112040e-01  7.30228752e-01 
 4.45533725e-11  7.36919049e-01  7.36910494e-01  7.36880059e-01  7.36906780e-01  7.30146618e-01  7.30224473e-01  7.30118374e-01  7.30224996e-01 
 4.50724085e-11  7.36926242e-01  7.36904190e-01  7.36895724e-01  7.36909147e-01  7.30135629e-01  7.30223569e-01  7.30121085e-01  7.30219558e-01 
 4.56180562e-11  7.36928373e-01  7.36899467e-01  7.36913354e-01  7.36909190e-01  7.30121269e-01  7.30226859e-01  7.30116639e-01  7.30213747e-01 
 4.60959275e-11  7.36925591e-01  7.36898341e-01  7.36926405e-01  7.36907606e-01  7.30108412e-01  7.30232397e-01  7.30105898e-01  7.30209617e-01 
 4.65847787e-11  7.36919198e-01  7.36900818e-01  7.36934496e-01  7.36905258e-01  7.30097203e-01  7.30239049e-01  7.30089023e-01  7.30207100e-01 
 4.71564177e-11  7.36909672e-01  7.36907912e-01  7.36935066e-01  7.36902965e-01  7.30088800e-01  7.30245598e-01  7.30065097e-01  7.30206630e-01 
 4.76350785e-11  7.36902148e-01  7.36916091e-01  7.36928299e-01  7.36902283e-01  7.30086218e-01  7.30248437e-01  7.30045073e-01  7.30207892e-01 
 4.81608613e-11  7.36896680e-01  7.36925240e-01  7.36915338e-01  7.36903404e-01  7.30087380e-01  7.30247401e-01  7.30027392e-01  7.30210046e-01 
 4.86653145e-11  7.36895550e-01  7.36932006e-01  7.36900777e-01  7.36906238e-01  7.30090780e-01  7.30242002e-01  7.30017499e-01  7.30211742e-01 
 4.91218885e-11  7.36898312e-01  7.36934953e-01  7.36888925e-01  7.36909792e-01  7.30094128e-01  7.30233937e-01  7.30015259e-01  7.30212117e-01 
 4.96044897e-11  7.36904536e-01  7.36933887e-01  7.36880865e-01  7.36913700e-01  7.30096212e-01  7.30223557e-01  7.30018718e-01  7.30210692e-01 
 5.01124115e-11  7.36913175e-01  7.36928241e-01  7.36879565e-01  7.36916897e-01  7.30095306e-01  7.30212827e-01  7.30025902e-01  7.30207035e-01 
 5.05726037e-11  7.36921148e-01  7.36920086e-01  7.36885225e-01  7.36918238e-01  7.30091016e-01  7.30205238e-01  7.30032584e-01  7.30202167e-01 
 5.10544065e-11  7.36927803e-01  7.36910232e-01  7.36897024e-01  7.36917632e-01  7.30082929e-01  7.30201125e-01  7.30036805e-01  7.30196306e-01 
 5.15554286e-11  7.36931361e-01  7.36900898e-01  7.36912910e-01  7.36914939e-01  7.30071464e-01  7.30201695e-01  7.30035712e-01  7.30190568e-01 
 5.20352793e-11  7.36930879e-01  7.36894871e-01  7.36928198e-01  7.36911013e-01  7.30059017e-01  7.30206333e-01  7.30027915e-01  7.30186476e-01 
 5.24859749e-11  7.36927093e-01  7.36893083e-01  7.36939614e-01  7.36906980e-01  7.30047591e-01  7.30213029e-01  7.30014240e-01  7.30184534e-01 
 5.29450679e-11  7.36920754e-01  7.36895598e-01  7.36945854e-01  7.36903513e-01  7.30037758e-01  7.30220395e-01  7.29994952e-01  7.30184651e-01 
 5.34515454e-11  7.36912525e-01  7.36902800e-01  7.36944902e-01  7.36901489e-01  7.30030322e-01  7.30226923e-01  7.29970239e-01  7.30186792e-01 
 5.39130679e-11  7.36905519e-01  7.36911953e-01  7.36937080e-01  7.36901815e-01  7.30026995e-01  7.30229762e-01  7.29947862e-01  7.30189743e-01 
 5.44306325e-11  7.36900029e-01  7.36922571e-01  7.36922556e-01  7.36904643e-01  7.30026544e-01  7.30227986e-01  7.29927175e-01  7.30192833e-01 
 5.49524346e-11  7.36898187e-01  7.36930807e-01  7.36905504e-01  7.36909361e-01  7.30028066e-01  7.30220549e-01  7.29914149e-01  7.30194322e-01 
 5.54093887e-11  7.36899819e-01  7.36934161e-01  7.36891919e-01  7.36914024e-01  7.30029593e-01  7.30210061e-01  7.29909947e-01  7.30193456e-01 
 5.58855403e-11  7.36904204e-01  7.36932734e-01  7.36882298e-01  7.36918152e-01  7.30029933e-01  7.30196863e-01  7.29911600e-01  7.30189995e-01 
 5.64164566e-11  7.36910825e-01  7.36925369e-01  7.36879568e-01  7.36920470e-01  7.30027482e-01  7.30182367e-01  7.29917289e-01  7.30183382e-01 
 5.68841380e-11  7.36916670e-01  7.36915063e-01  7.36884623e-01  7.36919810e-01  7.30022315e-01  7.30172219e-01  7.29922409e-01  7.30176021e-01 
 5.74197469e-11  7.36921500e-01  7.36901589e-01  7.36897406e-01  7.36915845e-01  7.30013066e-01  7.30166001e-01  7.29924587e-01  7.30167517e-01 
 5.79179723e-11  7.36923052e-01  7.36890276e-01  7.36912964e-01  7.36909792e-01  7.30002167e-01  7.30166068e-01  7.29920639e-01  7.30161141e-01 
 5.83721556e-11  7.36921603e-01  7.36883142e-01  7.36927069e-01  7.36903347e-01  7.29991464e-01  7.30170416e-01  7.29910723e-01  7.30157680e-01 
 5.88530186e-11  7.36917373e-01  7.36880506e-01  7.36938515e-01  7.36896994e-01  7.29980792e-01  7.30177692e-01  7.29893458e-01  7.30157004e-01 
 5.93602662e-11  7.36910954e-01  7.36883699e-01  7.36943850e-01  7.36892352e-01  7.29971691e-01  7.30185736e-01  7.29869254e-01  7.30159317e-01 
 5.98286315e-11  7.36904522e-01  7.36891339e-01  7.36941489e-01  7.36890897e-01  7.29965991e-01  7.30191308e-01  7.29844127e-01  7.30163291e-01 
 6.02745196e-11  7.36899151e-01  7.36901255e-01  7.36933050e-01  7.36892372e-01  7.29963073e-01  7.30193295e-01  7.29820806e-01  7.30167565e-01 
 6.07835332e-11  7.36895182e-01  7.36912962e-01  7.36918203e-01  7.36897044e-01  7.29962063e-01  7.30190202e-01  7.29798811e-01  7.30171411e-01 
 6.13388143e-11  7.36894257e-01  7.36922645e-01  7.36900004e-01  7.36904212e-01  7.29962240e-01  7.30180068e-01  7.29783559e-01  7.30172630e-01 
 6.18392087e-11  7.36896356e-01  7.36926238e-01  7.36885853e-01  7.36910713e-01  7.29962072e-01  7.30165988e-01  7.29778022e-01  7.30170142e-01 
 6.23414588e-11  7.36900453e-01  7.36923765e-01  7.36877240e-01  7.36915420e-01  7.29960299e-01  7.30149478e-01  7.29778488e-01  7.30164069e-01 
 6.28364070e-11  7.36905200e-01  7.36915689e-01  7.36876158e-01  7.36916894e-01  7.29956172e-01  7.30133874e-01  7.29781708e-01  7.30155314e-01 
 6.32900909e-11  7.36909026e-01  7.36904714e-01  7.36881798e-01  7.36914918e-01  7.29950099e-01  7.30122609e-01  7.29784152e-01  7.30146081e-01 
 6.38073397e-11  7.36911522e-01  7.36890813e-01  7.36894244e-01  7.36909041e-01  7.29940923e-01  7.30115516e-01  7.29783142e-01  7.30136177e-01 
 6.43487312e-11  7.36911242e-01  7.36878258e-01  7.36910397e-01  7.36900185e-01  7.29929939e-01  7.30115131e-01  7.29775165e-01  7.30128719e-01 
 6.48187440e-11  7.36908591e-01  7.36871435e-01  7.36923589e-01  7.36891898e-01  7.29920458e-01  7.30119555e-01  7.29761444e-01  7.30125797e-01 
 6.53004745e-11  7.36904116e-01  7.36869958e-01  7.36933042e-01  7.36884685e-01  7.29912007e-01  7.30126487e-01  7.29741047e-01  7.30126524e-01 
 6.58309494e-11  7.36898371e-01  7.36875012e-01  7.36936062e-01  7.36880141e-01  7.29905199e-01  7.30133768e-01  7.29713384e-01  7.30130766e-01 
 6.62975108e-11  7.36893748e-01  7.36884133e-01  7.36931690e-01  7.36879964e-01  7.29901624e-01  7.30137620e-01  7.29687493e-01  7.30136084e-01 
 6.68246829e-11  7.36890276e-01  7.36896991e-01  7.36920061e-01  7.36884091e-01  7.29899849e-01  7.30136892e-01  7.29660814e-01  7.30141751e-01 
 6.73418249e-11  7.36889396e-01  7.36908923e-01  7.36904713e-01  7.36891467e-01  7.29899378e-01  7.30129831e-01  7.29640875e-01  7.30144988e-01 
 6.78112986e-11  7.36890830e-01  7.36916563e-01  7.36890598e-01  7.36899415e-01  7.29898953e-01  7.30118087e-01  7.29629673e-01  7.30144667e-01 
 6.83026274e-11  7.36894096e-01  7.36919302e-01  7.36879075e-01  7.36906960e-01  7.29897413e-01  7.30101770e-01  7.29624635e-01  7.30140328e-01 
 6.88501707e-11  7.36898629e-01  7.36915236e-01  7.36873321e-01  7.36912099e-01  7.29893421e-01  7.30081959e-01  7.29624209e-01  7.30131045e-01 
 6.93217448e-11  7.36902182e-01  7.36906481e-01  7.36875391e-01  7.36912579e-01  7.29887794e-01  7.30066444e-01  7.29625207e-01  7.30120478e-01 
 6.98607874e-11  7.36904577e-01  7.36893049e-01  7.36884933e-01  7.36908307e-01  7.29879209e-01  7.30053797e-01  7.29624057e-01  7.30107861e-01 
 7.03493460e-11  7.36904583e-01  7.36880596e-01  7.36897923e-01  7.36900798e-01  7.29870258e-01  7.30048491e-01  7.29618393e-01  7.30098154e-01 
 7.08262456e-11  7.36902516e-01  7.36870963e-01  7.36911553e-01  7.36891679e-01  7.29861503e-01  7.30048850e-01  7.29607030e-01  7.30092017e-01 
 7.13345216e-11  7.36898580e-01  7.36865871e-01  7.36923504e-01  7.36882270e-01  7.29853367e-01  7.30053444e-01  7.29588073e-01  7.30090079e-01 
 7.18279052e-11  7.36893993e-01  7.36867137e-01  7.36929774e-01  7.36875562e-01  7.29847501e-01  7.30059430e-01  7.29563999e-01  7.30092445e-01 
 7.22867404e-11  7.36890032e-01  7.36873565e-01  7.36929542e-01  7.36872863e-01  7.29844148e-01  7.30063994e-01  7.29538727e-01  7.30097285e-01 
 7.27396082e-11  7.36887279e-01  7.36883579e-01  7.36923555e-01  7.36874169e-01  7.29842636e-01  7.30065599e-01  7.29513805e-01  7.30102982e-01 
 7.32415159e-11  7.36886289e-01  7.36896347e-01  7.36911836e-01  7.36879885e-01  7.29842276e-01  7.30062313e-01  7.29489706e-01  7.30108296e-01 
 7.38053422e-11  7.36887936e-01  7.36908865e-01  7.36896124e-01  7.36889747e-01  7.29842101e-01  7.30051505e-01  7.29470308e-01  7.30110688e-01 
 7.42852938e-11  7.36891213e-01  7.36915410e-01  7.36883973e-01  7.36898914e-01  7.29841072e-01  7.30036951e-01  7.29460914e-01  7.30108530e-01 
 7.47769337e-11  7.36895476e-01  7.36916502e-01  7.36875800e-01  7.36906716e-01  7.29838306e-01  7.30018792e-01  7.29456944e-01  7.30101905e-01 
 7.52891641e-11  7.36899683e-01  7.36911357e-01  7.36873981e-01  7.36911075e-01  7.29833150e-01  7.29999426e-01  7.29456070e-01  7.30090979e-01 
 7.57514799e-11  7.36902335e-01  7.36902250e-01  7.36878580e-01  7.36910745e-01  7.29826617e-01  7.29984261e-01  7.29455358e-01  7.30079033e-01 
 7.62676673e-11  7.36903208e-01  7.36889610e-01  7.36889390e-01  7.36905615e-01  7.29817926e-01  7.29972590e-01  7.29451538e-01  7.30065825e-01 
 7.68166669e-11  7.36901507e-01  7.36876994e-01  7.36904138e-01  7.36896191e-01  7.29808405e-01  7.29967426e-01  7.29441402e-01  7.30054863e-01 
 7.72888904e-11  7.36898244e-01  7.36869468e-01  7.36916404e-01  7.36886738e-01  7.29801086e-01  7.29968280e-01  7.29426589e-01  7.30049597e-01 
 7.77867164e-11  7.36893872e-01  7.36866891e-01  7.36925716e-01  7.36877850e-01  7.29795218e-01  7.29972385e-01  7.29405027e-01  7.30048818e-01 
 7.82997205e-11  7.36889569e-01  7.36870638e-01  7.36929100e-01  7.36872134e-01  7.29791626e-01  7.29977139e-01  7.29378259e-01  7.30052299e-01 
 7.87602689e-11  7.36886829e-01  7.36878834e-01  7.36926097e-01  7.36871193e-01  7.29790390e-01  7.29979590e-01  7.29352804e-01  7.30057597e-01 
 7.92851989e-11  7.36885867e-01  7.36891431e-01  7.36916666e-01  7.36875275e-01  7.29790487e-01  7.29977911e-01  7.29325957e-01  7.30063689e-01 
 7.98123019e-11  7.36887472e-01  7.36904289e-01  7.36903449e-01  7.36883776e-01  7.29790982e-01  7.29970047e-01  7.29304690e-01  7.30067443e-01 
 8.03007428e-11  7.36890909e-01  7.36913510e-01  7.36890981e-01  7.36893682e-01  7.29790689e-01  7.29957144e-01  7.29291619e-01  7.30067152e-01 
 8.07620944e-11  7.36895167e-01  7.36917867e-01  7.36881777e-01  7.36902757e-01  7.29788947e-01  7.29940974e-01  7.29284943e-01  7.30062727e-01 
 8.12405510e-11  7.36899611e-01  7.36916912e-01  7.36877136e-01  7.36909760e-01  7.29785148e-01  7.29922181e-01  7.29282113e-01  7.30053904e-01 
 8.16972743e-11  7.36902949e-01  7.36911029e-01  7.36878383e-01  7.36912718e-01  7.29779611e-01  7.29904753e-01  7.29280952e-01  7.30042365e-01 
 8.21736229e-11  7.36904700e-01  7.36901135e-01  7.36885339e-01  7.36911233e-01  7.29772292e-01  7.29889727e-01  7.29278680e-01  7.30028861e-01 
 8.26687500e-11  7.36904243e-01  7.36889289e-01  7.36896959e-01  7.36905155e-01  7.29763943e-01  7.29879522e-01  7.29272699e-01  7.30015675e-01 
